text	stwr
» Bringst du mir die weiße Blume? «	DS
Ein Betäubungsschwindel faßte ihn an, er fühlte, daß die Füße ihn nicht mehr hielten, sondern zum Sitzen zwangen, und er ließ sich ihr gegenüber an der Säule auf die Stufe niedergleiten.	NN
Ihre hellen Augen waren auf sein Gesicht gerichtet, doch mit andersgeartetem Blick, als mit dem sie ihn gestern bei ihrem plötzlichen Aufstehen und Davongehn angesehen hatte.	NN
Aus dem hatte etwas Unmutiges und Zurückweisendes gesprochen, das war weggeschwunden, als ob sie inzwischen zu einer veränderten Auffassung gelangt sei, und ein Ausdruck von suchender Neugier oder Wißbegier an die Stelle getreten.	NN
Und ähnlich schien sie sich auch darauf besonnen zu haben, daß die heute bräuchliche Anrede in der dritten Person ihrem Munde und den Umständen des Raumes nicht angemessen sei, denn sie hatte sich auch des › Du ‹ bedient, und es kam ihr eigentlich ohne Schwierigkeit, wie etwas Natürliches von den Lippen.	reported;indirect
Da er aber auf ihre letzte Frage gleichfalls stumm geblieben war, nahm sie nochmals wieder das Wort und sagte:	RP
» Du sprachst gestern, du hättest mir einmal zugerufen, als ich mich zum Schlafen hingelegt, und nachher bei mir gestanden; mein Gesicht sei da ganz weiß wie Marmor gewesen.	DS
Wann und wo war das?	DS
Ich kann mich nicht daran erinnern und bitte dich, es mir genauer mitzuteilen. «	DS
Norbert hatte jetzt so viel Sprachfähigkeit gewonnen, daß ihm möglich fiel zu antworten:	NN
» In derNacht, als du dich am Forum auf die Stufen des Apollotempels setztest und der Aschenfall vom Vesuv dich zudeckte. «	DS
» Ach so– damals.	DS
Ja richtig– das war mir nicht eingefallen.	DS
Aber ich hätte mir denken können, daß es eine derartige Bewandtnis damit haben müsse.	DS
Als du 's gestern sagtest, kam 's mir nur zu unerwartet, und ich war zu wenig darauf vorbereitet.	DS
Doch das geschah, wenn ich mich recht besinne, vor bald zwei Jahrtausenden.	DS
Lebtest du denn damals schon?	DS
Mich deucht, du siehst jünger aus. «	DS
Sie sprach's sehr ernsthaft, nur am Schluß spielte ihr ein leichtes, äußerst anmutiges Lächeln um den Mund.	RP
Er war in eine verlegene Unschlüssigkeit geraten und erwiderte ein wenig stotternd:	NN
» Nein, wirklich, glaub' ich, lebte ich wohl im Jahre 79 noch nicht– es war vielleicht– ja, es ist wohl der Seelenzustand, den man Traum nennt, gewesen, der mich in die Zeit vom Untergang Pompejis zurückbrachte– aber ich erkannte dich auf den ersten Blick wieder– «	DS
In den Zügen der ihm nur auf ein paar Schritte Entfernung gegenüber Sitzenden kennzeichnete sich merklich eine Überraschung, und sie wiederholte mit einem Ton von Verwunderung:	NN
» Du erkanntest mich wieder?	DS
In dem Traum?	DS
Woran? «	DS
» Gleich zuerst an deiner besonderen Gangart. «	DS
» Auf die hattest du acht gegeben?	DS
Und gehe ich denn besonders? «	DS
Ihr Erstaunen hatte sich wahrnehmbar noch erhöht; er versetzte: » Ja– weißt du 's selbst nicht?	DS
– anmutreicher als irgendeine sonst, wenigstens unter den jetzt Lebenden gibt es keine.	DS
Doch ich erkannte dich auch sofort an allem übrigen, der Gestalt und dem Antlitz, deiner Haltung und Gewandung, denn alles stimmte aufs genaueste mit deinem Reliefbild in Rom überein. «	DS
» Ach so– « wiederholte sie noch einmal in ähnlichem Ton wie vorher– » mit meinem Reliefbild in Rom.	DS
