text	stwr
Ziepe fuhr sie an:	NN
» Was, heute wieder das Scheuerweib gespielt?	DS
Ich will das nicht.	DS
Ich hab' kein Scheuerweib geheiratet.	DS
Wozu is das Mädchen da– Teufel auch! «	DS
Frau Ziepe hörte ihn nicht.	NN
» Wie das glänzt! « sagte sie und strich über den Diamant in Mareilens Ohr.	DS
Ziepe erhob sich, ging,froh, seiner vornehmen Tochter aus den Augen zu kommen.	NN
Mareile lehnte sich in die Sofaecke zurück.	NN
Die Fliegen summten an den Fensterscheiben; die Suppe nebenan roch immer stärker.	NN
Frau Ziepe ging leise hin und her und diente ihrer Tochter, erzählte dabei von der Wirtschaft, den Herrschaften, dem Dienstmädchen.	RP
Die fünfzehnjährige Lene kam, kauerte zu Mareilens Füßen nieder und schaute andächtig zu der herrlichen Schwester auf.	NN
Das alles war rührend und lieb.	NN
Das findet man draußen in der Welt nicht.	DS
Und doch, warum ist all das so zum Weinen traurig?	DS
dachteMareile.	NN
Fünftes Kapitel	NN
Günther wollte wirtschaften.	NN
Er ging auf das Feld hinaus.	NN
Es wurde gemäht.	NN
Brusttief regten sich die Leute in den Halmen, wie in knisternder, gelber Seide.	NN
Ziepe stand dabei und schimpfte:	NN
» Du kleines, schwarzes Aas, heißt dasSetzen?	DS
Du brauchst nur mit deiner Rotznase anzustoßen, dann purzelt die Bude um. «	DS
Günther war sehr würdig und leutselig.	NN
» Hier ist ungleich gemäht «, bemerkte er.	DS
» Haben die Leute auch zu trinken?	DS
Ich will, daß nichts versäumt wird. «	DS
Er schritt an den Garben entlang, durch die Atmosphäre der heißen Ähren und heißen Menschen.	NN
Von einer Garbennehmerin, die hübsche Augen hatte, ließ er sich die Ackerwinden geben, die das Mädchen auf dem Strohhut hatte.	NN
Als er jedoch weiter dem Ellernbruch zuging, war er unzufrieden.	NN
Das müßte anders sein.	FI
Er müßte anders auf seine Leute wirken.	FI
Diese gleichgültigen Augen wollte er nicht.	FI
Teufel!	FI
Wenn man auf seine eigenen Arbeiter nicht wirkt, wo will man denn Effekt machen!	FI
Im Ellernbruch fand Günther eine lange, bunte Gestalt im Grase liegen.	NN
Wie kam all das hierher?	FI
Der blau und weiß gestreifte Sommerflanell, das blauseidene Hemd, der rot und blau gestreifte Gürtel?	FI
» Hans Berkow «, sagte Günther.	DS
» Morjen, Tarniff «, meinte Berkow und gähnte.	DS
» Wie geht's? «	DS
» Was machst du hier? «	DS
» Siesta.	DS
Nimm doch Platz. «	DS
Günther setzte sich auf das Moos.	NN
Was der Anblick von Hans Berkow nicht alles an Berliner Luft mitbrachte!	FI
» Studien «, berichtete Hans.	DS
» Ich wollte euer brutales Licht studieren, dicke Bauernmädchen.	DS
Das ewige Malen von Berlinerinnen macht den Pinsel flau. «	DS
» Wo wohnst du?	DS
Warum bist du nicht bei uns? «	DS
» Es ist nicht angenehm, der unvermeidliche Berkow zu sein.	DS
In Berlin ist er– in Kaltin wieder. «	DS
Das Gesicht hatte so regelmäßige Züge, daß es zuerst leer und starr erschien.	NN
Rotes Haar in kurzen Locken bedeckte wie eine Kappe den Kopf.	NN
Die enzianblauen Augen mit den roten Wimpern aber waren es, die dem Gesicht seine überraschende Schönheit gaben.	NN
» Ich wohne in einem Waldkruge.	DS
Schöne Bäume.	DS
Auch die Familie Mankow ist malerisch.	DS
Die Tochter Eva– eine gute Studie in Rot. «	DS
» Dort kannst du nicht bleiben «, meinte Günther.	DS
» Ja– wenn du was für mich tun willst– «	DS
Hans blinzelte mit den roten Wimpern nachdenklich zur Sonne auf.	NN
» Du hast da so 'n altesSchloß.	DS
