text	stwr
Denn also hatte der König, ihr Vater, verkündigen lassen.	RP
– Schleunig kehrte er nach Haus und vergaß seine Schulden und Kunden über der neuen Mär, die er eilig seiner Frau hinterbrachte.	RP
Des andern Morgens schon sprach er zum Helmerich, daß er ihn mit Roß und Wehr ausrüsten wolle zu der Fahrt, und wie schnell machte der sich auf die Reise!	IS
Als er Abschied nahm, versprach er seinen Eltern, er wolle sie samt dem dummen Bruder Hans gleich holen lassen in einem sechsspännigen Wagen; denn er meinte schon, er wäre König.	reported;indirect
Übermütig wie er dahinzog, ließ er seinen Mutwillen aus an allem, was ihm in den Weg kam.	NN
Die Vögel, die auf den Zweigen saßen und den Herrgott lobten mit Gesang wie sie es verstanden, scheuchte er mit der Gerte von den Ästen und kein Getier kam ihm in den Weg, daran er nicht seinen Schabernack ausgelassen hätte. Und zum ersten begegnete er einem Ameisenhaufen; den ließ er sein Roß zertreten, und dieAmeisen, die erzürnt an sein Roß und an ihn selbst krochen und Pferd und Mann bissen, erschlug und erdrückte er alle.	RP
Weiter kam er an einen klaren Teich, in dem schwammen zwölf Enten.	NN
Helmerich lockte sie ans Ufer und tötete deren elf, nur die zwölfte entkam.	NN
Endlich traf er auch einen schönen Bienenstock; da machte er es den Bienen wie er es den Ameisen gemacht.	NN
Und so war seine Freude die unschuldige Kreatur nicht sich zum Nutzen, sondern aus bloßer Tücke zu plagen und zu zerstören.	NN
Als Helmerich nun bei sinkender Sonne das prächtige Schloß erreicht hatte, darin die Prinzessin verzaubert war, klopfte er gewaltig an die geschlossene Pforte.	NN
Alles war still; immer heftiger pochte der Reiter.	NN
Endlich tat sich ein Schiebefenster auf und hervor sah ein altes Mütterlein mit spinnewebfarbigem Gesichte, die fragte verdrießlich, was er begehre.	IS
» Die Prinzeß will ich erlösen «, rief Helmerich, » geschwind macht mir auf. «	DS
» Eile mit Weile, mein Sohn «, sprach die Alte; » morgen ist auch ein Tag, um neun Uhr werde ich dich hier erwarten. «	DS
Damit schloß sie den Schalter.	NN
Am andern Morgen um neun Uhr, als Helmerich wieder erschien, stand das Mütterchen schon seiner gewärtig mit einem Fäßchen voll Leinsamen, den sie ausstreute auf eine schöne Wiese.	NN
» Lies die Körner zusammen «, sprach sie zu dem Reiter, » in einer Stunde komme ich wieder, da muß die Arbeit getan sein . «– Helmerich aber dachte, das sei ein alberner Spaß und lohne es nicht sich darum zu bücken; er ging derweil spazieren und als die Alte wiederkam, war das Fäßchen so leer wie vorher.	indirect;direct
» Das ist nicht gut «, sagte sie.	DS
Darauf nahm sie zwölf goldene Schlüsselchen aus der Tasche und warf sie einzeln in den tiefen dunklen Schloßteich.	NN
» Hole die Schlüssel herauf «, sprach sie, » in einer Stunde komme ich wieder, da muß die Arbeit getan sein. «	DS
Helmerich lachte und tat wie vorher.	NN
– Als die Alte wiederkam und auch diese Aufgabe nicht gelöst war, da rief sie zweimal:	NN
» Nicht gut!	DS
nicht gut! «	DS
Doch nahm sie ihn bei der Hand und führte ihn die Treppe hinauf in den großen Saal des Schlosses; da saßen drei Frauenbilder, alle drei in dichte Schleier verhüllt.	NN
