text	stwr
Ziemlich gleichzeitig wurde dann auch der zweite Teil der Wildenbruchschen Doppeltragödie „ Kaiser Heinrich " aufgeführt, und da sich die Verehrer Wildenbruchs nicht werfen lassen wollten, und die Devise „ Viel hilft viel! " einmal an der Tagesordnung war, so fabelten sie von dem „ gewaltigsten Szenenerschütterer " und von „ Shakespeares würdigen Wirkungen. "	RP
Kurz und einfach, wie sich dieser Verlauf der Dinge ausnimmt, schließt er doch für den Klarblickenden eine ungeheure Menge von Nebendingen mit ein: widerwärtiges Parteigetriebe, Mitwirkung hundert außerhalb aller Litteratur und Kunst vor sich gehender Verzwistungen und Verbrüderungen, unwägbare Stimmungen, Einfluß der Klub- und Kneipenatmosphäre, Sensations- und Konkurrenzneid der zahlreichen Berliner Theater und der zahllosen Berliner Zeitungen, Neuigkeitshunger und Klatschsucht eines Weltstadtpublikums.	NN
Wenn es auch leider unvermeidlich ist, daß all diese Imponderabilien bei der Teilnahme für einen Dichter, bei der Bewunderung oder Verurteilung eines künstlerischen Werkes mitwirken, so bleibt es doch die unabweisbare Pflicht der Kritik, unbekümmert um sie, alles unberechtigte Dreinsprechen eines Publikums, das nicht als empfängliches und genießendes Publikum der Kunst, sondern als politisch erregte, als gewerblich interessirte, als gesellig verknüpfte Masse oder Rotte die letzten Entscheidungen über Fragen der Kunst und Litteratur treffen will, scharf zurückzuweisen.	RP
Geradezu unerhört aber ist es, die völlig unberechtigten und verwirrenden Stimmen gerade der Kreise, denen die deutsche Litteratur und ihr Gedeihen oder ihr Verfall vollkommen gleichgiltig ist, förmlich zur Entscheidung aufzurufen, die urteilslose Menge, die das glaubt, was ihr in ihrer Zeitung hundertmal vorgesagt wird, das deutsche Volk zu nennen, alle Maßstäbe zu zerbrechen, die an eine dichterische Schöpfung zu legen sind, und darnach doch Urteile abzugeben, die in die Litteratur- und Kunstgeschichte übergehen sollen.	RP
Oder auch nicht sollen, denn das Geschlecht der Ästhetiker, die hier am Werke sind, ist so kurzatmig wie kurzlebig, es weiß	NN
in der Regel in dem nächsten Lustrum schon nicht mehr, was es im vorhergehenden als höchste Weisheit verkündet hat.	IS
Überall handelt es sich nur darum, vor dem Demos die andern zu überschreien.	RP
Heute den lärmendsten Beifall, das vollste Haus, die größte Tantieme, die massenhafteste Auflage, das ungemessenste Lob zu gewinnen und das Morgen den Schicksalsgöttern zu überlassen, das ist, was beiden Parteien gemein ist.	RP
Die Zukunft der Dichter selbst kommt dabei kaum noch in Frage; sie müßten wenigstens sehr befangen sein, wenn sie nicht merkten, daß sie im Kampf des Tages und für den Kampf des Tages verbraucht werden sollen.	IS
Wir sagten, daß der Sieg von Wildenbruchs „ König Heinrich " als ein Sieg der alten und von Hauptmanns „ Versunkner Glocke " als ein Sieg der neuen Kunst ausgerufen werde.	IS
Wie nun, wenn weder das eine noch das andre wahr wäre?	NN
Wenn sich die Losungen von hüben und drüben als ganz sinnlos erwiesen?	NN
Wenn der unbefangnen Beurteilung die Dichtungen, mit deren einer oder andrer „ eine Epoche anheben " soll, als talentvolle, durchaus nicht verwerfliche, aber keineswegs überwältigende, die höchsten Wirkungen dichterischer Kraft bewährende Schöpfungen erschienen?	RP
Wenn die einfache Frage aufgeworfen würde, wo und inwiefern denn ein Werk wie Wildenbruchs „ König Heinrich " als das Drama angesehen werden dürfe, dessen Erfolg oder Nichterfolg über Wert und Zukunftsberechtigung der Kunst Shakespeares, Lessings, Goethes, Schillers, Kleists und Hebbels entscheiden soll?	IS
