text	stwr
Endlich, da die Erde weithin grün war, da die Zweige sich verlängert hatten, kamen auch Blüten, sie kamen später, und waren weniger als in andern Jahren, aber sie waren da, und waren fast noch zutraulicher und lieblicher als in früheren Zeiten.	NN
Einmal in der Fülle des Frühlings, da alles blühte und duftete, und sich das menschliche Herz erfreute, da die Kinder von dem hohen Nußberge nach Hause gingen, las braune Mädchen sie begleitete, und man bis zu den Glashäusern gekommen war, hatte Blondköpfchen mit ernsten Augen die Hand des braunen Mädchens gefaßt.	NN
Braunköpfchen hatte es am Arme genommen.	NN
Blondköpfchen sah dem braunen Mädchen in das Angesicht und sagte: » Komme mit, komme mit. «	DS
Braunköpfchen sagte auch:	NN
» Komme mit, komme mit. «	DS
Das braune Mädchen sah die Kinder an, und tat einen Schritt vorwärts.	NN
Braunköpfchen war außerordentlich erfreut, es ging einen Schritt voraus und sagte lockend:	NN
» Komme mit, komme mit. «	DS
Das braune Mädchen ging zögernd nach.	NN
Es ging von den Glashäusern gegen die Bäume vorwärts, es ging auf dem Kieswege durch das Grün des Gartens, es ging über den Sandplatz vor dem Hause, es ging über die Treppe empor, und stand auf dem Teppiche des Besuchzimmers.	NN
Es war in dem Zimmer niemand zugegen.	NN
Die Großmutter ging gleich, da man die Treppe empor gekommen war, in ein anderesGemach.	NN
Das fremde Mädchen stand, und öffnete seine großen Augen noch mehr, und schaute auf den Spiegel an der Wand, auf die Uhr, auf den Schrein, auf welchem schöne Gefäße standen, auf Tische und Stühle und Sessel und auf den wunderbaren Teppich.	NN
Die Kinder liefen und brachten süße Milch in einer Schale, und brachten feines Weizenbrod und silberne Löfflein.	NN
Das fremde Kind trank die Milch aus der Schale, nahm ein Stückchen Brod in die Hand, biß davon ab, und verzehrte es so.	NN
Die Kinder brachten ihre Spielzeuge und zeigten sie.	NN
Das braune Kind wußte damit nichts anzufangen.	NN
Die Kinder brachten auch ihre Nußknacker, ihre schöneren Kleider und ihre Bänder.	NN
Endlich kam auch die Mutter in einem feinen weißen Anzuge, und trug gezuckerte eingemachte Früchte auf einer Tasse, und bot dem fremden Mädchen davon an.	NN
Das braune Mädchen wich zurück, bis es mit dem Rücken aufrecht an der Wand stand.	NN
Es rührte keine Hand, es blickte die Früchte an, und ließ die Arme an dem Körper herab hängen.	NN
Da wendete sich die Mutter wieder um, und ging, ohne weiter ein Wort zu reden, aus dem Zimmer.	RP
Die Kinder traten zu dem fremden Mädchen, liebkosten es, es gab die Liebkosungen zurück, und nachdem dies ein Weilchen gedauert hatte, nachdem man geredet, nachdem das fremde Kind geantwortet hatte, und da es die Augen immer auf die Tür geheftet hielt, liefen alle zur Tür hinaus, liefen über die Treppe hinab, liefen durch den Garten, und hinter den Glashäusern lief das fremde Mädchen dann allein über die Sandlehne empor.	RP
So wie es an diesem Tage gewesen war, war es wieder einmal an einem andern.	NN
Da die Kinder auf dem Nußberge gewesen waren, da das fremde Mädchen zu ihnen gekommen war, da man nach Hause gegangen und bei den Glashäusern angekommen war, hielt Braunköpfchen das fremde Mädchen an dem Arme, zog es nach sich, und bat, daß es mitgehen möchte.	IS
