text	stwr
Er hätte es sich vollkommen sparen können, soviel Energie an den Tag zu legen, denn die zehn Beamten, die seinem Befehl zu gehorchen hatten, fürchteten ihn ohnehin schon genug.	NN
Sowie sie ihn von fern kommen sahen, beeilten sie sich, ihre Federn hinzulegen, und sprangen herbei, um sich respektvoll dort, wo er vorüberkam, aufzustellen.	NN
In den Gesprächen mit seinen Untergebenen beobachtete er eine stolze, erhabene Haltung und sagte kaum etwas anderes als die Worte:	RP
» Was wollen Sie?	DS
Wissen Sie auch, mit wem Sie reden?	DS
Bedenken Sie auch, wer vor Ihnen steht? «	DS
Im übrigen war er ein gutmütiger Mensch, freundlich und liebenswürdig gegen seine Freunde.	NN
Nur hatte ihm der Generalstitel den Kopf verdreht.	NN
Seit dem Tage, da er ihm beigelegt worden, lebte er den größten Teil des Tages in einer Art Schwindel; bei seinesgleichen jedoch gewann er wieder das Gleichgewicht, und dann ließ sich nicht verkennen, daß es ihm in mehr als einer Beziehung nicht an Liebenswürdigkeit fehlte.	NN
Aber sobald er sich in einer Gesellschaft mit einer Persönlichkeit zusammenfand, die einen geringeren Rang bekleidete als er, verschanzte er sich hinter eine strenge Schweigsamkeit, und diese Lage war ihm um so peinlicher, als er sehr wohl fühlte, daß er seine Zeit eigentlich angenehmer verleben konnte.	IS
Allen, die ihn in einem solchen Augenblick beobachteten, war es unzweifelhaft, daß er vor Verlangen brannte, sich an einer interessanten Unterhaltung zu beteiligen, aber dieFurcht, irgendwelche unvorsichtige Zuvorkommenheit an den Tag zu legen, zu vertraulich zu erscheinen und dadurch seine Würde schwer zu schädigen, hielt ihn zurück.	IS
Um sich einer solchen Gefahr zu entziehen, bewahrte er eine außerordentliche Zurückhaltung und sprach nur von Zeit zu Zeit irgendein einsilbiges Wort.	RP
Kurz, er hatte es so weit gebracht, daß man ihn den Langweiligen nannte, und diesen Titel hatte er durchaus verdient.	RP
So war die Persönlichkeit, deren Hilfe der bescheidene Akaki in Anspruch nehmen sollte.	NN
Der Augenblick, in dem er seinen Schritt unternahm, schien ganz besonders dazu ausersehen, der Eitelkeit des Generals zu schmeicheln, und mußte doch zugleich der Sache des Titularrats günstig sein.	NN
Die hohe Persönlichkeit befand sich in ihrem Kabinett und plauderte fröhlich mit einem alten Freunde, den er seit mehreren Jahren nicht gesehen hatte, als ihm gemeldet wurde, daß ein Herr Baschmatschkin um die Ehre bitte, bei Seiner Exzellenz vorgelassen zu werden.	reported;indirect
» Wer ist der Mann? « fragte die hohe Persönlichkeit in verächtlichem Tone.	DS
» Ein Beamter «, antwortete der Bote.	DS
» Soll warten!	DS
Habe jetzt keine Zeit, ihn zu empfangen. «	DS
Der edle Beamte log, es hinderte ihn gar nichts, die verlangte Audienz zu gewähren.	RP
Sein Freund und er hatten bereits verschiedene Gesprächsstoffe völlig erschöpft.	RP
Schon mehr als einmal waren lange Gesprächspausen eingetreten, in denen sie sich leicht auf die Schultern geklopft mit den Worten:	NN
» So also war es, mein Lieber. «	DS
– » Jawohl, Stephan. «	DS
Aber der General weigerte sich, den Bittsteller zu empfangen, um seinem Freunde, der den Dienst quittiert hatte und auf dem Lande lebte, seine Bedeutung als General zu beweisen und um ihm zu zeigen, daß die Beamten im Vorzimmer warten müßten, bis es ihm beliebe, sie zu empfangen.	RP
Endlich, nachdem sie noch verschiedene andere Dialoge geführt und noch einige weitere Pausen überstanden hatten, während derer die beiden Freunde sich in ihren Sesseln zurückgelehnt und den Zigarrenrauch in die Luft geblasen hatten, schien der General sich plötzlich zu erinnern, daß man ihn um eine Audienz ersucht habe.	reported;indirect
