text	stwr
Eben war sie wieder im Sinkenbegriffen, da zeigte sich ein schwarzer Punkt über dem Odenwald, der kam näher und näher, und wäre es nicht schon so dämmerig gewesen, hätte man leicht den Gevatter Storch erkennen mögen.	NN
Das war ja in dieser Jahreszeit eine seltene Erscheinung; er war es aber wirklich, und er flog geradezu herauf auf den Böllstein und an Frau Hollens Fenster.	NN
Er schlug mit seinem langen Schnabel daran und rief: » Geschwind, liebe Frau Holle, geschwind!	DS
Macht auf, mich friert ganz erbärmlich! «	DS
Schnell rissen die Engelein das Fenster auf und ließen den Gevatter Storch herein.	NN
» Da bin ich, « sagte er, » ich komme weit, weit her aus einem heißen Lande, wo die Sonne fast nicht untergeht, und habe euch von dort das schönste, beste und frömmste Kind mitgebracht, das auf der ganzen Erde zu finden war. «	DS
Mit diesen Worten legte er ein kleines, schneeweißes Kindlein, das er vorsichtig im Schnabel trug, auf Frau Hollens Bett.	RP
Als sie das hörte und sah, stieß sie einen Freudenschrei aus, und die Engelein jauchzten laut auf.	NN
Das war ein Vergnügen!	NN
Das Kindchen machte seine Augen weit auf, die waren so durchsichtig blau wie der schönste Sommerhimmel, dabei hatte es eine Menge kleiner, goldner Löckchen auf dem Kopf und– das war das schönste– zwei kleine, schneeweiße Flügel an den Schultern.	NN
Der Storch, der als ein weiser Mann nicht gern viel Worte machte, deutete auf die Flügel und sagte kurz:	RP
» Damit es nicht auch auf dem Zwirnsfaden reiten muß «, worauf Frau Holle glückselig nickte und das liebe Kind immer wieder von neuem herzte und küßte.	DS
Die Engelchen freuten sich fast nicht weniger als Frau Holle und schrien und lärmten nach Herzenslust.	NN
Der Storch aber machte ein ernsthaftes Gesicht und sagte: » Schweiget jetzt alle einmal und hört, was ich euch zu sagen habe.	DS
Ich dachte immer an das, was ich Frau Hollen versprochen hatte, und bin durch die ganze Welt geflogen, ohne daß ich bei den Menschen ein Kindlein finden konnte, das lieb und fromm genug war, um ihr Töchterlein zu sein.	DS
So ward es Herbst und Winter, und meine alten Augen waren zuletzt ganz müde vom Suchen.	DS
Da kam ich heute in ein fernes, fernes Land, wo das ganze Jahr über die Sonne scheint und Frucht und Blüte nie vergehen.	DS
Dort war es schon Nacht, als es hier noch Tag gewesen, aber das Dunkel erhellte ein großer, heller Stern mit so wunderbarem Glanze, wie ich noch nie gesehen.	DS
Der Stern schoß pfeilgeschwind durch die Luft, und ich flog ihm nach, bis er über einer kleinen, niedern Hütte stehenblieb.	DS
Ich sah hinein, da lag in einer Krippe ein wunderschönes, herrliches Kind, von dem ein noch hellerer Glanz als von dem Sterne ausging.	DS
Rings um die Krippe schwebten Engelein auf goldnen Wolken, die sangen so schön und lieblich, wie ich noch nie etwasgehört.	DS
Das Kind aber lächelte mich so freundlich an, daß ich dachte, dies ist das Kind, das ich Frau Holle bringen möchte, denn ganz gewiß ist es das liebste und beste auf Erden.	DS
Da rief eine Stimme neben mir, von der ich nicht weiß, woher sie gekommen:	DS
› Willst du es mit dir nehmen, daß es den kleinen Menschenkindern in deinem Lande stets ein Kind bleibe?	DS
