text	stwr
Dann hatte er noch eine silberne Uhr gehabt, die war verspielt worden.	NN
Hernach hette er sich auf das Bauerndienen verlegt, dabei war er alt geworden.	NN
Alt, mühselig und arm.	NN
All das Bedürfnis und Glück des einst so herrischen, anspruchsvollen Mannes hatte jetzt in einer Tabakspfeife Platz– so gut hatte ihn das Leben erzogen.	NN
Schwerhörig und halbblind, den Krampf in den Händen und die Gicht in den Füßen!	NN
Wenn's nur in der Pfeife gloste und er am Rohre sog, so machte er keinen Einwand und war in säuerlich-süßer Laune.	RP
In die Kirche gehen wollte er manchmal, denn der Anderl stellte sich vor, er habe sein Lebtag hübsch christlich gelebt, und so mochte er den guten Brauch in den alten Tagen nicht gerne abkommen lassen.	IS
Aber die Gicht, das war ein höllisch gottloser Kamerad, die hinderte ihn an dem Besuche des Amtes und der Predigt, und so wimmerte der Alte manchmal in einer frommen Sehnsucht:	NN
Wenn ich nur wenigstens ins Dorf zum Tabakkrämer kannt kommen!	DS
Auch das war ihm versagt, und so wendete er sich eines Tages zu mir, der ich ein Knabe war in demselben Hause.	RP
Heut' ist der heilige Christtag schon wieder, « sagte er.	DS
» Gehst du in die Kirchen, Peter, so sei halt barmherzig und trag' mir mein Vermögen mit.	DS
Kauf' damit beim Kramer drei Packeln Tabak– ordinären– kriegst acht ganze Kreuzer heraus und bring' mir alles sein und fleißig heim.	DS
Nachher bist dafür brav eine ganze Wochen lang. «	DS
Damit gab er mir einen Silberzwanziger, den er am heiligen Abend vom Armenvater als seinen Teil des eingegangenen Armengeldes erhalten hatte.	NN
Ich war nämlich gerne bereit, mein Bravsein auf eine ganze Woche lang zu versichern, übernahm den Auftrag und ging in die Kirche, wo ich hübsch noch zum Rosenkranz zurecht kam.	RP
Ich war schon zur selben Zeit manchmal sehr andächtig, und schon zur selben Zeit manchmal gegen die unrechte Seite hin.	NN
Als das Hochamt kam, auf dem Chore die Pauken und Trompeten schallten, am kerzenumstrahlten Altare der Pfarrer stand und die Messe las, huben die Leute plötzlich an, in ihren Stühlen aufzustehen, und begannen( nicht bloß die Weiber, auch die Männer) im Gänsemarsch durch die Kirche zu wandeln, um nen Hochaltar herum, und dann wieder zurück in die Stühle.	RP
Der Opfergang.	NN
An hohen Festtagen pflegten nämlich die Leute während des Amtes einen solchen Rundgang zu machen, um an dem Altare im Angesichte des Pfarrers auf einen dafür bereitstehenden Zinnteller kleine Geldgaben für die Kirche hinzulegen.	NN
Ich hatte mich an solchem Opfergange jedesmal beteiligt, um entweder im Auftrage meines Vaters, oder aus eigenem Antriebe einen oder ein paar Kreuzer auf den Teller zu legen.	RP
Machte dabei auch allemal eine gute Meinung, sei das Opfer nun zur Erlangung eines fruchtbaren Jahres, oder zur Genesung eines Kranken, oder um Segen für ein anderes, irgend etwas wollte ich für meinen Kreuzer haben; hatte doch der Pfarrer einmalgepredigt:	NN
» Es wird alles vergolten.	DS
Geschenkt braucht der Herr des Himmels und der Erde nichts von euch. «	DS
Natürlich erhob an diesem Christtage auch ich mich und schloß mich der Reihe an, in welcher jeder und jede unterwegs zum Altar in den Sack griff und aus dem Geldtäschlein die Münze hervornestelte.	NN
