text	stwr
Mit dem frühsten Morgen traf das fürstliche Gefolge auf dem Schauplatz ein.	NN
Es hatte seinen Herrn die Nacht hindurch nach allen Richtungen gesucht, mancherlei Abenteuer bestanden und erst im Dämmerungsgrauen, durch einen mit leeren Händen heimkehrenden Nachzügler zurechtgewiesen, die Fährte des edlen Wildes aufgespürt.	RP
Der Prinz, froh, aus den Federn oder vielmehr aus der Spreu und dem Seegras zu kommen, eilte zu den Seinigen hinab, die ihn mit Begeisterung umringten, so daß er die Wohnstube, in der eine ganze Christbescherung ihm erzählt haben würde, wie hoch man ihn zu ehren bestrebt gewesensei, gar nicht mehr zu sehen bekam.	IS
Er bedeutete dem nachstürzenden Pfarrer, daß er jetzt doppelte Eile nötig habe, um die versäumte Zeit einzubringen, und da er zugleich in der Weise der Großen, die das Wort sehr geschickt von der Tat abzuschälen wissen, den größten Eifer bezeigte, die Dame des Hauses aufzusuchen, ohne jedoch einen Fuß zu rühren, so blieb dem Pfarrer nichts übrig, als seine Frau herabzurufen.	reported;indirect
Der Abschied wurde am Fuße der uns schon bekannten Freitreppe genommen.	NN
Der Prinz ging zu seinem Wagen und winkte seinen Reisemarschall heran, der nach kurzer Unterredung zu dem Pfarrer kam und ihm einige Goldstücke » für die Dienerschaft « einhändigen wollte.	reported;direct
Der Pfarrer verbeugte sich ablehnend, indem er mit anständiger Freimütigkeit erklärte, daß er weder Knecht noch Magd habe, und daß die Bedienung in seinem Hause rein patriarchalisch sei.	IS
Exzellenz zog sich mit Apprehension zurück und erstattete dem Gebieter Rapport, worauf der Pfarrer an den fürstlichen Wagen gerufen wurde.	RP
Der Prinz drückte ihm wiederholt seinen Dank in den gnädigsten Worten aus und reichte ihm sodann nach einem verlegenen Zaudern von ein paar Sekunden aus einer Nische des Wagens sein kostbares Reisefernrohr mit der Bitte, es zum Andenken zu behalten, dar.	reported;indirect
Eine graziöse Handbewegung, die Pferde zogen an, die anderen Wagen folgten, und der Pfarrer sah, den Tubus in der Hand, jedoch mit bloßem Auge, der Erscheinung nach, die trotz der Grundlosigkeit des Weges bald wie ein Traum entschwunden war.	NN
Darauf kehrte er zu dem unterbrochenen Opferfeste der Gastfreundschaft zurück.	NN
Da lagen sie nun, die Kostbarkeiten alle; das meiste war gekauft und bezahlt, das wenigste konnte zurückgegeben werden.	NN
Ein Teil der Eßwaren forderte schleunigst in Angriff genommen zu werden, wenn er nicht verderben sollte.	NN
So war denn im Pfarrhause von Y... burg der Luxus eingezogen, freilich für ein paar Tage bloß, und in den paar teuer erkauften Tagen gedachte der Pfarrer alter unnennbarer Stunden, und ging der Frau und den Kindern ein Begriff vom Paradies der Reichen auf.	RP
Wie aber die feinen Genüsse auch auf die Verfeinerung der Seelenvermögen, besonders der Vorstellungskraft, einwirken, so kam den Pfarrer bei Gänseleberpastete und Bordeaux, bei Rehbraten und Champagner, plötzlich ein Gedanke an, der glücklich genannt zu werden verdiente, falls er nämlich begründet war.	RP
Der Erbprinz von *** galt für einen Fürsten von Geist, idealer Richtung und duftig zartem Gemüt.	NN
Die beiden letzteren Eigenschaften hatte er sicherlich bewiesen, als er seinem Wirt, anstatt einer Erkenntlichkeit substantiellerer, zugleich aber auch gemeinerer Art, seinen Tubus zum Geschenk gemacht hatte.	NN
Wie aber, wenn man auch die erstere der drei Eigenschaften mit in Rechnung nahm, war dann nicht noch eine weitere Deutung des Geschenks erlaubt, ja geboten?	FI
