text	stwr
Abends feierten wir Abschied.	NN
Da kam die Stimmung vom Morgen wieder in unser Zusammensein.	NN
–	NN
Gegen Mitternacht hatte sich der größte Teil der Gesellschaft zurückgezogen.	NN
Wir hatten erst im großen Gasthaussaal gesessen.	NN
Es war Klavier gespielt und getanzt worden.	NN
Der Doktor stellte dem hübschen Schenkmädel nach.	NN
Dann, ich weiß nicht mehr wie es gekommen war, saßen Aujust und ich mit unsern Gläsern draußen auf der Bank vor dem Hotel, und wie es dann kam, daß wir über allerhand intime Sachen redeten.	reported;indirect
Von der Ehe sprachen wir, und es faßte mich unendlich traurig an, auch aus diesem lachenden Mund das alte Lied von der Ehe zu hören, leidenschaftliche Liebe, Glut, Sinnenrausch, Ernüchterung– und dann das ganze Leben miteinander fortleben zu müssen.	RP
Ich war weich gestimmt und zugleich sinnlich erregt, er legte seinen Arm auf die Rückwand der Bank, und ich lehnte mich daran.	NN
› Und morgen gehst du nun auch fort, dann habe ich meine tolle Ella nicht mehr.	DS
Dann ist auch das wieder vorbei.	DS
– Warum willst du fort? ‹	DS
› Aujust, ich gehe ja zu meinem Mann. ‹	DS
› Hast du ihn lieb? ‹	DS
› Und ob ich ihn lieb habe!	DS
Und das dauert auch.	DS
Ganz gewiß, Aujust. ‹	DS
› Hast du mich denn nicht auch ein bißchen lieb, Ella?	DS
–	DS
So sei doch ein wenig toll heute Abend.	DS
Du bist ja so still. ‹	DS
› Mir wird das Fortgehen von euch allen schwer.	DS
Unser Zusammenleben hier war doch so schön und fidel. ‹	DS
Wir schwiegen beide eine Zeitlang, dann fing er wieder an:	RP
› Kind, willst du mir nicht zum Abschied einen Kuß geben, nur einen? ‹	DS
› Ach, warum denn, Aujust, geht es nicht ohne das?	DS
Siehst du, ich tu' es nicht gerne. ‹	DS
› So mach' doch, Kind, du bist ja ganz töricht heute abend. ‹	DS
Ich fand mich selbst töricht in dem Augenblick; was war es denn?	FI
Und er zog mich warm an sich und murmelte:	NN
› Du gute Maid, du tolles, liebes Kind, habe Dank. ‹	DS
– War das Sünde?	FI
Mein Gewissen regte sich nicht.	FI
Es war so anders, so ganz anders– wie früher bei anderen.	FI
Es war so traurig und so sinnlich zugleich.	FI
Fräulein Mahr kam zu uns hinaus, die anderen waren heimgegangen.	NN
Dann kam Käthe, die Kellnerin, um nach dem Doktor zu fragen.	RP
Der war schon zu Bett gegangen, der alte Stadtrat auch.	NN
Die drei Freunde wohnten zusammen, es war nicht weit weg, und Aujust machte den Vorschlag, sie wieder zu holen.	IS
Jeder von uns nahm sein Glas mit, und wir gingen die kleine Gasse hinab, klopften ans Fenster, stießen mit den mitgebrachten Gläserndagegen, bis wir die beiden glücklich aus ihrem Schlaf aufgerüttelt hatten, und sie in flüchtig übergeworfener Bekleidung zum Fenster hinaussprangen.	NN
Dann ging es ins Gastzimmer zurück, wo das Gelage von neuem begann, toll, jugendlich, ausgelassen bis zur vollsten Orgie.	NN
Fräulein Mahr und der Stadtrat präsidierten mit einem Rest von Vernunft.	NN
Ein Berliner Opernsänger, Harry genannt, seinen wirklichen Namen weiß ich nicht mehr, raste am Klavier eine wilde Tanzmusik daher, Aujust und ich tanzten um den Tisch herum.	RP
Der Doktor hatte sich eine große Schürze vorgebunden und hantierte mit Käthe am Schenktisch.	NN
Umgestürzte Gläser, wildes Lachen und das erste Tageslicht schon in den Fenstern.	NN
