text	stwr
Da flammte das Gesicht des Lehrers, sein Auge glänzte, und heftig klopfte sein Herz.	NN
Er verstand alles.	NN
Und er stieg in den Wagen wie ein Halbgott.	NN
Das Herz aber wurde ihm voll und rief in seinen Augen teure Thränen hervor.	NN
Weheeuch, ihr Schwaben!	DS
In diesen herabrinnenden Thränen ertrinkt ihr mit euerm ganzen Dorf!	DS
Der Triumphwagen trug den Lehrer bis ins Dorf.	NN
Als die Schwaben den	NN
Husaren des Oberstuhlrichters auf dem Bock, in der Kutsche aber den Lehrer erblickten, riefen sie einander aus den Thoren zu:	NN
Zu Ende, zu Ende.	DS
Jetzt ist alles zu Ende.	DS
Gott kann wirklich nicht deutsch!	DS
Elf Jahre war mein Kollege unter ihnen.	NN
Die jungen Schwaben wurden alle zu Magyaren, Für die Magyarisierung bekam der Apostel zwar hundert Gulden Belohnung, aber dieser Ruhm brachte auch noch den Fluch über ihn, daß der Schulinspektor des Komitats alle in den schwäbischen Dörfern wirkenden Lehrer zu ihm schickte, damit sie die direkte Methode bei ihm studieren sollten, und diese verstudierten ihm nicht hundert, sondern zweihundert Gulden unter dem Titel der Gastfreundschaft.	NN
Schließlich zog der Kollege vom Ruhme weg zu einem größern Stückchen Brot und in einen magyarischen Ort.	NN
Freilich, als er mir diese Geschichte erzählte, setzte er auch hinzu: Freund!	reported;direct
Von jenem Kampfe habe ich in elf Jahren genug gehabt.	DS
Meine Methode ist schwer, aber — sicher.	DS
Ich bin der Meinung, daß sie bei der Magyarisierung die erfolgreichste ist.	DS
Aut	DS
Caesar, aut nihil.	DS
Ich rede aus Erfahrung.	DS
Ob ich dieses unterschreibe?	indirect freeIndirect
—	NN
Ich unterschreibe es.	RP
Krupp.	NN
Dem Reiche des Kanonenkönigs haben die Grenzboten vor zehn Jahren eine längere Betrachtung gewidmet, und im vorjährigen 33. Heft haben wir das Lebensbild des großen Alfred Krupp von Frobenius empfohlen.	RP
Heute liegt uus eine neue Monographie vor, die beweist, daß das größte industrielle Etablissement der Welt im Geiste des verstorbnen Begründers weiter geleitet wird:	NN
Bei Krupp.	NN
Eine sozialpolitische Reiseskizze unter besondrer Berücksichtigung der Wohnungsfürsorge.	NN
Von Dr. W. Klen.	NN
Mit vielen Skizzen, graphischen Tafeln und Tabellen.	NN
( Leipzig, Duncker und Humblot, 1899.)	NN
Die Essener Arbeiterwohnungen genauer kennen zu lernen, war der eigentliche Zweck der Reise des Verfassers, der Materialien sammelt für ein Handbuch der Wohnungspolitik, und es ist ja auch klar, daß dieser Gegenstand von einem, der die zur Zeit vollkommenste Lösung der Aufgabe nicht studiert hätte, gar nicht behandelt werden könnte.	NN
Etwas vollkommneres, als das von Krupp geleistete, ist kaum denkbar, und seine Lösung wird daher auch für die Entscheidung der Streitfragen dieses Gebiets maßgebend bleiben müssen.	RP
Uneingeschränkt wohl nicht; denn wenn es sich um die Frage handelte, ob die Arbeiter in besondern Kolonien angesiedelt werden oder unter der übrigen Bevölkerung wohnen sollten, so war in Essen, dessen Einwohnerschaft fast ganz aus Kruppscheu Arbeitern besteht, die Entscheidung fürs erste selbstverständlich.	NN
In Berlin versteht sich das weniger von selbst, und in den Großstädten kann auch der Gedanke, die Arbeiter in weiter Entfernung von der Arbeitsstätte anzusiedeln und durch besondre Verkehrsanstalten für die Verbindung von Wohnort und Fabrik zu sorgen, nicht ohne weiteres abgewiesen werden.	IS
Dagegen wird Krupps Praxis, das Cottagesystem nur dort anzuwenden, wo ungewöhnlich wohlfeiler Baugrund zu haben ist, für gewöhnlich aber Kasernen anzulegen, solange allgemeine Giltigkeit beanspruchen, bis die Bodenbesitzreformer das Hindernis hoher Bodenpreise beseitigt haben werden, und auch die Erfahrung, die Krupp gemacht hat, daß es mit dem Eigenhause nichts ist, wird nicht so leicht widerlegt werden.	NN
