text	stwr
– Hier sind sie, und Gott vermehre sie Ihnen hundertfältig!	DS
– Gott!	DS
Geld von Gott!	DS
Hat schon je Einer gesehen, wie das aussieht? «	DS
Der Doctor pfiff nach dem Hurzof, gab ihm eine kleine Laterne in's Maul und schlug den Weg nach dem Meere zu ein.	NN
Die Alte trippelte ihm nach.	NN
V.	NN
Das war ein Wetter voll Frritts und Flaccs!	NN
Die Glocken der Sainte-Phisilene-Kirche werden von dem Sturme in Schwung versetzt.	NN
Schlechtes Zeichen, doch, Doctor Trifulgas ist nichtabergläubisch.	NN
Er glaubt an Nichts, nicht einmal an seine Wissenschaft– wenigstens nur insofern, als sie ihm etwas einbringt.	NN
Ein abscheuliches Wetter und ein greulicher Weg!	NN
Strandkiesel und Schlacken; die Strandkiesel schlüpfrig von Varecgezweig und die Schlacken unter dem Fuße knirschend, wie Hammerschlag; nirgends ein Licht außer dem unbestimmten, zitternden Scheine von Hurzofs Laterne.	NN
Manchmal schießt nur aus dem Vanglor eine Flammengarbe auf, in deren Mitte ungeheure fratzenhafte Schattenbilder zu schaukeln scheinen.	NN
Man weiß in der That nicht, was sich in der Tiefe dieser unergründlichen Krater eigentlich befindet.	IS
Vielleicht die Seelen einer anderenWelt, welche beim Austreten verdunsten.	NN
Der Doctor und die Alte folgen den Krümmungen der kleinen Buchten des Ufers.	NN
Das Meer schimmert weiß, so weißbleich, wie das Weiß der Trauer.	NN
Es erglänzt, wenn es Kämme bildet, in der phosphorescirenden Linie der Brandung, welche leuchtende zitternde Funken auf den Strand zu werfen scheint.	NN
So wandern Beide hin bis zu einer scharfen Biegung des Weges zwischen den wellige Thäler bildenden Dünen, deren Kiesel und Binsen sich untereinander reiben und stoßen, als klirrten Bajonnette aneinander.	NN
Der Hund hat sich seinem Herrn genähert, als wollte er zu ihm sagen:	NN
» He, wieder hundertzwanzig Fretzers in den Kasten zu stecken!	DS
So rafft man Schätze zusammen.	DS
Das giebt wieder eine Flasche Wein mehr; eine weitere Schüssel beim Abendessen und auch eine Pastete mehr für den treuen Hurzof.	DS
Immer zu, und reiche Leute behandelt und ihre Börse geschröpft! «	DS
Hier angelangt, blieb die alte Frau stehen.	NN
Mit zitterndem Finger zeigte sie durch das Dunkel nach einem röthlichen Licht; das schimmerte aus dem Hause Vort Kartif's des Kringelbäckers.	NN
» Dort?... erkundigte sich der Doctor noch einmal.	DS
– Ja, erwiderte die Alte.	DS
– Harranah! « heulte der Hund Hurzof.	DS
Plötzlich kracht ein Donnerschlag aus dem bis in seine Grundfesten erschütterten Vanglor.	NN
Ein Bündel rauchiger Flammen züngelt, die Wolkendecke durchbrechend, bis zum Zenith empor.	NN
Der Doctor Trifulgas ist von dem Krachen zu Boden geworfenworden.	NN
Er flucht wie ein Rasender, steht mühsam auf und blickt umher.	RP
Die Alte ist nicht mehr hinter ihm.	NN
Ist sie in einer Oeffnung des Bodens versanken oder durch die in dichten Wolken sich durcheinanderwälzenden Dunstmassen entflohen?	DS
Der Hund befindet sich noch an der Stelle; er steht auf den Hinterpfoten mit offenem Maule– die Laterne ist erloschen.	NN
» Immer vorwärts, « brummt Doctor Trifulgas.	DS
Der ehrliche Mann hat seine hundertzwanzig Fretzers erhalten; er muß sie auch verdienen.	NN
VI.	NN
Auf die Entfernung einer halben Kertse nur ein leuchtender Punkt.	NN
Das ist die Lampe des Sterbenden– vielleicht des Todten.	NN
Ja, dort erhebt sich das Haus des Kringelbäckers; die Alte hat mit dem Finger danach hingewiesen; ein Irrthum ist nicht möglich.	NN
