text	stwr
» Ach, gnädiger Herr, « entgegnete der Maurer an Stelle des zur Verantwortung gezogenen Dieners, » was soll denn da drin sein?	DS
Die Alte wird doch wahrhaftig nicht ihre Kostbarkeiten in der Rumpelkammer aufheben! «	DS
Es erfolgte keine Antwort; statt dessen erschien eine Männergestalt in der Maueröffnung und sah herein.	RP
Unwillkürlich hob Lilli die gesenkten Lider.	NN
Da standen sie sich gegenüber, Auge in Auge, der fürchterliche Blaubart und die junge Dame, die plötzlich ihre ganze, bedeutende Dosis Trotz und Willensstärke nötig hatte, um in diesem wichtigen Augenblick nicht aus ihrer Heldenrolle zu fallen.	NN
Sie schalt sich innerlich » ein ganz erbärmliches Menschenkind «, weil sie nicht vermochte, den rebellischen Blutwellen zu gebieten, die unter jenem Blick ihr Gesicht überfluteten.	DS
Sie überredete sich, nur einen Moment flüchtig hinübergesehen zu haben, und wußte doch ganz genau, daß dort eine kräftig gebaute Gestalt von höchst eleganter Haltung stehe, daß ferner auf dieser Gestalt in der einfachen, braunen Joppe ein auffallend schöner, jugendlicher Männerkopf sitze mit Zügen, die allerdings dämonisch genug aussahen, um den ihm oktroyierten, nicht sehr schmeichelhaften Beinamen zu bestätigen.	IS
Er stand einen Augenblick wie angewurzelt vor Ueberraschung; dann aber bog er sich in das Zimmer und betrachtete die Verwüstung, die der Maurer angerichtet.	NN
Ohne das Auge wieder zu erheben, bemerkte Lilli doch, daß er leicht mit dem Fuße stampfte.	IS
» Wie ungeschickt! « murmelte er mit einem Blick nach denLeuten, welche verblüfft dastanden.	DS
» Ich hoffe, ich bin noch rechtzeitig gekommen, um ein größeres Unglück zu verhüten? « sagte er mit einer leichten Verbeugung zu Lilli.	DS
Keine Antwort.	NN
Er wandte sich ab und schleuderte die brennende Zigarre, die er zwischen den Fingern hielt, hinüber auf den Rasenplatz.	NN
Die Leute entfernten sich stillschweigend.	NN
Lilli hoffte, er werde dasselbe thun, denn sie wollte um keinen Preis zuerst das Feld räumen, das hätte wohl am Ende gar ausgesehen wie Flucht, und doch mußte sie sich innerlich eingestehen, daß sie am liebsten so schnell wie möglich auf und davon gelaufen wäre.	IS
Aber da stand er schon wieder vor der Mauerlücke.	NN
Er hatte die Arme über die Brust verschränkt und lehnte sich mit einer Ruhe und Zuversicht an einen der bloßgelegten Balken, als stehe er hier auf dem Boden freundschaftlichen Verkehrs und nicht an der Schwelle eines feindlichenGebietes.	NN
Lilli fühlte, wie sein Auge unverwandt auf ihr ruhte, sie hätte verzweifeln mögen vor Ungeduld und Verlegenheit, aber nun galt es doppelt, mit sicherer Haltung aus dieser schwierigen Lage hervorzugehen.	NN
Sie würdigte ihn keines Blickes und legte eine große Puppe in den Kasten, deren lange, blonde Locken unter einem Kindermützchen hervorquollen.	NN
» Ein reizendes Geschöpfchen! « unterbrach er plötzlich das peinliche Schweigen.	DS
» Es würde mich sehr interessieren, zu wissen, ob es auch schreien kann. «	DS
Welche Ironie lag in dieser Stimme!	FI
Er hatte die Absicht, sie zu beleidigen, er behandelte sie wie ein Kind!	FI
Tief empört warf sie ihm einen zornsprühenden Blick zu.	NN
Ah, gut! « rief er, indem er lächelnd diesen Blick auffing.	DS
» Ich wollte einfach wissen, ob Sie des Deutschen mächtig sind.	DS
Es bleibt mir in diesem Augenblick kein Zweifel, und so darf ich wohl hoffen, daß Sie mir wenigstens eine Frage beantworten:	DS
Wollen Sie mir verzeihen, daß Sie durch mein Verschulden erschreckt und gestört worden sind? «	DS
