text	stwr
Das Arabertum wehrte sich verzweifelt gegen die fremden Bedrücker, aber es unterlag.	NN
Die energische Unterdrückung des arabischen Aufstands durch Wißmann hatte seine Kraft lahmgelegt, wohl oder übel mußte es die Vereinbarungen der Mächte dulden.	RP
Said Bargasch starb 1888, mit ihm schied der letzte thatkräftige Fürst aus dem Hause der Saids.	NN
Seine Nachfolger waren jüngere Brüder und entnervte Söhne eines altersschwachen Vaters.	NN
Sie wurden zu Marionetten und sahen es ruhig mit an, wie ihre Souveränität auf fremde Mächte überging.	NN
Said Kalif und Said Ali „ regierten ", der eine von 1888 bis 1890, der andre von 1890 bis 1893.	NN
Zum Nachfolger Said Alis setzten entgegen den arabischen Staatsgrundsätzen, nach denen der jetzige Prätendent Said Khalid Bargasch, der Neffe Alis und der Sohn Said Bargaschs erbfolgeberechtigt war, die Engländer eine willfährige Puppe, den verstorbnen Said	NN
Hamed auf den Thron.	NN
Die Geschichte des Sultanats der letzten Jahre von Sansibar ist bekannt.	RP
Nach dem Araberaufstande schloß Deutschland mit England den Vertrag vom 1. Juli 1890 ab.	RP
Deutschland, oder vielmehr die deutsch-ostafrikanische Gesellschaft, kaufte dem Sultan für vier Millionen seine Hoheitsrechte auf das Gebiet des jetzigen Deutsch-Ostafrika ab, überließ seine nördlichen Besitzungen in Witu an England und verzichtete zugleich auf die Erhaltung der Selbständigkeit des Sultans England gegenüber.	NN
( Diese Selbständigkeit war 1862 von England und Frankreich und noch im November 1888 von Deutschland anerkannt worden.)	RP
Deutschland erhielt dafür Helgoland.	NN
So wurde England der thatsächliche Besitzer von Sansibar.	NN
Die Stadt wurde, um ihre Stellung als Zentrale des Handels zu erhalten, 1892 zum Freihafen erklärt.	RP
Im Namen des Sultans leitet ein englischer Generalkonsul alle Staatsgeschäfte, befehligt die Truppen und die Polizei.	RP
Der Sultan selbst muß vor seiner Proklamirung England den Lehnseid leisten, er erhält dafür eine Zivilliste von drei Lak Rupien, etwa 460 bis 465 000 Mark jährlich, und eine Leibwache von drei Kompagnien, die ihm alltäglich das Vergnügen der Wachparade macht.	RP
Sein Premierminister ist der Engländer Matthews, der mit der Geschichte von Sansibar der letzten Jahre aufs engste verquickt ist.	NN
Sic transit gloria mundi!	NN
England kann mit den jetzigen Verhältnissen ganz zufrieden sein, es liegt auch keine Notwendigkeit vor, sie zu ändern, die englische Flagge auf dem Sultanspalast zu hissen und die Reste des ehemaligen Sultanats Sansibar zur Kronkolonie zu machen.	NN
Die jetzige Form der Regierung ist zwar bei den Adelsgeschlechtern unbeliebt, da diese keinen politischen Einfluß mehr haben, aber der großen Masse des Volkes genügt es, daß ein mohammedanischer Sultan herrscht.	NN
Wenn jedoch England einen Wechsel herbeizuführen versuchen sollte, was sehr unwahrscheinlich ist, so hätte es nicht nur auf Schwierigkeiten mit den Mächten zu rechnen, die einen derartigen Machtzuwuchs des britischen Reiches nicht ohne weiteres dulden würden, sondern es würde wohl auch den unter der Asche glimmenden Funken zu mächtiger Lohe anfachen.	RP
Es wäre auch für England nicht ungefährlich, wenn sich der arabische Fanatismus regen sollte; die Vorgänge von 1861 waren eine heilsame Lehre!	NN
Der Verkehr, den Sansibar mit dem arabischen Mutterlande unterhält, ist sehr rege.	NN
30 bis 40000 Araber von Oman pflegen alljährlich zur Zeit der Monsume nach Sansibar zukommen, und diese Leute sind von kriegerischer, beutelustiger Natur.	NN
