text	stwr
Hier sah er jetzt nachdenklich auf die Stelle, wo vor einer halben Stunde noch die Rapssäcke gestandenhatten, und in seinem Auge lag etwas, als wünsch er, sie stünden noch am selben Fleck oder es wären neue statt ihrer aus dem Boden gewachsen.	IS
Er zählte dann die Fässerreihe, rief, im Vorübergehen, einen kurzen Befehl in den Laden hinein und trat gleich danach in seine gegenübergelegeneWohnstube.	RP
Diese machte neben ihrem wohnlichen zugleich einen eigentümlichen Eindruck, und zwar, weil alles in ihr um vieles besser und eleganter war, als sich 's für einen Krämer und Dorfmaterialisten schickte.	NN
Die zwei kleinen Sofas waren mit einem hellblauen Atlasstoff bezogen, und an dem Spiegelpfeiler stand ein schmaler Trumeau, weißlackiert und mit Goldleiste.	NN
Ja, das in einem Mahagonirahmen über dem kleinen Klavier hängende Bild( allem Anscheine nach ein Stich nach Claude Lorrain) war ein Sonnenuntergang mit Tempeltrümmern und antiker Staffage, so daß man sich füglich fragen durfte, wie das alles hierher komme.	freeIndirect;indirect
Passend war eigentlich nur ein Stehpult mit einem Gitteraufsatz und einem Kuckloch darüber, mit Hilfe dessen man, über den Flur weg, auf das große Schiebefenster sehen konnte.	NN
Hradscheck legte die Birne vor sich hin und blätterte das Kontobuch durch, das aufgeschlagen auf dem Pulte lag.	NN
Um ihn her war alles still, und nur aus der halb offenstehenden Hinterstube vernahm er den Schlag einer Schwarzwälder Uhr.	NN
Es war fast, als ob das Ticktack ihn störe, wenigstens ging er auf die Tür zu, anscheinend, um sie zu schließen; als er indes hineinsah, nahm er überrascht wahr, daß seine Frau in der Hinterstube saß, wie gewöhnlich schwarz, aber sorglich gekleidet, ganz wie jemand, der sich auf Figurmachen und Toilettendinge versteht.	IS
Sie flocht eifrig an einem Kranz, während ein zweiter, schon fertiger an einer Stuhllehne hing.	NN
» Du hier, Ursel!	DS
Und Kränze!	DS
Wer hat denn Geburtstag? «	DS
» Niemand.	DS
Es ist nicht Geburtstag.	DS
Es ist bloß Sterbetag, Sterbetag deiner Kinder.	DS
Aber du vergißt alles.	DS
Bloß dich nicht. «	DS
Ach, Ursel, laß doch.	DS
Ich habe meinen Kopf voll Wunder.	DS
Du mußt mir nicht Vorwürfe machen.	DS
Und dann die Kinder.	DS
Nun ja, sie sind tot, aber ich kann nicht trauern und klagen, daß sie 's sind.	DS
Umgekehrt, es ist ein Glück. «	DS
» Ich verstehe dich nicht. «	DS
» Und ist nur zu gut zu verstehn.	DS
Ich weiß nicht aus noch ein und habe Sorgen über Sorgen. «	DS
» Worüber?	DS
Weil du nichts Rechtes zu tun hast und nicht weißt, wie du den Tag hinbringen sollst.	DS
Hinbringen, sag ich, denn ich will dich nicht kränken und von Zeit totschlagen sprechen.	DS
Aber sage selbst, wenn drüben die Weinstube voll ist, dann fehlt dir nichts.	DS
Ach, das verdammte Spiel, das ewige Knöcheln und Tempeln.	DS
Und wenn du noch glücklich spieltest!	DS
Ja, Hradscheck, das muß ich dir sagen, wenn du spielen willst, so spiele wenigstens glücklich.	DS
Aber ein Wirt, der	DS
nicht	DS
glücklich spielt, muß davonbleiben, sonst spielt er sich von Haus und Hof.	DS
Und dazu das Trinken, immer der schwere Ungar, bis in die Nacht hinein. «	DS
Er antwortete nicht, und erst nach einer Weile nahm er den Kranz, der über der Stuhllehne hing, und sagte: » Hübsch.	reported;direct
Alles, was du machst, hat Schick.	DS
Ach, Ursel, ich wollte, du hättest bessere Tage. «	DS
Dabei trat er freundlich an sie heran und streichelte sie mit seiner weißen, fleischigen Hand.	NN
Sie ließ ihn auch gewähren, und als sie, wie beschwichtigt durch seine Liebkosungen, von ihrer Arbeit aufsah, sah man, daß es ihrerzeit eine sehr schöne Frau gewesen sein mußte, ja, sie war es beinah noch.	NN
