text	stwr
Indes beschränkt sich ihr Wirkungskreis naturgemäß auf das rein Ideelle.	NN
So bleibt also, wie man die Sachlage auch ansehen mag, der Erdkunde in ihrer Rolle als Vermittlerin zwischen Natur- und Kulturerkenntnis eine wichtige Teilaufgabe unsrer höheren Schule zu erfüllen übrig.	NN
Bevor die Schulerdkunde imstande sein wird, selbst nur den bescheidensten Erwartungen nach dieser Richtung gerecht zu werden, sind mancherlei Hemmnisse zu überwinden.	NN
Ist die Erdkunde eine ganz besonders „ komplexe " Wissenschaft, so folgt daraus für einen gedeihlichen Schulunterricht, daß zu einer vollen Auswirkung ihrer Bildungsmöglichkeiten der Schüler ein nicht zu gering bemessenes Wissen aus den wichtigeren Hilfswissenschaften bereits sein eigen nennen muß, wenn anders der Erdkundenunterricht auf ihnen wirklich aufbauen soll.	NN
Praktisch gesprochen ist also, — selbst abgesehen von der nötigen geistigen Reife, — erst die Oberstufe der geeignete Platz, um den geographischen Unterricht zum befriedigenden Abschluß zu bringen.	RP
Heute sind wir von der Verwirklichung dieser auf zwingenden Gründen beruhenden Erkenntnis noch ziemlich weit entfernt.	NN
Zwar schreiben die amtlichen Lehrpläne „ länderkundliche Wiederholungen im Anschluß an den Geschichtsunterricht " auf der Oberstufe vor; zwar werden den Oberklassen der Oberrealschulen für eine(!) erdkundliche Wochenstunde verhältnismäßig umfangreiche Lehraufgaben gestellt, so u. a. „ die Grundzüge der allgemeinen Erdkunde, gelegentlich auch einiges aus der Völkerkunde. "	NN
Aber man kann sich bei näherer Prüfung dem Eindruck nicht entziehen, daß dieser Unterricht allein schon wegen seines allzu bescheidenen äußeren Umfanges, gleichsam in der Luft schwebt — dies um so mehr, wenn er von Tertia( oder doch Untersekunda) an auf einem großen Teil der höheren Lehranstalten nur mit einer Wochenstunde betrieben wird.	IS
Fast noch schwerwiegender will ein anderer Umstand erscheinen.	NN
Wie aus Statistiken der letzten 15 Jahre unzweideutig hervorgeht, ist der Anteil der nicht fachmännisch vorgebildeten Lehrer der Erdkunde an der Gesamtzahl der Lehrer dieses Faches ein unerwartet hoher, obwohl geprüfte Fachlehrer der Erdkunde im allgemeinen weit mehr als unbedingt nötig vorhanden sind.	NN
Nach zuverlässigen Angaben aus dem Schuljahr 1907/08, — neuere Zahlen liegen mir nicht vor — die sich auf verschiedene deutsche Landesteile( Berlin, Königreich Sachsen, Elsaß-Lothringen) beziehen, wurde unser Fach zu etwa 40—50 Prozent und darüber von Nicht-Geographen unterrichtet.	NN
Leider ist es immer noch, im Widerspruch zu den ausdrücklichen amtlichen Bestimmungen, vielerorten „ Brauch ", erdkundliche Lehrstunden womöglich ohne Rücksicht darauf, ob der betreffende Nichtfachmann sich einarbeiten kann oder will, als „ Füllstunden " zwecks Erreichung der erforderlichen Stundenzahl unter die Mitglieder eines Lehrerkollegiums zu verteilen !!	NN
Ich will auf die naheliegenden Folgen für den wissenschaftlichen Ernst der Schularbeit und ihr Ansehen in der Öffentlichkeit nicht eingehen.	NN
Das Gesagte dürfte auch dem Fernerstehenden verständlich machen, weswegen der bisherige erdkundliche Schulunterricht die auf ihn gestellten Erwartungen in der Regel überhaupt nicht erfüllen konnte.	RP
Damit ist meines Erachtens zugleich der	RP
Weg angedeutet, den eine künftige Schulreform wird gehen müssen, will sie nicht gegenüber einer dringenden pädagogischen Forderung der Gegenwart als rückständig erfunden werden.	RP
—	NN
Vergessen wir nicht den weiteren Zusammenhang, in dem wiederum die Schulreform als Ganzes mit der Reform des Universitätsunterrichts steht!	RP
Gern und dankbar sei der Verdienste der akademischen Vertreter der Geographie um die Schulerdkunde gedacht.	RP
Ich nenne nur bekanntere Namen, wie Ratzel, Kirchhoff, H.Wagner.	RP
