text	stwr
Da stand Heinrich auf und sagte: » Bitte, Mama, nur nichts Medicinisches. «	DS
Und am Tage darauf redeten wir von Mädchen-Erziehung.	RP
Da stand er auch auf und sagte:	NN
» Nur nichts über Erziehung, dann noch lieber Medicinisches. «	DS
Ich weiß nicht mehr, was ich reden soll, und werde still und einsilbig; nur so das Allereinfachste sage ich, über das Wetter, über das blühende Aussehen der Kinder, und ich sage das nur so mechanisch, damit man mich nicht für mürrisch und unzufrieden halten soll.	reported;indirect
Ich ertappe mich zuweilen, daß ich laut mit mir selber spreche.	RP
Thun das vielleicht alte Leute so häufig, weil Andere sie nicht hören mögen?	FI
Ein ander Mal, als bei Grete Gesellschaft war, hatte ich mir ganz feine, neue Handschuhe angezogen, um ihr Ehre zu machen.	NN
» Thu mir den Gefallen, Mamachen, « sagte Heinrich, » und ziehe die Handschuhe aus, man sieht dann gleich, daß Du zur Familie gehörst. «	DS
Einen Augenblick fuhr es mir durch den Sinn: hat er den Hintergedanken, daß ich in meiner dürftigen Erscheinung, als gebetener Gast, compromittirendbin?	DS
Für eine Mutter oder Schwiegermutter ist man nicht verantwortlich.	NN
Die muß man hinnehmen, wie Gott sie giebt.	NN
Ich bereute gleich diesen Gedanken.	RP
Er lobte seinen Gästen gegenüber laut meine Herzensgüte, wie ich acht Jahre so treu meinen Gatten gepflegt u. s.w.	reported;indirect
Das war mir entsetzlich peinlich und verletzte mich wirklich.	NN
Und wieder dachte ich:	NN
Lobt er Dich etwa, wie eine Art Entschuldigung für Deine sonstige Kümmerlichkeit.	DS
Ich sage es ja– Verfolgungswahn!	RP
Wenn ich von einem Spaziergang heimkomme und ein besonders feiner Besuch ist bei meinen Kindern, so gehe ich die Hintertreppe herauf, leise, damit mich Niemand hört.	NN
Es ist unbequem für sie, das alte Mämmchen dem Gast erst vorstellen zu müssen, und darnach weiß man nicht, was man mit ihr anfangen soll.	reported;indirect
Es bedrückt mich, daß ich so unbeholfen bin, so würdelos im grauen Haar.	IS
Die Paar Höflichkeitsphrasen, die ab und zu ein Besuchender an mich richtet, irritiren mich.	RP
Sie brauchen ja nicht mit mir zu reden.	RP
Sie sollen es nicht.	NN
So herzlich war mein Gretel beim Abschied und Heinrich so wohlwollend freundlich, wenn auch etwas zerstreut.	NN
Die Kinder bliesen eine Fanfare– allerliebster Einfall– oder– Humor, altes	NN
Mämmchen	NN
!	NN
Humor!	NN
Magdalene macht soviel Umstände mit mir.	NN
Sie hat sich um meinetwillen ihres Teppichs beraubt.	NN
Neulich klagte sie über kalte Füße.	RP
» Wozu hast Du denn Deinen Teppich? « fragteEugen.	DS
Sie gab ihm einen Wink.	NN
Und dann merkte ich, daß sie Mittags nicht wie sonst ihr Glas Wein trank.	IS
Sie spart es sich am Munde ab, um es mir zu geben.	NN
Es entfuhr ihr neulich, so unwillkürlich.	RP
Magdalene ist, wie ich war.	NN
Ich sehe mich bei ihr wie in einem Spiegel.	NN
Sie nimmt auch oft von einer Speise nichts, damit ihr Mann recht viel davon haben soll.	NN
Nur verfährt sie bei Allem praktischer.	NN
Sie weiß es so einzurichten, daß ihr Mann dahinter kommt, wenn sie ihm ein Opfer bringt.	NN
Ich war immer in Angst, er könne es merken.	RP
Und Alles thut sie rascher, munterer und bewußter, als ich es that.	NN
Und ihr Mann– den liebt sie ganz anders, als ich Eduard liebte, ganz anders.	NN
