text	stwr
War es Mannesart, plötzlich abzuspringen vom Wege zum Ziel, gewalttätig etwas zu begehren, an sich zu reißen, was ihm zuvor weltfern gelegen hatte?	FI
Mannesart, andere zu vernichten, zu zerstören, nur um für sich selber aufzubauen?	FI
War es Schicksal, Bestimmung– ein gütiges Schicksal vielleicht– das sie davor bewahrte, den geliebten Mann unbefriedigt, unglücklich an der Seite der alternden Frau zu sehen, das ihr vergönnte, durch die eigene Tochter das Glück mit vollen Händen über ihn zu streuen, das ihren wartenden Händen müde entfallen war?	FI
Leise, dann vernehmlicher klopft es an ihre Tür.	NN
Frenjen tritt ein.	NN
Ist es nur das Mondlicht, das ihn so geisterhaft bleich macht?	FI
» Ich sah dich fortgehen, Charlotte.	DS
Du bist müde.	DS
Du solltest dich schlafen legen.	DS
Oder wollen wir noch ein wenig plaudern? «	DS
» Wie du willst. «	DS
Sie sagt es freundlich, aber sichtlich gequält.	RP
Er beugt sich ein wenig zu ihr nieder.	NN
Er will etwas sagen, unterbricht sich aber beim ersten Anlauf.	RP
Ein leiser Schauer fliegt über ihren Leib.	NN
Soll sie auch dies Schwerste von ihm fort auf ihre Schultern nehmen, ihm sagen: » Quäle dich nicht– ich weiß– du hast dich getäuscht– du liebst nicht mich, du liebst die Jugend– ich gebe dich frei. «	FI
Nein, das konnte sie nicht– heute noch nicht.	FI
Wieder setzt er zum Sprechenan, jetzt unruhig und erregt durch den kleinen Salon hin und her laufend, wie er es in schweren Zeiten in ihrem Boudoir in Berlin oft genug getan hat.	RP
Diesmal findet er Worte, schwer und gepreßt.	RP
» Wir haben viel zu besprechen– über unsere Zukunft– ich konnte dir nicht alles schreiben– zum Beispiel, daß– ich– ich möchte nicht nach Berlin.	DS
Ich möchte in Jena bleiben– wenn es dir dort nicht zu klein und eng ist– «	DS
Er wartet auf ihre Antwort.	RP
Nach einer Weile sagt sie müde:	NN
» O, das hat ja Zeit. «	DS
Erleichtert trat er wieder näher auf sie zu.	NN
Ja, das gerade dachte ich auch, Charlotte– und– wenn es dich nicht verletzt– ich hätte eine Bitte– «	DS
Er wartet, daß sie etwas sagen soll, aber diesmal bleibt sie stumm.	RP
» Ich fühle mich nicht ganz wohl– oder richtiger– es geht mir vieles durch den Kopf– Berufliches– das ich erst los werden möchte, ehe wir den Tag unserer Hochzeit– du siehst ja selbst, ich bin zerstreut– würdest du mir zürnen, wenn ich morgen zunächst auf ein paar Tage in die Berge ginge– die Berge haben eine wunderbare, beruhigende Macht über mich– heute ist Donnerstag, am Montag bin ich wieder hier!	DS
Es verletzt dich nicht, Charlotte? «	DS
Sie schüttelt leicht den Kopf.	NN
Sprechen kann sie nicht.	RP
Sie fürchtet sich vor den Tränen in ihrer Stimme.	NN
» Ich danke dir, Charlotte. «	DS
Er beugt sich über ihre Hand und küßt sie.	NN
» Gute Nacht und auf Wiedersehen am Montag.	DS
Ich möchte morgen um fünf Uhr fort.	DS
Die Dunkelheit macht mir nichts. «	DS
Charlotte nimmt ihre letzte Kraft zusammen.	NN
» Weiß– Lena, daß du fort willst? «	DS
Er sieht sie einen Augenblick mit erschreckter Verwunderung an.	NN
Dann spricht er ein ruhiges, ehrliches Nein.	RP
» Möchtest du mir nicht deine Adresse zurücklassen– für alle Fälle– die Luft hier sagt mir nicht sonderlich zu– wenn ich den Aufenthalt wechselte– «	DS
