text	stwr
Darin liegt der dauernde Wert einer richtigen Charakteristik, denn die äußern Verhältnisse ändern sich, nicht aber der Charakter der Menschen.	NN
Auf solche Weise vermittelt die Dichtung Menschenkenntnis und trägt zur Bildung bei.	NN
Wenn die geheimsten Beweggründe enthüllt werden, so vermag jedermann im wirklichen Leben ähnliche Charaktere an ihren Äußerungen zu erkennen.	NN
Von Bismarck wird uns ein Ausspruch überliefert, wonach er den für den klügsten hielt, der die Erfahrungen andrer für sich benutzt.	IS
Man kann hier einwenden, daß viele Stoffe nicht schön seien und deshalb dichterisch nicht bearbeitet werden dürfen.	IS
Dem istentgegenzuhalten, daß kein Stoff an sich schön ist, sondern es erst durch künstlerische Gestaltung wird.	IS
Man trifft naive Leute, die eine Dichtung für schön halten, wenn alle darin auftretenden Personen einen „ guten " Charakter haben und der Ausgang glücklich ist.	NN
Andre machen schon ein Zugeständnis und lassen auch ein „ schlechtes " Ende zu, wenn nur die „ Schlechtigkeit " den Lohn ihrer Taten enthält.	NN
In diesem Rahmen ungefähr bewegen sich die Konflikte und ihre Lösung in unsrer Unterhaltungsliteratur.	NN
Noch andre Ästhetiker erklären, als unschön seien die Stoffe zu verwerfen, die einem niedrigen Milieu entnommen sind oder Dinge behandeln, die man mit dem Mantel der Liebe zudecken möchte, da die Berührung mit ihnen auch in der Dichtung unangenehm und peinlich sei.	IS
Unsre nachklassische Zeit war der Meinung, die politischen, wirtschaftlichen und sittlichen Zustände hätten mit der Literatur nichts zu schaffen.	IS
Gustav Freytag schrieb in seiner „ Technik des Dramas "( Leipzig 1894, S. 59), es sei eine Entwürdigung der Kunst, wenn ein Dichter gesellschaftliche Verbildungen des wirklichen Lebens,	IS
Gewaltherrschaft der Reichen, die gequälte Lage Gedrückter, die Stellung der Armen, die von der Gesellschaft fast nur Leiden empfangen, streitlustig und tendenzvoll zur Handlung eines Dramas verwerten wolle.	IS
Die Sorge um die Besserung der armen und gedrückten Klassen solle ein wichtiger Teil unsrer Arbeit im wirklichen Leben sein, die Muse der Kunst sei keine barmherzige Schwester.	indirect freeIndirect
Unsre größten Dichter haben jedoch diese von Gustav Freytag verworfnen Stoffe zum Gegenstand unsterblicher Werke gemacht.	NN
Schiller hat in „ Kabale und Liebe " und im „ Wilhelm Tell " die Unterdrückung des niedern Volkes durch Fürstenmacht gezeichnet — ein zu seiner Zeit ganz modernes politisches Problem.	RP
Auch die Alten haben die Dichtung benutzt, die Verbildungen ihrer Zeit ans Licht zu ziehen; die Werke ihrer Dichter sind die wertvollste Fundgrube für die Kultur- und Sittengeschichte der Griechen und Römer.	RP
Wir beschränken uns darauf, Namen wie Aristophanes, Juvenal und Martial zu nennen.	RP
Praktische Vorschläge zur Beseitigung sozialer und sittlicher Mißstände kann die Dichtung natürlich nicht machen — das ist die Aufgabe der Sozialpolitik —, aber die Darstellung der daraus entstehenden Konflikte darf man der schönen Literatur nicht vorenthalten, wenn man ihr einen höhern als einen Unterhaltungswert beimißt.	NN
Erst die Dichtung verbreitet, wenn sie sich mit solchen Stoffen befaßt, eine allgemeine Kenntnis dieser Verbildungen.	NN
Die dargestellten Konflikte erregen das Gefühl, indem man Mitleid, Verachtung, Haßempfindet, der Verstand beschäftigt sich lebhaft mit ihnen und sinnt auf Mittel, die Mißstände zu beseitigen.	RP
Haben wir jene gefunden, so ist unser Wille bestrebt, diese unschädlich zu machen.	NN
Mit Rücksicht auf diese Wirkungen haben unsre Regierungen das Theater, das von allen Kunsteinrichtungen den stärksten Einfluß ausübt, unter die Aufsicht der Zensur gestellt, denn sie verdichten sich manchmal zu Taten, und es ist schon vorgekommen, daß begeisterte Zuschauer oder Zuhörer die Pferde der Künstler ausgespannt und ihren Wagen selbst gezogen haben.	NN
