text	stwr
Darauf nahm sie ihm, soviel er auch abwehrte, das eine Ruder aus der Hand und setzte sich ihm gegenüber, doch ohne ihn anzusehn, fest auf das Ruder blickend, das vom Blut gerötet war, und mit kräftigen Stößen die Barke forttreibend.	NN
Sie waren beide blaß und still.	NN
Als sie näher ans Land kamen, begegneten ihnen Fischer, die ihre Netze auf die Nacht auswerfen wollten.	NN
Sie riefen Antonino an und neckten Laurella.	RP
Keins sah auf oder erwiderte ein Wort.	RP
Die Sonne stand noch ziemlich hoch über Procida, als sie die Marine erreichten.	NN
Laurella schüttelte ihr Röckchen, das fast völlig überm Meer getrocknet war, und sprang ans Land.	NN
Die alte spinnende Frau, die sie schon am Morgen hatte abfahren sehn, stand wieder auf dem Dach.	NN
Was hast du an der Hand, Tonino?	DS
rief sie hinunter.	NN
Jesus Christus, die Barke schwimmt ja in Blut!	DS
's ist nichts, Commare, erwiderte der Bursch.	DS
Ich riß mich an einem Nagel, der zu weit vorsah.	DS
Morgen ist's vorbei.	DS
Das verwünschte Blut ist nur gleich bei der Hand, daß es gefährlicher aussieht, als es ist.	DS
Ich will kommen und dir Kräuter auflegen, Comparello.	DS
Wart, ich komme schon.	DS
Bemüht Euch nicht, Commare.	DS
Ist schon alles geschehn, und morgen wird 's vorbei sein und vergessen.	DS
Ich habe eine gesunde Haut, die gleich wieder über jede Wunde zuwächst.	DS
Addio!	DS
sagte Laurella und wandte sich nach dem Pfad, der hinaufführt.	NN
Gute Nacht!	DS
rief ihr der Bursch nach, ohne sie anzusehn.	NN
Dann trug er das Gerät aus dem Schiff und die Körbe dazu und stieg die kleine Steintreppe zu seiner Hütte hinauf.	NN
Es war keiner außer ihm in den zwei Kammern, durch die er nun hin und her ging.	NN
Zu den offnen Fensterchen, die nur mit hölzernen Läden verschlossen werden, strich die Luft etwas erfrischender herein, als über das ruhige Meer, und in der Einsamkeit war ihm wohl.	NN
Er stand auch lange vor dem kleinen Bilde der Mutter Gottes und sah die aus Silberpapier daraufgeklebte Sternenglorie andächtig an.	NN
Doch zu beten fiel ihm nicht ein.	RP
Um was hätte er bitten sollen, da er nichts mehr hoffte?	FI
Und der Tag schien heute stillzustehn.	NN
Er sehnte sich nach der Dunkelheit, denn er war müde, und der Blutverlust hatte ihn auch mehr angegriffen, als er sich gestand.	RP
Er fühlte heftige Schmerzen an der Hand, setzte sich auf einem Schemel und löste den Verband.	NN
Das zurückgedrängte Blut schoß wieder hervor, und die Hand war stark um die Wundeangeschwollen.	NN
Er wusch sie sorgfältig und kühlte sie lange.	NN
Als er sie wieder vorzog, unterschied er deutlich die Spur von Laurellas Zähnen.	NN
Sie hatte recht, sagte er.	DS
Eine Bestie war ich und verdien' es nicht besser.	DS
Ich will ihr morgen ihr Tuch durch den Giuseppe zurückschicken.	DS
Denn mich soll sie nicht wiedersehn.	DS
– Und nun wusch er das Tuch sorgfältig und breitete es in der Sonne aus, nachdem er sich die Hand wieder verbunden hatte, so gut er 's mit der Linken und den Zähnen konnte.	NN
Dann warf er sich auf sein Bett und schloß die Augen.	NN
Der helle Mond weckte ihn aus einem halben Schlaf, zugleich der Schmerz in der Hand.	NN
