text	stwr
In der Berliner Marinecommission scheint dies leider anders zu sein.	NN
In der vorliegenden Angelegenheit sehen wir mehre Mitglieder der Commission Vorlagen des Ministeriums wesentlich auch von technischen Gesichtspunkten bekämpfen und unzweifelhaft sind die definitiven Beschlüsse der Commission namentlich den entschiedenen und zuversichtlichen technischen Behauptungen des Referenten, Hrn. Harkort zuzuschreiben.	RP
Denn derselbe weiß in Marinesachen vollkommen Bescheid, er kennt alles, nie wird bei ihm ein Zweifel laut; nach der Natur jedes Halbwissers gibt es für ihn nur abgemachte Sachen.	RP
Und doch, so weit wir Hrn. Harkort nach den vorliegenden Zeitungsberichten und einer kleinen, im vorigen Jahre erschienenen Schrift zu beurtheilen vermögen, weiß er über Marine im Wesentlichen nicht mehr, als jeder, der etwa eine kleine Seereise gemacht und einige Mal seinen Fuß auf ein Kriegsschiff gesetzt hat.	RP
Sehen wir uns einige der von ihm vorgebrachten technischen Gründe an.	RP
Herr Harkort verwirft die Kanonenboote als Mittel der Küstenvertheidigung und erklärt, daß Strandbatterien dafür am besten seien.	reported;indirect
Im Gegentheil ist z. B. in England die Ansicht allgemein, daß die Küstenvertheidigung nur durch ein combinirtes System von permanenten und beweglichen Vertheidigungsmitteln hergerichtet werden kann, ja in neuester Zeit werden die festen Vertheidigungsmittel entschieden zurückgedrängt.	IS
Von derselben Ansicht ist die technische Bundescommission und sind bisher noch alle Regierungen ausgegangen.	RP
Sollte Herrn Harkort das Fahrwasser der Rügenschen Gewässer vielleicht bekannt sein, so würde es interessant sein zu erfahren, wie er ohne Schiffe die südöstlichen Küsten Rügens und die gegenüberliegende pommersche Küste vertheidigen würde.	IS
Herr Harkort findet es ferner unmöglich, daß Preußen bei 16.000 Matrosen der Handelsmarine seine Flotte mit 8000 Mann bemanne.	IS
Daß die englische Kriegsflotte nicht die Hälfte, sondern etwa ebenso viel Mannschaft erfordert, als die Handelsmarine überhaupt Matrosen besitzt, daß ein ähnliches Verhältniß in den meisten Ländern Statt findet, ist ihm, wie es scheint,	IS
ebenso unbekannt, als daß der preußischen Kriegsmarine, mit Einschluß der Handelsmarine, nicht 16.000, sondern 23.000 Mann zur Disposition stehen*).	IS
Hr.	RP
Harkort befrachtet ferner den Umstand, daß die von der preußischen Regierung in England gekauften Schiffe vor ihrem Auslaufen einer Reparatur unterzogen werden sollen, als ein schlechtes Zeugniß für diese Schiffe und scheint nicht zu wissen, daß schwerlich irgend ein Schiff, welches eine längere Zeit außer Thätigkeit gewesen ist, ohne Reparatur in Dienst gestellt werden kann.	reported;indirect
Dagegen empfiehlt er als Uebungsschiffe für die preußische Marine ein ehemaliges Postschiff und zwei Dampfaviso's, ja sogar größere Kanonenboote.	RP
Selbst so kleine Nationen wie die dänische haben als Cadertenschiffe Fregatten, weil die Eigenthümlichkeiten des höheren Marinedienstes sich nur auf Schiffen mit gedeckter Batterie lernen lassen und weil eine Trennung der Cadetten und Matrosen wünschenswerth ist.	NN
Für die Ausübung der Schiffsjungen genügen kleinere Fahrzeuge, aber es müssen immer Schiffe mit der Takelage eines Kriegsschiffes, es können aber nicht Räderdampfschiffe, wie einige der genannten Schiffe sind, dazu gebraucht werden.	NN
Für Hrn. Harkort ist das gleichgültig.	NN
Auch die übrigen Techniker der Marinecommission erklären das sehr motivirte Verlangen der Regierung, daß ihr 200,000 Thlr.	RP
für Uebungsschiffe bewilligt werden, für durchausunbegründet, die vorhandenen Schiffe seien ausreichend.	reported;indirect freeIndirect
Nie würde selbst das englische Parlament sich darauf einlassen, eine solche thatsächliche Frage zu entscheiden.	NN
