text	stwr
Der Wagen fuhr immer weiter.	NN
Franz lief ihm nach.	NN
Jetzt sah er, daß der Kutscher schlief.	NN
Durch heftiges Anschreien weckte ihn Franz auf.	RP
» Wir fahren noch ein kleines Stück weiter– die gerade Straße– verstehen Sie mich? «	DS
» Is' schon gut, gnä' Herr... «	DS
Emma stieg ein; nach ihr Franz.	NN
Der Kutscher hieb mit der Peitsche drein; wie rasend flogen die Pferde über die aufgeweichte Straße hin.	NN
Aber die beiden im Wagen hielten einander fest umarmt, während der Wagen sie hin- und herwarf.	NN
» Ist das nicht auch ganz schön «, flüsterte Emma ganz nahe an seinem Munde.	DS
In diesem Augenblick war ihr, als flöge der Wagen plötzlich in die Höhe– sie fühlte sich fortgeschleudert, wollte sich an etwas klammern, griff ins Leere; es schienihr, als drehe sie sich mit rasender Geschwindigkeit im Kreise herum, so daß sie die Augen schließen mußte– und plötzlich fühlte sie sich auf dem Boden liegen, und eine ungeheure schwere Stille brach herein, als wenn sie fern von aller Welt und völlig einsam wäre.	NN
Dann hörte sie verschiedenes durcheinander: Geräusch von Pferdehufen, die ganz in ihrer Nähe auf dem Boden schlugen, ein leises Wimmern; aber sehen konnte sie nichts.	NN
Jetzt faßte sie eine tolle Angst; sie schrie; ihre Angst ward noch größer, denn sie hörte ihr Schreien nicht.	NN
Sie wußte plötzlich ganz genau, was geschehen war: der Wagen war an irgend etwas gestoßen, wohl an einen der Meilensteine, hatte umgeworfen, und sie waren herausgestürzt.	IS
Wo ist	DS
er?	DS
war ihr nächster Gedanke.	NN
Sie rief seinen Namen.	RP
Und sie hörte sich rufen, ganz leise zwar, aber sie hörte sich.	NN
Es kam keine Antwort.	NN
Sie versuchte, sich zu erheben.	NN
Es gelang ihr soweit, daß sie auf den Boden zu sitzen kam, und als sie mit den Händen ausgriff, fühlte sie einen menschlichen Körper neben sich.	NN
Und nun konnte sie auch die Dunkelheit mit ihrem Auge durchdringen.	NN
Franz lag neben ihr, völlig regungslos.	NN
Sie berührte mit der ausgestreckten Hand sein Gesicht; sie fühlte etwas Feuchtes und Warmes darüber fließen.	NN
Ihr Atem stockte.	NN
Blut...?	FI
Was war da geschehen?	FI
Franz war verwundet und bewußtlos.	NN
Und der Kutscher– wo war er denn?	FI
Sie rief nach ihm.	RP
Keine Antwort.	NN
Noch immer saß sie auf dem Boden.	NN
Mir ist nichts geschehen, dachte sie, obwohl sie Schmerzen in allen Gliedern fühlte.	DS
Was tu' ich nur, was tu' ich nur... es ist doch nicht möglich, daß mir gar nichts geschehen ist.	DS
» Franz! « rief sie.	DS
Eine Stimme antwortete ganz in der Nähe: » Wo sind S' denn, gnä' Fräul'n, wo ist der gnä' Herr?	DS
Es ist doch nix g'schehn?	DS
Warten S', Fräulein,– i zünd' nur die Latern' an, daß wir was sehn; i weiß net, was die Krampen heut hab'n.	DS
Ich bin net Schuld, meiner Seel'... in ein' Schoderhaufen sein s' hinein, die verflixten Rösser. «	DS
Emma hatte sich, trotzdem ihr alle Glieder weh taten, vollkommenaufgerichtet, und daß dem Kutscher nichts geschehen war, machte sie ein wenig ruhiger.	NN
Sie hörte, wie der Mann die Laternenklappe öffnete und Streichhölzchen anrieb.	NN
Angstvoll wartete sie auf das Licht.	NN
Sie wagte es nicht, Franz noch einmal zu berühren, der vor ihr auf dem Boden lag; sie dachte:	NN
wenn man nichts sieht, scheint alles furchtbarer; er hat gewiß die Augen offen .... es wird nichts sein.	DS
