text	stwr
Aus dem Bericht ist zu ersehen, daß der Kardinal-Staatssekretär Antonelli dem österreichischen Botschafter gegenüber eine Transaktion als unmöglich bezeichnete, weil die weltliche Macht notwendig sei für die Ausübung der geistlichen.	IS
Er hoffe auf einen Krieg, der die weltliche Macht in ihrem ganzen Umfange wiederherstellen würde; und Antonelli beauftragte Bach, in Wien anzufragen, was Österreich tun könne, um die Ernennung des Papstes zum piemontesischen Bischof zu verhindern.	indirect freeIndirect;indirect
Das Wiener Kabinett erweckte in der Tat in Rom Hoffnungen auf ein gemeinsames Vorgehen der katholischen Staaten zu dem Zwecke, die weltliche Macht des Papstes zu restaurieren.	RP
Österreich stimmte überein mit Spanien, erhielt aber von Frankreich keinen schlüssigen Bescheid.	NN
Als nun Spanien mit seinen Versprechungen ernst machen wollte, hinderten die Gefahren in Ungarn und auf dem Balkan, sowie die durch Preußens Aspirationen gegebenen mißlichen Verhältnisse in Deutschland Österreich daran, energisch sich zu beteiligen.	RP
1862 sah sich das Warschauer polnische Zentralkomitee durch einen Ukas Wielopolskis über die militärische Aushebung veranlaßt, die Revolutionsminen spielen zu lassen.	NN
Wie verfrüht und unzweckmäßig das war, zeigte die Sympathie nationalgesinnter Italiener für die polnische Bewegung.	NN
In Italien kam es zu	NN
öffentlichen Kundgebungen für die Polen in großer Zahl, ja zu Werbungen von Hilfstruppen für die Polen.	NN
Die italienische Regierung aber mußte eigens einen Gesandten nach Petersburg schicken, um sich selbst von aller Schuld an jenen Kundgebungen reinzuwaschen und die eben erst wiederangeknüpften guten diplomatischen Beziehungen zu Rußland zu salvieren.	NN
Das gelang ihr nicht ganz, und Rußland quittierte die italienische Zweideutigkeit durch eine Annäherung an Rom.	NN
Es trat den französischen Begünstigungen für die Sache des Papstes bei und ließ offiziös aussprechen, daß Italien sich eine andere Hauptstadt als Rom suchen müßte.	IS
Ferner gab es dem Papste anheim, einen Nuntius in Petersburg zu bestellen.	IS
An diesem unverhofften Erfolge sollte der Papst indessen nur mäßige Freude haben, denn die russische Regierung traute ihm nicht und gestattete keinerlei freien Mitteilungsverkehr zwischen der katholischen Geistlichkeit und dem Nuntius.	NN
Ein direkter Verkehr mit dem hl.	NN
Stuhl blieb natürlich erst recht nach wie vor ausgeschlossen, „ um nicht mit jener freien Korrespondenz die hohen politischen Interessen zu kompromittieren".	DS
Zudem richtete die russische Regierung eine Kommission für Kulte und öffentlichen Unterricht in Polen ein, die im Widerspruch stand mit der Verfassung der römischen Kirche und den bisher gültigen Vereinbarungen.	NN
So sehen wir 1863 Polen in erneutem und verstärktem Aufruhr.	NN
Die Ereignisse nahmen bald eine verhängnisvolle Wendung.	NN
Rußland ging mit größter Strenge vor, desgleichen Preußen, das in der Provinz Posen den Kriegszustand erklärte.	RP
Beide Regierungen lehnten einen Interventionsversuch Österreichs, Frankreichs und Englands, die sogar eine internationale Konferenz für Polen vorschlugen, rundweg ab.	RP
Während diese Mächte sich mit der Ablehnung abfanden und Österreich sich sogar bereit fand, auf russisches Ersuchen hin die polnischen Patrioten in Galizien aufs Korn zu nehmen, hielt es der Papst für zeitgemäß, einen Brief an den Zaren zu richten.	RP
„ Erschüttert von dem Unheil, welches das polnische Volk heimsucht, und von dem religiösen Ruin, welcher ihm droht " und aus Liebe zum polnischen Volke glaubte der Papst den Zaren daran erinnern zu dürfen, daß die Hauptursache der häufigen Agitationen in Polen die religiöse Unterdrückung wäre, unter der seit Jahrzehnten „ jene ruhmreiche und edle Nation " seufze, deren Geschick eng verbunden mit dem Katholizismus.	indirect;direct
Hieran schloß der Papst die Bitte, daß zur „ Beruhigung der tief erregten Seelen " der Kirche ihre Autorität und den Gläubigen die Freiheit, ihre ererbte Religion zu bekennen, wiedergegeben würde.	IS
