text	stwr
So große Fehler er beging, so ungerecht ihn die Opposition der Alten gegen diese Opponenten machte, so oft er auch seinen Wienern Mittelgut als erste Qualität aufdisputiren wollte: im Laufe der Jahre gewöhnte das Publikum sich an die neuen Erscheinungen, gewann viele davon lieb, wurde auf einige stolz.	RP
Und das bewirkte nicht allein die Macht der Gewohnheit, die talentvollen Jüngeren hatten von den Alten soviel gelernt, sich allmählich dermaßen in den Stil der Bühne eingespielt, daß die scheel angesehenen Eindringlinge berufene Nachfolger der bewunderten Größen wurden.	NN
Die heutigen Stützen des Burgtheaters gehören fast ausnahmslos in diese Kategorie und sind jetzt so sehr eingewöhnt, daß sie ihre eigne Vergangenheit vergessen zu haben scheinen.	RP
Auf Laube folgte, wenn auch nichtunmittelbar, Dingelstedt, der Mann von kavaliermäßigen Neigungen und Manieren, dem das Theater so wenig wie irgend etwas andres Herzenssache war, der große Aktionen, wie die Aufführung der historischen Dramen Shakespeares, selbst leitete, die tägliche Arbeit jedoch gern auf andre Schultern abwälzte.	NN
Unter ihm und während des abermaligen Interregnums unter einem Intendanten, welcher unmittelbar vorher Finanzminister gewesen war, hatten wieder die als Regisseure fungirenden Schauspieler das Ruder so ziemlich in die Hände bekommen, was bald zu spüren war.	NN
In den meisten Schauspielern steckt wohl etwas vom Weber Zettel, die Neigung alles zu spielen und die Überzeugung alles spielen zu können, und es ist immer schon ein Gewinn, wenn wenigstens ihrer mehrere sich brüderlich in das teilen, was ihnen nicht zukommt.	RP
Da erlebte man denn die erstaunlichsten Experimente, Vor allen schien Sonnenthal, der ja im bürgerlichen Schauspiel und Lustspiel in Deutschland keinen Nebenbuhler zu fürchten hat, alle Einsicht in die Grenzen seiner Begabung verloren zu haben.	RP
Und nicht genug, daß er, dem die Natur nichts Heldenhaftes verliehen hat, glaubte, den Othello frei nach Salvini und den Tell	IS
frei nach Anschütz geben zu müssen, daß er garnicht die Komik, die contradictio in adjecto im „ Jüdischen Bauernhelden " empfand:	IS
er wurde auch — Dichter.	NN
Der Konlissenklatsch wußte nämlich bei Zeiten das hochwichtige Ereignis zu berichten, daß Sonnenthal ein dem Burgtheater eingereichtes Lustspiel	IS
überarbeitet habe; auf dem Zettel folgte dem Namen des Verfassers der Zusatz „ und ***, " und als nach der ersten Aufführung der herzlich unbedeutenden Neuigkeit die guten Freunde heftig applaudirten, erlaubte der Regisseur Sonnenthal dem geheimen „ Dichter " Sonnenthal, dem Publikum seinen Dank abzustatten.	reported;indirect;direct
Dieser Sieg der Eitelkeit über die Ordnung wurde denn doch vielen zu arg.	NN
Ein Mann, der berufen ist, die Gesetze des Instituts aufrecht zu erhalten, durchbrach mit sophistischer Motivirung eins der weisesten Gesetze derselben, nämlich das, welches den Darstellern untersagt, anders, als wenn ihre Rolle es erheischt, sich dem Publikum zu zeigen.	RP
Nur den gastirenden fremden Schauspielern und den Verfassern neuer Stücke ist jene Befriedigung gewährt, und auf den letztern Titel konnte sich der glückliche Schauspieler berufen; allein wer konnte sich darüber täuschen, daß nun unter seinen Kollegen ein Wettlauf um die Ehre ähnlicher geheimen Mitarbeiterschaft beginnen werde!	reported;indirect
Trug doch so mancher mit Gram oder Grimm das grausame Verbot, da die glücklichen Opernsänger die Freiheit genießen, nachdem sie sich gegenseitig umgebracht haben, Hand in Hand und süßlächelnd dem verehrten Publikum ihre Verbeugung zu machen; und hatte doch Dingelstedt die Hand geboten, andre lästige Bestimmungen zu umgehen, z. B. das Herkommen, daß außer den Ferien kein Urlaub zu Gastreisen bewilligt, vielmehr der ganze Körper beisammengehalten wurde!	NN
