text	stwr
Die Gründe für diese Haltung der deutschen Regierung sind seit zehn Jahren so oft in diesen Heften auseinandergesetzt worden, daß es sich wohl erübrigt, noch einmal darauf einzugehen.	RP
Selbst wenn es demnächst bei der endgültigen Grenzregulierung in Mittelafrika zu ernsteren Auseinandersetzungen zwischen Deutschland und Frankreich kommen sollte, so würde ein Landerwerb in Marokko kaum in Erwägung gezogen werden, und zwar aus	RP
dem sehr einfachen Grunde, weil man an verantwortlicher Stelle in Deutschland nicht beabsichtigt, das Vaterland mit einem kostspieligen Unternehmen zu belasten, das seine strategische Lage auf dem Weltkriegsschauplatz gegenwärtig nur verschlechtern könnte.	NN
Marokko interessiert uns lediglich wirtschaftlich, politisch mögen die Franzosen fortfahren, sich daran zu erfreuen; wir gönnen ihnen ebenso die neuen Volksgenossen wie die neuen Waffenbrüder, die erst in der abgelaufenen Woche alle Beweise ihrer Anhänglichkeit an Frankreich durch eine große Meuterei in Fez gegeben haben.	NN
Sollten die weiter oben erwähnten Strömungen Ostmarokko mit Algier zu verbinden, Einfluß auf die französische Regierung gewinnen, so würde der Vertrag vom 4. November 1911 zum erstenmal auf seine politische Bedeutung hin erprobt werden.	NN
Es müßte sich zeigen, ob die durch die Marokkanische Bank geschaffene Interessengemeinschaft des internationalen Großkapitals sowohl wie der als Aktionäre beteiligten neun Mächte stark genug ist, um sie insgesamt hinter die deutsche Diplomatie zu stellen.	NN
In rein politischer Beziehung steht Deutschland gegenwärtig den Franzosen in allen Marokkoangelegenheiten viel freier gegenüber als vor dem 4. November.	NN
Sollte es im Verlauf bevorstehender Verhandlungen zu energischeren Schritten von deutscher Seite kommen, so bedürfte es keiner Aktion mehr an der marokkanischen Küste.	RP
Die Marokkoangelegenheit gehört seit dem vorigen Jahre zu den Fragen der auswärtigen Politik, die zwischen Deutschland und Frankreich unter vier Augen auf dem Festlande erledigt werden können.	NN
( Weiteres findet sich zu diesem Thema in meinem Aufsatz „ Das deutsch-französische Marokkoabkommen " in Heft 45 der Grenzboten von 1911, S. 291. bis 299.)	NN
In der abgelaufenen Woche hat sich die Regierung auch nach langem Kampf hinter den Kulissen bereit gefunden, die Wehrvorlagen dem Reichstage zu übermitteln.	NN
Am Montag, den 22. d. M., sollen die öffentlichen Aussprachen über diesen wichtigen Gegenstand im Parlamentbeginnen.	RP
Die Besprechung in der Presse war schon äußerst lebhaft, da die Vorlage wohl niemanden recht zu befriedigen vermag.	RP
Sie ist in gewissem Sinne Flickwerk, das	NN
nur Ergänzungen bringen will, hier und da ein Loch zustopft, aber sonst die organischen Grundsätze, nach denen die Armee gefügt ist, nicht berührt.	NN
Darüber sind zahlreiche Militärschriftsteller recht ungehalten, andere wieder stehen auf dem Standpunkte der Negierung.	NN
Unsere Heeresverwaltung hatte nicht die Absicht, eine Reorganisation der Armee vorzunehmen, sie wollte lediglich ergänzen.	NN
Es kann somit nur Streit entstehen darüber, ob die Ergänzungen den Bedürfnissen entsprechen oder nicht und ob die Regierung mit der Bescheidenheit ihrer Forderung nicht doch sachliche militärische Bedenken beiseite schiebt.	RP
In der Tat ist es so.	NN
Die Regierung wagt es nicht, eine große Vorlage einzubringen, die unsere Armee wenigstens für die nächsten paar Jahre so aufbaute, wie es dem Reichtum und der Zahl der Bevölkerung entspräche.	NN
Sie fürchtet, von den Konservativen in der Deckungsfrage im Stich gelassen zu werden, und kann von den Sozialdemokraten die notwendige Zustimmung zu neuen Steuern nicht erwarten.	IS
