text	stwr
Er brachte ihr jene väterlichen Gefühle entgegen, die dem Manne über 35 Jahren so leicht werden.	NN
Wie sollte er aus der Ferne für sie sorgen?	FI
Sie war seiner Sorge ewig bedürftig.	NN
Und ein hilfloses kleines Mädchen ohne seine leitenden Blicke, Gebärden und Worte, mit denen er sie bald zärtlich, bald streng wies oder verwies.	RP
Sollte er sie ihren Eltern, dem Zahnarzt P. und seiner Gattin, für die Dauer des Krieges anvertrauen?	FI
Er war froh, daß er sie deren seelischen Plombierapparaten und Kneif- und Brechzangen entrissen hatte.	NN
So ließ er sie in der Obhut einer älteren Tante, welche schlecht hörte, aber vortrefflich und ausdauernd Klavier spielte.	NN
Er hoffte, daß Annette( so hieß die schöne junge Frau) den Tröstungen der Musik nicht unzugänglich sei und mit ihrer holden Hilfe die Trennung leichter überwinden werde.	IS
Nun ist Chopin nicht die rechte Musik, jemand auf helle Gedanken zu bringen.	RP
Aber was blieb dem älteren Fräulein übrig, als Chopin zu spielen?	NN
Da sie ihn und nur ihn seit 43 Jahren spielte?	NN
Sie spielte Chopin, und Annette lauschte, seufzend und strickend.	NN
Zum Abendbrot erschien jeden Mittwoch und Samstag ein entfernter Vetter von ihr, ein junger Postreferendar, welcher entweder als unabkömmlich erklärt war oder dem ungedienten Landsturm angehörte.	RP
Er erzählte ihr von seiner Briefmarkensammlung, und sie lachte gern mit ihm.	RP
Eines Mittwochabends küßte er sie im Korridor.	NN
Und den Samstag darauf wußten sich ihre Lippen kaum zu trennen.	NN
So ineinander verbrannt waren sie.	NN
Hauptmann R. machte Namur und Charleroi mit.	NN
Er wurde in den Straßenkämpfen schwer verwundet und in das Lazarett von Lüttich eingeliefert.	NN
Hier lag er nun und träumte fiebernd von seiner jungen, schönen Frau, welche noch ein Kind war.	RP
Sollte er ihr schreiben lassen, wie es um ihn stünde?	FI
Eine nie zuvor begriffene Eifersucht ließ ihn heftiger glühen, da er sein Weib blühend und gesund und sich selber für alle Zeit verkrüppelt und verstümmelt fühlte.	NN
Er diktierte der Schwester eine Feldpostkarte:	NN
» Liebe Annette, ich liege leichtverwundet im Lazarett von Lüttich, Du brauchst Dir keine schlimmen Gedanken zu machen.	DS
Sei umarmt von Deinem getreuen Gerd. «	DS
Aber auf die Feldpostkarte klebte er eine belgische Briefmarke.	NN
In den Tagen ihrer Verlobung hatten sie ihre heimlichen Liebesgeständnisse immer in winziger Schrift unter der Briefmarke verborgen.	RP
Die Feldpostkarte langte eines Samstagabends an.	NN
» O, « sagte Annette bedauernd, » er ist leicht verwundet.	DS
Aber es geht ihm gut. «	DS
» Zeig einmal die Briefmarke, « sagte der Postreferendar.	DS
» Willst Du sie für Deine Sammlung haben? « fragte Annette undbegann, sie vorsichtig abzutrennen.	DS
Leise erschrak sie und las: » Wenn es Dich treibt, im Gedächtnis unserer Brautzeit die Marke zu entfernen, so weiß ich, daß Du mich noch liebst wie einst, und daß Du stark genug bist, auch das Entsetzlichste zu vernehmen und mit heiligem Herzen zutragen: meine Augen sind erblindet, meine Füße von einer Granate zerrissen.	DS
Ich bin nur noch ein Stumpf.	DS
Sei stark.	DS
Es liebt Dich wild wie je Dein Gerd. «	DS
Annette faßte sich an die Brust.	NN
Sie wollte schreien.	NN
Der Postreferendar war erblaßt.	NN
Im Nebenzimmer spielte die Tante einen Chopinschen Walzer.	NN
Wie zwei zerschossene Vögel fielen die Augen der Annette tot in sich zusammen.	NN
