text	stwr
Kopfschüttelnd steckte ich das Bild zu mir.	NN
Ich fühlte keinen Drang, dem Eigentümer nachzulaufen, um es ihm wieder zuzustellen.	NN
Er verdiente es wahrlich nicht.	NN
Der Mond war jetzt ganz aus dem Gewölk hervorgetreten; es war wohl nicht kälter geworden, aber mich fröstelte, die Schönheit des Abends schien mir besudelt, und ich gedachte mit Inbrunst und Sehnsucht all der guten und zärtlichen Bande, die mich mit Menschen verknüpfen, bis ich vor meiner Haustür stand.	RP
––	NN
Es war sechs Wochen später, ein feuchtwarmer Märzmorgen, der mich immer unwiderstehlich ins Freie lockt.	NN
Der Reif der letzten Nacht hängt in Tropfen an den Dachrändern, den Holzzäunen, den Eisengittern, und jedes Tröpfchen ist ein Spiegel, in dem sich die junge Sonne besieht und aus dem sie lächelnd ruft:	NN
» Es wird bald Frühling! «	DS
In den weißlichen Himmel steigt der leichte Rauch so unbeschwert, so mutwillig flatternd wie ein fröhlicher Gedanke; und um die nassen gleißenden Mauern, um die Gaslaternen, auf deren Fenster die Sonne ganze Strahlenbatterien schießt wie zum Spott, und dann wieder hinab zu der blanken Alster mit den schaukelnden Booten schweben mit lautem Gezwitscher und reißendem Fluge die ersten Schwalben.	RP
Alles lacht und glänzt, von den roten Radieschen in den Fruchtkellern bis zu den roten Ärmelaufschlägen der Polizeisoldaten, die da eben einen Gefangenen über den Pferdemarkt nach der Raboisenwache transportieren.	NN
Sie haben Mühe und Not mit ihm, obgleich er gefesselt zwischen ihnen geht; er stößt und schlägt mit den geschlossenen Fäusten nach ihnen, so daß die Leute stehen bleiben und in sein bleiches gedunsenes Gesicht sehen, das er frech und ohne Scham den Blicken ausstellt, denn er hat den Hut ganz in den Nacken geschoben.	NN
» Was hat er verbrochen? «	DS
Die Leute murmeln von schwerem Einbruch und Raub; der Kerl kuckt herausfordernd nach rechts und links, jetzt lacht er gar, grell und gezwungen, und wie ein Blitz fährt es mir durch den Kopf; Herrgott, das ist ja der Mensch von neulich abends!	reported;indirect
Heute nun verdirbt er mir den Frühlingsmorgen.	NN
Ich folge unwillkürlich seinen Blicken,– ach ja, da steht auch	DS
sie	DS
an dem Torweg drüben, mit ihrem sanften dummen Gesicht, stumm und versteinert, die Hände abwehrend vorgestreckt, die Augen noch weiter vorstehend als auf dem Bilde, ohne Locken heute, die Backen schmal und eingefallen.	DS
Sie trägt keinen Hut, kein Tuch; sie ist barhaupt und hat eine Nähschürze um, als sei sie nur gerade so von der Arbeit aufgesprungen und herausgelaufen, um das Schreckliche zu sehen.	NN
Eben treibt ein Bauernbursche ein ausgedientes Pferd heran, gerade auf sie zu.	NN
Ach so, über dem Hoftor dort steht ja zu lesen: Roßschlachterei.	DS
Das elende Tier kommt kaum vorwärts, es ist, als ahne es die Schlachtbank; es möcht an dem Torweg vorüber, aber der Bursche hebt den Stock und haut es erbarmungslos auf den hageren Rücken, aus dem die Knochen hervorstehen.	RP
Das Pferd bäumt sich schwach, doch wie er wieder schlägt, stöhnt es laut auf, und auf einmal begegnen sich die Augen der beiden mißhandelten Kreaturen, die des Tieres und die des Weibes.	NN
Mit einem markerschütternden Schrei bricht das Mädchen zusammen.	NN
Hat der Verbrecher den Schrei verstanden?	RP
