text	stwr
Sie gehören allen Zeiten an, aber sie waren besonders auffallend unter der Restauration.	NN
In der fünfzehnjährigen Schlacht, welche sich die Constitutionellen und die Royalisten auf dem Terrain der Charte lieferten, thaten sie nichts, als gegenseitig ihre Grundsätze umtauschen; ähnlich den beiden Rittern Shakespeares, Hamlet und Laertes, tauschten sie ihre Rapiere in der Hitze des Kampfes.	NN
Die Konstitutionellen im Besitze der Macht, suchten Verteidigungswaffen in dem Arsenal der Royalisten, welche ihrerseits sich zum Angriffe mit dem Schwerte der Konstitution bewaffneten.	NN
Die Beweismittel änderten sich nach den Stellungen.	NN
Die liberale Linke war konsequenter, aus dem herrlichen Grunde, weil sie stets angriff und sich nie zu vertheidigen hatte.	NN
Wenn sie zur Gewalt gelangt wäre, so hätte sie — wir haben seitdem den Beweis dafür erlebt — auch nicht anders argumentirt, als alle Welt.	RP
In dem Jahre 1814 trat Royer-Collard mit den Bourbonen wieder in das politische Leben ein, welches er bis dahin nur immer durchschritten hatte.	NN
Ludwig XVM.	NN
hatte zu viel Gedächtniß und zu viel Geist, um seinen alten Korrespondenten zu vergessen.	NN
Er ernannte ihn zum Ritter der Ehrenlegion, und zum General-Director des Buchdruckereiwesens und des Buchhandels.	RP
Man weiß wie viel Unvorsichtigkeiten und Fehler die erste unter der Dictatur eines Günstlings, Herrn v. Blacas, organisirte Restauration beging.	IS
Royer-Collard selbst ließ sich durch die realistische Bewegung mit fortreißen, denn er, wie man sagt, war es, welcher in Verbindung mit Herrn Guizot jenes Gesetz über die Presse ausarbeitete, welches den Kammern vom Herrn Montesquieu vorgelegt wurde, und welches durch Einführung der Präventivcensur, gegen welche später Royer-	IS
Collard so schöne Kämpfe focht, sogleich den Artikel 8 der Charte verletzte.	IS
Bei der zweiten Restauration verließ Royer-Collard, ohne Zweifel durch die Erfahrung belehrt, dieUltrapartei, und stellte sich unter das Banner der gemäßigten Royalisten.	NN
Die Leidenschaften verstummten, die Parteien wurden nach und nach ruhiger, die Bourbons fingen an, nationaler zu werden, eine liberale Bewegung ließ sich immer mehr und mehr in dem Auftreten der Regierung erkennen.	NN
Herr v. Richelieu überließ, nachdem er die Akte über die Gebieträumung der aliirten Truppen unterzeichnet hatte, die Geschäfte den Händen des Herrn Decazes, unter dem nomineller Vorsitze des Generals Dessolles.	RP
Royer-Collard und seine Freunde schlugen mit dem Ministerium gemeinsam ganz offen den Pfad der Zugeständnisse ein.	NN
Die Ausnahmgesetze wurden abgeschafft; eines der besten Gesetze, welches je die Presse beherrschte, das von 1819, ein doktrinäres Werk, welches die Censur vernichtete, und die Gerichtsbarkeit der Jury anerkannte, wurde im Schooße des Staatsrathes von den Herren Royer-Collard, de Serres und Guizot ausgearbeitet, und von dem erstern in den Kammern unterstützt.	NN
Unglücklicher Weise dauerte dieses System der Unterhandlung, der Vermittlung, der Versöhnung nicht lange; vielleicht muß man, um gerecht zusein, zugeben, daß die extremen Parteien es mißbrauchten: jedenfalls fachte die Wahl des Abbè Gregoire, welcher berufen ward, den Ministern des Bruders Ludwig XVI.	IS
gegenüber zu sitzen, den royalistischen und religiösen Haß wieder an, welcher schon zu ersterben begann.	NN
Herr Decazes wollte, überrumpelt, lieber nachgeben und seine Schritte zurücknehmen, als sein Portefeuille verlieren.	RP
Das Wahlgesetz von 1817, welches von den Doctrinärs ausging und von dem Ministerium beständig vertheidigt wurde, ward von ihm als zu liberal aufgegeben.	RP
