text	stwr
Die beiden riesigen jungen Männer folgten dem Kellner auf dem Fuße nach.	NN
Wie geht es Ihnen, Graf?	DS
sagte der eine, auf Adrian zutretend und ihm die Hand schüttelnd.	NN
Ich bin der Marchese del Ponte, und dies ist mein Bruder, Marchese Batto.	DS
Willkommen in Sampaolo.	DS
Sie wissen ja, wir sind Verwandte von Ihnen.	DS
Unsre Vorfahren haben sich oft verschwägert.	DS
Adrians rosiges Antlitz verzog sich zu seinem liebenswürdigsten Lächeln.	NN
Hoffentlich befinden Sie sich wohl!	DS
Ich freue mich, Sie kennen zu lernen!	DS
Wollen Sie,bitte, Platz nehmen!	DS
Aber ich bedaure, ich bin kein Graf.	DS
Ach ja, sagte Batto, wir wissen wohl, daß Sie Ihren Titel nicht führen.	DS
Sie sind ein ganz richtiger Graf, erklärte Franco, ob Sie von Ihrem Titel Gebrauch machen oder nicht.	DS
Der Adel liegt im Blut.	DS
Den können Sie nicht abschütteln.	DS
Ihre Urgroßmutter war eine Ponte, erklärte Batto, und unsre Großmutter war eine Valdeschi, die Cousine Ihres Großvaters.	DS
Wirklich?	DS
bemerkte Adrian höflich.	NN
Aber ich bedaure, es liegt mir auch kein Adel im Blut.	DS
Ich bedaure, ich bin ein ganz gewöhnlicher Bürgerlicher.	DS
Ach, ich verstehe, Sie spielen auf die Achterklärung an, entgegnete Franco.	DS
Aber das ist gar nicht von Belang, rein eine politische Spiegelfechterei.	DS
Die italienische Regierung ist gar nicht zuständig, Ihnen Ihren Titel zu entziehn.	DS
Sie konnte einen neuen Grafen von Sampaolo ernennen, was sie ja auch getan hat, aber sie konnte den schon vorhandnen Grafen nicht seines Ranges berauben.	DS
Sie sind nach Fug und Recht ein Graf.	DS
—	DS
Wir sind gekommen, um Sie zu uns abzuholen, und es wird uns die größte Freudemachen, Sie bei uns zu haben.	DS
Die allergrößte Freude, echote Batto.	DS
Kein Wort mehr darüber!	DS
Das ist abgemacht, erklärte Franco.	DS
Das ist abgemacht, wiederholte Batto.	DS
Heute Nachmittag lassen wir Ihr Gepäck holen, fuhr Franco fort.	DS
Haben Sie einen Diener bei sich?	DS
Nein?	DS
Dann schicken wir Grimes, der kann Ihre Sachen Packen und gleich mitbringen.	DS
Aber wir hoffen, daß Sie selbst gleich jetzt zum zweiten Frühstück mit uns kommen.	DS
Ich finde kaum Worte, Ihnen zu danken, entgegnete Adrian, aber ich bedaure — ich zerstöre nämlich nicht gern Illusionen— ich bedaure, ich bin nicht der, für den Sie mich halten.	DS
Ich bedaure, es ist ein Mißverständnis.	DS
Ich —	DS
O bitte, wir werden Ihr Inkognito respektieren, wenn Ihnen dies Sorge macht, versprach Batto.	DS
Sie wollen einfach Mr.	DS
Anthony Craford sein?	DS
Craford von Craford, verbesserte ihn sein Bruder.	DS
Aber das ist es ja gerade, suchte Adrian zu erklären.	DS
Ich bin nicht Mr. Anthony Craford.	DS
Was?	DS
rief Franco verwundert.	NN
Was?	DS
Nicht Craford?	DS
rief Batto erstaunt.	NN
Nein, versicherte Adrian traurig, es tut mir furchtbar leid, aber mein Name ist Wilkes.	DS
Wilkes?	DS
wiederholte Franco.	NN
Aber im Fremdenbuch des Palazzo Rosso stand doch Craford!	DS
Dadurch haben wir ja erfahren, daß Sie hier sind!	DS
Mein Bruder ist nämlich der erbliche Palastkommandant, berichtete Batto.	DS
Es ist heutzutage nur noch ein Ehrenamt, aber das Fremdenbuch wird ihm immer gebracht, wenn Besucher da waren.	DS
Und unten fragten wir nach Craford, und da wies man uns hier herauf und sagte, Sie seien zuhause.	DS
Es tut mir furchtbar leid, aber Craford und ich sind so verschieden wie Tag und Nacht.	DS
