text	stwr
Man darf nicht vergessen, daß das Gefängnis dem Eingeborenen eine Reihe von Vorteilen bietet, die er im gewöhnlichen Leben oft vermissen muß.	IS
so eine bequeme Unterkunft und kräftige, wohlschmeckende Nahrung; und die Arbeiten, die er, übrigens nicht im Gefängnis selbst, sondern in der freien Natur als Gefangener zu verrichten hat, sind nicht schwerer als diejenigen, die einem freien Steuerarbeiter obliegen.	NN
Und auf der anderen Seite hat die vom Europäer verhängte Strafe für den Eingeborenen weder gesellschaftliche noch wirtschaftliche Nachteile zur Folge.	NN
So wird es begreiflich, daß er den Europäer, der sich scheut, die Verletzung des Eigentums und anderer Rechtsgüter mit der seinem Empfinden und seiner Entwicklungsstufe angepaßten barbarischen Strenge zu ahnden, für schwächlich und töricht hält und für wert, bestohlen zu werden.	RP
Nach alledem muß — die Erfahrung bestätigt es — eine Eingeborenenstrafrechtspolitik, für welche modernes europäisches Recht und nicht das Recht der Eingeborenen mit seinen schärferen Strafen und mit seiner Gesamthaftung der Stammes- oder Dorfgemeinschaft die Grundlage bildet, notwendig Fiasko machen.	NN
In der Sitzung vom 26. November 1910, an welcher auch der Gouverneur Dr. Gleim teilnahm, führte der Vorsitzende der Handelskammer im Einverständnis mit deren Mitgliedern aus:	NN
„ Früher als wir hier noch nicht so viele beengende Verordnungen und Gesetze hatten, ging die Praxis davon aus, in der Familie, der Dorfschaft und dein Stamm auf allen Gebieten des Rechtes, auch des Strafrechts.	DS
Gesamtgläubiger und -Schuldner zu sehen.	DS
Den politischen Vertreter dieser Verbände, den Häuptling, machte man bis zur Auslieferung des Haupttäters für die Tat — und bis zur Bezahlung des Schadens für den Schaden verantwortlich.	DS
Der Häuptling zog es vor,	DS
den Täter zu benennen, als selbst Gefangener zu sein, und die geraubten Güter kamen Plötzlich wieder zum Vorschein.	DS
Weil diese Praxis nach unserem heimischen Strafrecht keine gesetzliche Grundlage hat, hielt man in Berlin ihre Anwendung für unzulässig und schüchterte die Beamten, die auf Grund der Kenntnis des EingeborenenHechts sich nach wie vor zu dem alten Verfahren bekannten, dadurch ein, daß man ihr Vorgehen mit Nötigung, Freiheitsberaubung und Amtsmißbrauch auf eine Stufe stellte.	DS
Seitdem ist von Jahr zu Jahr die Eingeborenenpolitik schwächlicher geworden, und man ging immer weiter in dem gefährlichen Bestreben, der falsch unterrichteten öffentlichen Meinung zu Hause Konzessionen an das Schlagwort Humanität zu machen.	DS
Hand in Hand damit ging die	DS
Verminderung des Ansehens der Weißen Rasse und die zunehmende Gefährdung von Leben und Eigentum der Europäer...	DS
Die Angehörigen von Kameruner Urwaldstämmen sind keine europäischen Staatsbürger.	DS
Man sollte die oberste Leitung der summarischen Gerichtsbarkeit Männern anvertrauen, die sich durch lange und ständige Berührung mit den Eingeborenen die unentbehrlichen Erkenntnisse und Erfahrungen gesammelt haben.... Man fangean, den Eingeborenen als das zu behandeln, was er zurzeit ist, und nicht als das, als was ihn juristische Fiktionen hinstellen. "	DS
Der Handelskammerbericht hebt noch ausdrücklich hervor:	NN
„ Auch der Vertreter der katholischen Mission in Kribi, der den Verhandlungen der Kammer beiwohnte, sprach sich dahin aus, daß die Strafen an Eingeborenen auf eine Weise vollstreckt würden, die mit dem Charakter der Strafe als eines Übels nicht zu vereinigen sei. "	DS
Die Handelskammer wendet sich weiter gegen	NN
„ die prozessuale Gleichstellung des Europäers mit dem Schwarzen vor dem Richter.	DS
Obwohl der Eingeborene nicht beeidigt wird, schätzt der europäische Richter die Glaubhaftigkeit seiner Aussagen nicht geringer ein als die eines beeidigten Europäers.	DS
