text	stwr
An eigentlichen Talenten fehlt es dieser Partei; von Professor Keller hatte man viel erwartet, aber er ist noch nicht hervorgetreten.	RP
Eben so wenig ist es den Regierungsräthen Stiehl und Ellwanger, von denen der erste in den Wahlversammlungen bedeutendes Aufsehn gemacht hatte, gelungen, mit ihrer Gottseligkeit das unruhige Publikum zu erbauen.	NN
Die pommerschen Aristokraten, Bismark-Schönhausen, Kleist-Netzow u. s. w. sind wohl geeignet, den Gegnern von Zeit zu Zeit heilsame Grobheiten entgegenzuwerfen, aber sie stehen den Ideen der neuen Zeit zu fern, als daß sie einen wesentlichen Einfluß auf dieselbe ausüben könnten.	RP
Dasselbe muß ich von Bodelschwingh sagen; menschlich betrachtet, gewinnt man ihn lieb bei näherer Bekanntschaft, aber von der staatsmännischen Haltung dieser tapfern Offiziere, denen der alte preußische Staat seine Portefeuilles anvertraute, ist nicht viel zu rühmen.	RP
Der eigentliche Führer der Partei, die bis jetzt noch mit dem rechten Centrum gemeinsame Parteiversammlungen gehabt hat, die sich aber wohl in den nächsten Tagen unabhängig constituiren wird, ist Graf Arnim-Boitzenburg.	NN
Wäre er jetzt Minister, so würden wir wenigstens nicht täglich das klägliche Schauspiel erleben, daß die Regierung lediglich von der Gnade ihrer Freunde und von der Geduld ihrer Feinde lebt.	NN
Für die Zukunft ist er aber wohl unmöglich.	NN
Diese feinen, vornehmen Edelleute sind doch tiefer in die alten Ideen verrannt, als ich geglaubt habe.	RP
Das rechte Centrum — wir wollen den Namen beibehalten — enthält die alte ständische Opposition ans der Aristokratie und dem Bürgerstande und steht mit der Frankfurter Weidenbuschpartei, wie mit den Liberalen der ersten Kammer unter Graf Dyhrn in Verbindung.	NN
Sie hat nach der Revolution zwei Ministerien gebildet, aber nicht zum besondern Ruhm der Partei.	NN
Nachdem sich Pfuel unmöglich gemacht hatte, war von einem dritten die Rede, einem Ministerium Beckerath; es kam nicht zu Stande.	RP
Gegenwärtig ist die bedeutendste Persönlichkeit dieser Partei, Vincke, auch ihr anerkannter Führer, er ist aber den Schwachen und Halben, die sich in diesen Reihen nicht selten finden, zu schroff, und ob er als Minister die erforderliche Haltung bewahren würde, läßt sich nach seinen beständigen Scharmützeln mit der Linken bezweifeln.	reported;indirect
Er war es, der die Organisation der rechten Seite leitete; er hat sie auch aufgelöst durch sein entschiednes Auftreten in der deutschen Frage.	NN
Für jetzt hat er nur einen sehr geringen Anhang, Schwerin ist in dieser Frage entschieden zur Rechten übergetreten, es ist, wie ich glaube, nur die Partei Harkort, die mit Vincke hält.	IS
Der Natur der Sache nach, schien diese Partei bei einem etwaigen Rücktritt des Ministeriums Brandenburg zunächst geeignet, an die Spitze der Verwaltung berufen zu werden.	RP
Wäre die deutsche Angelegenheit erledigt, so hätte Gagern mit seiner mächtigen Persönlichkeit der Partei in der Regierung einen Halt gegeben.	NN
Man sprach von einer Combination Gagern — Beckerath — Camphausen- Vincke.	RP
Wie die Sachen jetzt stehen, ist davon vorläufig wenigstens keine Rede mehr.	RP
In den Bänken des linken Centrums sind aber die Aussichten nicht besser.	NN
Gesetzt, die Krone käme in die Lage, die Antecedentien dieser Partei vergessen zu können, sie beauftragte z. B. Hrn. v. Unruh mit der Bildung eines neuen Ministeriums, so würde dieses muthmaßlich ebensowohl die eigentliche Linke als die gesammte Rechte gegen sich haben, da eine Coalition mit dem rechten Centrum nach den gehässigen Scenen der letzten Tage weniger Wahrscheinlichkeit für sich hat als je.	RP
