text	stwr
Sie gingen ziellos über die Korridore, treppauf und treppab, sie sahen viele Leute in Gerichts-, Lehrer-und Domänenverwaltungsuniformen, sämtliche mit Abzeichen; sie sahen Damen, Pelze in den Garderoben; der Zugwind hauchte sie mit Zigarettendunst an.	NN
Und Gurow, der heftiges Herzklopfen hatte,dachte:	NN
» Mein Gott!	DS
Wozu diese Menschen, wozu dieses Orchester... «	DS
In diesem Augenblick fiel ihm plötzlich ein, wie er sich damals auf dem Perron, nachdem der Schnellzug abgefahren war, gesagt hatte, daß alles zu Ende sei und daß er sie nie wiedersehen würde.	IS
Es war aber noch lange nicht das Ende!	NN
Sie blieb plötzlich auf einer engen, finsteren Treppe mit der Aufschrift » Aufgang zum Amphitheater « stehen.	NN
» Mein Gott, wie Sie mich erschreckt haben! « sagte sie, um Atem ringend, noch immer blaß und bestürzt.	DS
» Wie Sie mich erschreckt haben!	DS
Ich bin halbtot.	DS
Warum sind Sie hergekommen?	DS
Warum? «	DS
» Begreifen Sie doch, Anna, begreifen Sie... « begann er leise und hastig.	DS
» Ich beschwöre Sie, begreifen Sie doch... «	DS
Sie sah ihn voller Angst, Flehen und Liebe an; sie starrte ihn an, als wollte sie sich seine Gesichtszüge für immer einprägen.	NN
» Ich leide so furchtbar! « fuhr sie fort, ohne auf seine Worte zu hören.	reported;direct
» Ich habe die ganze Zeit nur an Sie gedacht und in diesem Gedankengelebt.	DS
Ich wollte Sie vergessen, ganz vergessen...	DS
Doch warum, warum sind Sie hergekommen? «	DS
Auf dem nächsten Treppenabsatz standen zwei Gymnasiasten; sie rauchten und sahen auf sie hinab; aber Gurow war jetzt alles gleich; er zog Anna Ssergejewna in seine Arme und bedeckte ihr Gesicht, ihre Wangen und Hände mit Küssen.	NN
» Was tun Sie, was tun Sie! « sagte sie, ihn entsetzt wegstoßend.	DS
» Wir sind ja beide wahnsinnig.	DS
Reisen Sie weg, noch heute, sofort...	DS
Ich beschwöre Sie bei bei allem, was heilig ist.	DS
Ich flehe Sie an...	DS
Man kommt her! «	DS
Jemand ging wirklich die Treppe hinauf.	NN
» Sie müssen abreisen... « fuhr Anna Ssergejewna leise fort.	DS
» Hören Sie, Dmitrij Dmitrijewitsch?	DS
Ich will zu Ihnen nach Moskau kommen.	DS
Ich war nie glücklich, bin auch jetzt nicht glücklich und werde niemals glücklich sein, niemals!	DS
Quälen Sie mich nicht länger!	DS
Ich schwöre, daß ich nach Moskau kommen werde.	DS
Und jetzt müssen wir uns trennen!	DS
Mein Lieber, Guter, mein Geliebter, trennen wir uns! «	DS
Sie drückte ihm die Hand und eilte die Treppehinunter.	NN
Sie blickte einigemal nach ihm zurück, und er konnte in ihren Augen lesen, daß sie wirklich nicht glücklich war.	NN
Gurow stand noch eine Weile lauschend da, und als alles still wurde, nahm er seinen Mantel aus der Garderobe und verließ das Theater.	NN
IV.	NN
Anna Ssergejewna kam jetzt öfters zu ihm nach Moskau.	NN
Alle zwei, drei Monate verließ sie S. unter dem Vorwande, sie müsse nach Moskau, um einen Professor wegen ihres Frauenleidens zu konsultieren: der Mann glaubte ihr nur halb.	reported;indirect
In Moskau stieg sie jedesmal im » Slavischen Bazar « ab und schickte sofort nach ihrer Ankunft einen Mann mit roter Mütze zu Gurow.	RP
Gurow besuchte sie im Hotel, und kein Mensch erfuhr etwas davon.	NN
So ging er an einem Wintermorgen zu ihr; der Dienstmann war schon gestern abend dagewesen, hatte ihn aber nicht zu Hause getroffen.	NN
