text	stwr
Niemand denkt aber in Mitteleuropa selbst an die Schaffung eines solchen Imperiums; und wer anderwärts davon spricht, setzt sich lediglich dem Verdacht aus, daß er die einzelnen, politisch durchaus selbständigen Teile dieses großen und tatsächlich in einer gewissen Interessengemeinschaft stehenden Territoriums gegeneinander hetzen will.	reported;indirect
Man wird sich aber im Auslande schließlich daran gewöhnen müssen, die mitteleuropäische Politik mit andern Maßen zu messen als die eigene imperialistische Politik.	NN
Die englische Presse hat in neuester Zeit recht ergiebig namentlich das Thema von der Bedrohung der Niederlande durch Deutschland behandelt.	RP
Ver	RP
gebens hat man ihr das Wort Bismarcks entgegengehalten, Deutschland könne und werde die Niederlande nicht einverleiben, selbst wenn die Holländer auf Knien darum bäten; vergebens wird auch an das gesunde Denken der Engländer appelliert, das ihnen sagen müßte, daß ein neutrales, freilich wirklich neutrales und zur Wahrung seiner Neutralität befähigtes Holland im Kriegsfalle für Deutschland von ungleich höherem Werte ist, als es etwa ein einverleibtes Holland sein könnte.	reported;indirect
Ein einverleibtes Holland würde die gefährdeten Seegrenzen( übrigens auch die gefährdete Landgrenze) Deutschlands beträchtlich verlängern; ein neutrales Holland dagegen hält von einem Teile der deutschen Landgrenze die Kriegsgefahr ab und verschafft Deutschland den ganz gewaltigen Vorteil, daß eine Blockierung seiner eigenen Häfen ihm doch die Ein- und Ausfuhr zur See nicht abzuschneiden vermöchte.	NN
Gerade dieser bedeutende Vorteil, den das Vorhandensein der neutralen Niederlande Deutschland im Falle des Seekrieges gewähren würde, veranlaßt jene Kreise, die nach dem bekannten Rezept:	RP
„ Haltet den Dieb! " immer über die Bedrohung der Niederlande durch Deutschland sprechen, zu der Erwägung, daß England seinerseits im Kriege gegen Deutschland die Neutralität der Niederlande nicht achten dürfe, sondern auch ihre Häfen blockieren müsse.	reported;indirect
Wenn also den Niederlanden im Falle der Verwicklung Deutschlands in einen Seekrieg Gefahr droht, so ist es doch wohl klar, wer das positive Interesse an der Erhaltung der Neutralität Hollands hat und wessen Interesse auf die Nichtachtung dieser Neutralität gerichtet ist!	NN
Überdies ist der Fall eines europäischen Seekrieges durchaus nicht der einzige, der die Niederlande in große politische Verlegenheit bringen kann.	NN
Der andere Fall freilich wird von der englischen Presse aus sehr erklärlichen Gründen nicht besprochen: nämlich aus Rücksicht auf den Verbündeten im fernen Osten.	RP
Dieser Verbündete Englands im fernen Osten hat als sein politisches Endziel oft genug das Streben nach der Vorherrschaft im Stillen Ozean zu erkennen gegeben — man nehme nur den neuesten Jahrgang des ähnlich unserem „ Nautilus " vom englischen Flottenverein herausgegebenen Jahrbuches vor, in dem ein Japaner von hohem Ruf in nicht mißzuverstehender Weise sich über diese japanischen Ansprüche geäußert hat, die restlos nicht erfüllt werden können ohne den Besitz der das Südchinesische Meer einrahmenden Inseln, zu denen eben auch ein wesentlicher Teil des holländischen Kolonialbesitzes gehört.	RP
Von Formosa führt der Expansionsdrang der unternehmungslustigen Japaner über die Philippinen nach Niederländisch-Indien.	NN
Sehr unverblümt hat sich ein Japaner hierüber auch vor kurzem in einem führenden russischen Organ ausgesprochen.	RP
Nach dem Hinweis darauf, daß die japanischen Handelsumsätze mit Niederländisch-Indien von 125 000 Fr. im Jahre 1899 auf über 5 Millionen im Jahre 1908 in der Ausfuhr und von 4 Millionen gar auf 60 Millionen in der Einfuhr gestiegen sind, läßt sich die in der Nowoje Wremja wiedergegebene japanische Stimme also vernehmen:	IS
