text	stwr
Da klopfte es abermals, und als die Tür sich öffnete, erschien auf der Schwelle die Fee Augentrost.	NN
Sie ging auf den Jüngling zu, der sie aus kleinen, trüben Augen ansah, legte den Finger auf diese Augen und rief:	NN
» Pfui, pfui!	DS
ich lieb' nicht solche Augen,	DS
Die weder geschickt sind,	DS
Liebe zu geben noch einzusaugen,	DS
Geschwind ein paar andre, mein Kind! «	DS
Und dann sang sie:	NN
» Wie himmlisch ist ein Aug' zu schauen,	DS
Gehör's zu braunen oder blauen,	DS
Was da voll süßer Seele blickt	DS
Und goldne Liebespfeile schickt. «	DS
Nun kamen nacheinander:	NN
Die Fee Naslieb.	NN
Sie sang:	NN
» Die Nase, die in Flortüchern wühlt,	DS
Die sich am marmornen Busen kühlt,	DS
Ist auch einGeschöpf, das fühlt. «–	DS
Dann die Fee Kußlippe.	NN
Sie sang:	NN
» Wollt ihr wissen, wann süß ein Kuß?	DS
Wenn man die Lippen suchen muß	DS
Ihr roter Schein, hinter der Nacht,	DS
Des krausen Bartes lieblich lacht. «	DS
Dann hintereinander die Feen: Wangenfreude, Schimmerzahn, Grübchenkinn.	NN
Die erste sang:	NN
» Anfeuchten Wangen, die rot erglühn,	DS
Tut die Lieb' ihr Immergrün ziehn,	DS
Wie am Spalier an heißer Wand	DS
Der Gärtner seinen Fruchtbaum band. «	DS
Die zweite:	NN
» Die Keuschheit, hinschiffend im Liebesmeer,	DS
Hat zu bestehen gar böse Klippen.	DS
Die schlimmsten sind hinter roten Lippen	DS
Das weiße Zähneheer. «	DS
Und die kleine Fee Grübchenkinn sang:	NN
» Wenn alles glatt und eben ist,	DS
Die Lippe gar zu schläfrig küßt,	DS
Kommt sie aber auf ihrem Weg in Gefahr,	DS
Zu fallen in ein Löchlein gar,	DS
So klammert sie sich an und küßt recht fest,	DS
Das ist dann beim Küssen das allerbest'. «	DS
Wie sie das gesagt hatte, grub sie in das Kinn des Jünglings mit ihrem kleinen Finger ein allerliebstes Grübchen.	RP
Nun kamen die Feen, die sich mit dem übrigen Körper beschäftigten.	NN
Da war die Fee Schönhals, die Fee Wölbebrust, die Fee Rundhüfte, die Fee Schönschenkel, die Fee Knienglatt, die Fee Prallwade, die Fee Kleinfuß.	NN
Sie alle rieben, bügelten und schniegelten, drückten und zwickten, streichelten und hauchten, bliesen und stießen an dem Jüngling herum, bis er endlich schön wie Adonis aus den dunklen Wellen des Bades stieg.	NN
Ganz zuletzt, als die andern schon alle wieder fort waren, kam noch eine Fee, die blieb auf der Schwelle der Hütte stehn und wollte ihren Namen nicht sagen, auch nicht, welche Gabe sie bringe.	reported;indirect
Dabei war sie verschleiert, und man wußte nicht, was man mit ihr anfangen sollte.	IS
Zuletzt wurde sie weggewiesen.	NN
» Wer mag denn wissen, « sagte die Witwe, » ob es auch eine wirkliche Fee ist.	DS
Es gibt soviel herumstreichendes Gesindel, das sich allerlei Namen gibt.	DS
Warum hat sie denn nicht den Zweck ihres Kommens genannt?	DS
Übrigens du bist jetzt vollkommen schön, und wir haben auch weiter keine Fee nötig.	DS
Jetzt kleide dich in die neuen Kleider, die ich schon besorgt habe, und melde dich bei der Oberhofmeisterin der Prinzessin.	DS
Es ist gerade heute Annahmetag. «	DS
Als die Prinzessin ihn sah, rief sie: » Ach, was für ein schöner Mann!	DS
Was für ein schöner Mann! «	DS
Die Oberhofmeisterin winkte ihr aber, still zusein, setzte ihre große Brille auf und betrachtete ihrerseits den Ankömmling.	NN
» Es ist wahr, « sagte sie, » es ist ein hübscher Junge; allein Ihro Hoheit werden sich besinnen, daß Sie mir versprochen haben, keinen Mann für vollkommen schön zu erklären, den ich nicht auch dafür erkläre. «	DS
