text	stwr
So schneidend war es ihm noch nicht in die Seele eingegangen, welch große Verantwortung er auf sich nehme durch die Verheiratung in so Ungewissen Tagen, als jetzt, wo die Kanonen ihm zum Altare läuteten.	IS
Die Braut an seiner Seite hatte nicht geweint; die roten Wangen des Bauernmädchens waren blaß geworden, aber sie stand fest und heftete den Blick voll Zuversicht unverwandt auf denGeistlichen.	NN
» Ihr werdet's vielleicht Kindern und Enkeln noch erzählen, « sprach der Pfarrer, » daß der 14. Juli 1760, ein Tag der Angst, euer Hochzeittag war.	DS
Da, werdet ihr sagen, war kein lustiger Tanz, kein fröhliches Schmausen, die Franzosen spielten zur Hochzeit auf im tiefsten Baß, und den Spielleuten selber brachte es wohl gar den Tod.	DS
Aber Heil euch, wenn ihr dann hinzufüget:	DS
In Sorgen begannen wir den Ehestand, darum ist es nachgehends so hell und fröhlich geworden in unserem Hause.	DS
Zuerst erkannten wir die schweren Pflichten des eigenen Herdes, dann schmeckten wir dessen stille Süßigkeit.	DS
Stehet fest!	DS
Kummer und Trübsal sind groß, aber ein treues Weib macht uns eitel Freude daraus. «	DS
Der Stadtpfeifer hatte aufgehorcht bei diesen Worten.	RP
Er war ernst von Aussehen und doch eine leicht gefugte Seele, bei der es gar flink von einer Tonart in die andere überging.	NN
Wer von der Musik leben muß, der wird das rasche Modulieren gewohnt.	NN
So verließ ihn auch bei dieser Ansprache plötzlich das qualvolle Zagen.	RP
Er blickte auf seine Christine, wie sie so mutig dastand, und eine helle Freude durchleuchtete sein Gemüt; und weil just die Kanonen doppelt stark brummten, war es ihm, als sei er ein Fürst, und als donnerten da draußen die Jubelsalven, weil der Priester Christinens Hand in die seine legte.	NN
Als der Hochzeitzug die Kirche verließ, schwirrte und summte schon das ganze Dorf wie ein gestörter Bienenstand.	NN
Ganz Ebersbach war vor Schreck toll geworden.	NN
Es waren Fronhäuser Fuhrleute gekommen, die erzählten, heute noch müsse das Dillenburger Schloß fallen; morgen stünden die Franzosen in Ebersbach; denn auch General Chabot rücke jetzt von Siegen und Graf Guerchy von Hachenburg gegen die Dill herab,– da werde es Einquartierung geben, Erpressung, Plünderung,– wenn man so einem verfluchten Franzosen nicht die Perücke mit Goldstaub pudere, die Stiefel mit Mandelöl schmiere und das Gewissen mit Kronenthalern, dann schlage er das ganze Haus zusammen.	IS
Auf diese Botschaft hin gingen die wenigen Hochzeitgäste durch, ohne Abschied, als wären sie nicht bloß Nassau-Oranier, sondern wirkliche ganze Holländer gewesen.	RP
Und wenn sie sich nun auch gewaltsam zum Schmause niedergelassen hätten!	NN
Die Stühle würden mit ihnen davongelaufen sein, so wirbelte die Angst in den armen Teufeln.	NN
Im Hause der Braut, einem stattlichen Bauernhause, stand ein langer Tisch gedeckt, der des Morgens, als die Gäste warmes Bier– die Brautsuppe– vor dem Kirchgange genossen hatten, noch dicht besetzt gewesen war.	NN
Jetzt fand sich niemand an der Tafel ein, als das Paar und der Vater der Braut, und wer sonst zur Verwandtschaft gehörte.	NN
Selbst der Pfarrer blieb zu Hause, und der Küster kam nur, um sich seinen Braten und Kuchen und sein Geldgeschenk heimzutragen, bevor sich die Franzosen an den gedeckten Tisch setzten.	NN
Der alte Hans Schneider, der Vater der Braut, ließ sich nicht merken, wieviel Unheimliches ihm eine solche Hochzeit vorbedeute.	RP
