text	stwr
Mühsam suchte er in seinem alten Kopf zusammen, wie es mit den beiden anderen gekommen war– wie sie liederlich und frech geworden waren, beinahe über Nacht, wie sie von Stufe zu Stufe gefallen waren, wie sie sich verkauft hatten um Geld und Geschenke.	RP
In weitem Bogen spuckte er aus.	NN
Pfui Deibel, nee, wie konnte er nur sein Lieschen mit diesen beiden vergleichen, für die ihm ein häßliches, gemeines Wort auf der Zunge schwebte.	FI
Vielleicht war sie krank oder hatte Verdruß im Geschäft, den sie ihm ersparen wollte, oder aber sie hatte wirklich einen gern, von dem sie etwa glaubte, daß es nichts mit ihm werden könne.	IS
Dummes Zeug.	FI
Er wollte ihr den Kopf zurechtsetzen.	FI
Für die war keiner so leicht zu gut, für die mußte eben werden, was sie sich wünschte.	FI
Dann plötzlich fielen ihm wieder die kostbaren Rosen ein, die sie Sonntag im Gurtband getragen hatte, und wie spät und verstört sie von Potsdam gekommen war, und welch einen seltsamen, heißen Blick sie gehabt.	RP
Spät war 's auch gestern nacht gewesen, da er sich schlafend gestellt, um ihr die Unruhe zu ersparen, sich bemerkt zu wissen.	RP
Wenn sie nur sprechen wollte, vielleicht, daß er helfen konnte!	FI
Was hätte er für seine Letzte nicht getan!	FI
Nur schlecht sollte sie ihm nicht werden, nur nicht schlecht!	FI
Das hätte er nicht überlebt.	NN
Was hatte er denn auf der Welt als sie!	FI
Ihre liebe, frische Jugend, ihre kindliche Güte, ihre Bravheit, die sein letzter Halt und Trost gewesen, Ersatz für alles, was das Schicksal ihm aufgepackt!	FI
Er setzte die Mütze wieder auf und verließ seinen Platz.	NN
Langsam, in schweren Gedanken, ging er durch das Brandenburger Tor, die Linden hinauf.	RP
Niemand sprach ihn an, niemand begehrte seine Dienste.	RP
Nahe der Kranzlerecke blieb er einen Augenblick stehen und blickte in das Menschengewühl, das sich von Ost nach West die Linden hinauf und hinunter schob und drängte, und von Nord nach Süd und umgekehrt durch die schmale Friedrichstraße.	NN
Verächtlich krausten sich seine Lippen über dem zahnlosen Mund, wenn er den geschminkten und gefärbten Damen und Dämchen nachsah, die mit lang nachschleppenden Kleidern, eine Wolke von Moschus oder Patschuli hinter sich lassend, mit den lüsternen Augen nach Beute spähend, durch die Menge fegten.	NN
Wie lange würde es dauern, bis er seine beiden Ältesten so sah, bis die Türen, die ihre Liebhaber ihnen geöffnet, sich hinter ihnen schlossen, und sie auf die Straße angewiesen waren.	FI
Und Lieschen, sein liebes kleines Lieschen, war es auch schon bei dem ersten Schritt angelangt, der zu dem grauenvollen, ekelerregenden Wege führte?	FI
Nein, das nicht, nur das nicht.	FI
Das Herz krampfte sich ihm zusammen.	NN
Kalter Frost schüttelte ihm die Glieder.	NN
Er wurde bleich bis in die schmalen Lippen und mußte sich einen Augenblick an der blanken Messingstange vor dem großen Ladenfensterhalten; der Boden unter den Füßen schwankte ihm.	NN
Nachdem er ein wenig Halt gewonnen, fiel ihm ein, daß er heute noch keinen Happen zu Mittag gegessen hatte.	IS
Ein schwaches Lächeln huschte über sein verfallenes Gesicht.	NN
Daher auch war ihm so wunderlich zu Mut.	NN
