text	stwr
Oder: Einen ordinären haben sie nicht gehabt, da hab' ich einen besseren genommen!	DS
Aber– fiel mir noch rechtzeitig bei– mit einer Lüge machst du dein Christopfer nicht wett; die Wahrheit kannst zwar auch nicht sagen, wenn du nicht als ein unerhört dummer Junge dastehen willst.	DS
Da laß es lieber auf ein zweites Wunder ankommen.	DS
» Anderl! « sagte ich sehr laut, » die acht Kreuzermöchtest mir wohl schenken zum Botenlohn. «	DS
» Ich werde dir schon einmal was schenken, « antwortete der Alte, » meine Gicht, wenn du magst.	DS
Aber die acht Kreuzer brauch' ich selber.	DS
Gib sie nur her. «	DS
» Anderl, ich hab' sie nicht, mein Sack hat ein Loch. «	DS
» Ah so, verzettelt hast sie, « sagte der Alte, » na, nachher kannst mir sie freilich nicht geben. «	DS
Er klopfte sich die Pfeife aus, und abgetan par 's.	NN
Ein Loch hatte mein Sack wohl, sonst könnte man nichts aus- und eintun, aber redlich war 's nicht von mir und mein festes Vornehmen war, dem Einleger seine Sach' zu vergüten, sobald als möglich.	NN
Sobald als möglich!	FI
Woher denn nehmen?	FI
Wie ein Stabsoffizier, so stak ich jetzt mitten in Schulden und der Silberzwanziger lag im Kirchenschatz und rührte sich nicht.	NN
Nach Neujahr hub wieder die Schule an, die ich auf ein paar Wochen besuchen durfte.	NN
Allein ich ging nicht auf geradem Wege zu ihr, sondern auf weiten Umschlichen durch die Wildgärten.	NN
Der gerade Weg führte nämlich am Krämer vorbei.	NN
Dieser stand wohl einmal vor dem Schulhause, als ich eintrat, schaute mich auch so ein wenig krumm an, sagte aber nichts, und ich trachtete, daß ich ihm aus den Augen kam.	RP
Da war es eines Tages nach der Schule, daß mir der Lehrer auftrug, ich sollte in den Pfarrhof gehen, der Hochwürdige hätte etwas mit mir zu sprechen.	IS
– Jetzt!	DS
dachte ich, jetzt geschieht das Wunder!	DS
–	DS
Er gibt das Geld zurück.	DS
Doch der Pfarrer, als ich vor ihm stand, machte nicht jenes Gesicht, wie man es hat, wenn man Geld zurückgeben will.	NN
Sehr strenge blickte er mich an, daß ich gleich wie ein armer Sünder meine Augen zu Boden schlug.	NN
Peter , « sagte er endlich mit einem Gemisch von Ernst und Güte, denn er war mir sonst nicht schlecht gewogen.	DS
» Peter, mache jetzt keine Geschichten.	DS
Gib die Pfeife her! «	DS
» Die Pfeife? « fragte ich ganz treuherzig.	DS
» Gib sie nur her und leugne nicht!	DS
Du rauchst! «	DS
» Nein, Herr Pfarrer! «	DS
» Ich habe einstweilen deinem Vater nichts gesagt.	DS
Wenn du das Zeug willig hergibst und mir versprichst, das Laster sein zu lassen, so braucht's das Schlagen nicht. «	DS
» Ich tu' aber nicht rauchen! « rief ich laut.	DS
Da hob er den Finger und sagte: » Aufs erste ein zweites Laster!	DS
Mich, deinen alten Katecheten, belügen?	DS
– Du bist verraten. «	DS
» Wer hat's gesagt? « begehrte ich auf.	DS
» Ber Krämer selber, bei dem du den Tabak holst und schuldig bleibst. «	DS
Hellauf gelacht habe ich jetzt, und nachher sachte angefangen zu weinen.	NN
» Also, siehst du?	DS
Siehst du 's jetzt ein? « fragte er fast freundlich.	DS
Nun mußte freilich alles heraus.	NN
» Den Tabak beim Krämer habe ich nicht für mich gekauft, sondern für den Einleger Anderl, der hat mir wohl einen Silberzwanziger mitgegeben. «	DS
