text	stwr
Der Graf fragte:	NN
» Was hast du denn? «	DS
Arkadij aber antwortete:	NN
» Verzeihung, ich bin auf dem Teppich ausgeglitten. «	DS
Der Graf witterte wohl etwas:	NN
» Paß auf, daß es kein Unglück gibt! «	DS
Arkadij war es ober schon so zumute, daß er nicht mehr an Glück und Unglück dachte.	RP
Als er den Befehl hörte, mich als heilige Cäcilie einzukleiden, verging ihm Hören und Sehen.	IS
Er nahm das Lederfutteral mit dem Rasierbesteck und ging hinaus.	NN
Achtes Kapitel	NN
Er kommt zum Bruder des Grafen.	NN
Vor dem Spiegel brennen schon die Kerzen, und auf dem Tische liegen wieder zwei Pistolen und daneben Dukaten, aber nicht zwei, sondern zehn, und die Pistolen sind diesmal mit tscherkessischen Kugeln geladen.	NN
Der Bruder des Graten sagt:	NN
» Ich habe gar keinen Pudel, verlange von dir aber folgendes: richte mich so her, daß ich ein mutiges Aussehen bekomme.	DS
Du kriegst dafür zehn Dukaten; wenn du mich aber schneidest, bist du auf der Stelle tot. «	DS
Arkadij überlegte sich die Sache und machte sich plötzlich daran,– Gott allein weiß, was über ihn gekommen war,– den Bruder des Grafen zu frisieren und zu rasieren.	reported;indirect
Im Nu war er mit seiner Arbeit fertig, steckte das Geld in seine Tasche und sagte:	NN
» Leben Sie wohl. «	DS
Jener antwortet:	NN
» Geh!	DS
Ich möchte aber nur das eine wissen:	DS
wie hast du dich dazu entschließen können? «	DS
Arkadij aber sagt:	NN
» Warum ich mich dazu entschlossen habe, das weiß nur mein Herz in der Brust. «	DS
» Oder bist du vielleicht kugelfest oder kennst irgend einen Zauber, so daß du selbst die Pistolen nichtfürchtest? «	DS
» Die Pistolen sind das wenigste, an die habe ich gar nicht gedacht. «	DS
» Was?	DS
Wagtest du denn zu denken, daß das Wort deines Grafen mehr gilt als das meinige und daß ich dich, wenn du mich schneidest, nicht erschieße?	DS
Wenn du nicht kugelfest bist, so wärest du auf der Stelle tot. «	DS
Als Arkedij den Namen seines Herrn hörte, fuhr er zusammen und sagte wie aus dem Schlafe:	RP
» Ich bin nicht kugelfest, Gott hat mir aber Vernunft verliehen: noch eh du die Hand nach der Pistole ausstrecktest, hätte ich dir mit dem Rasiermesser die Gurgel durchschnitten. «	DS
Mit diesen Worten stürzt er hinaus und kommt ins Theater noch gerade zur rechten Zeit, um mich herzurichten.	RP
Er zittert am ganzen Leibe, und wie er sich über mich beugt, um eine Locke zu wickeln, flüstert er mir zu:	NN
» Hab nur keine Angst, ich werde dich entführen. «	DS
Neuntes Kapitel	NN
Die Aufführung gelang vortrefflich, denn wir alle waren gut abgerichtet und alle Ängste und alle Marter gewohnt.	NN
Wir machten unsere Sache so gut, wie wenn wir aus Stein wären, so daß niemand sehen konnte, wie uns dabei zumute war.	NN
Wir sahen von der Bühne aus den Grafen und seinen Bruder:	NN
sie waren einander sehr ähnlich.	NN
Selbst als sie hinter die Kulissen kamen, konnte man sie schwer voneinander unterscheiden.	NN
Der unsrige war aber auf einmal ganz still und sanft geworden.	NN
So war er immer vor seinen grausamsten Wutausbrüchen.	NN
Wir zittern alle und bekreuzigen uns:	NN
» Herr, errette uns und sei uns gnädig!	DS
Wen wird diesmal sein Zorn treffen? «	DS
Wir wußten noch nichts von der verzweifelten Tat Arkaschas; er selbst aber wußte natürlich, daß er keine Gnade zu erwarten hatte und erbleichte, als der Bruder des Grafen ihn anblickte und unserm Grafen etwas zuflüsterte:	reported;indirect
Ich hatte aber scharfe Ohren und hörte, was er ihm sagte:	NN
