text	stwr
» Ich werde selbst hingehn müssen und fürliebnehmen mit dem, was man mir anzubieten wagt!	DS
Das Leben ist brutal, Amalie!	DS
Verflucht!	DS
Wenn man wenigstens einen Rock zum Ausgehen hätte! «	DS
Sein Tenor war jetzt übergeschnappt, er hatte sich wieder lang über das Sofa zurückgeeselt.	NN
Große Pause...	NN
Die Dächer draußen hatten sich allmählich braun gefärbt.	NN
Die Sonne an dem großen, runden Schornstein drüben war verblichen.	NN
Frau Thienwiebel fing jetzt hinten in ihrer Ecke zu husten an.	NN
» Herr Gott, Niels!	DS
Ich muß ja inhalieren!	DS
Da, nimm doch mal das Kind! «	DS
» Natürlich!	DS
Auch noch Kinderfrau!	DS
Oh, ich reiße Possen wie kein anderer!	DS
Was kann ein Mensch auch andres tun als lustig sein?	DS
Still, Krabbe !! «	DS
Der kleine Krebsrote schwieg wieder.	NN
Er war noch nie so verblüfft gewesen.	NN
» Da!	DS
Nimm 's!	DS
Kau's!	DS
Friß!	DS
Verschluck's! «	DS
Der große Thienwiebel hatte es jetzt sogar über sich gewonnen, seinem ungeratnen Sprößling auch den Schnuller in den Mund zu stopfen.	NN
Mehr war unmöglich zu verlangen!	NN
Amalie hatte unterdessen die Ofenröhre aufgemacht und entnahm ihr jetzt einen kleinen, grünglasierten Kochtopf.	NN
Ein nach Salbei duftender Brodem entstieg ihm.	NN
Nachdem sie dann noch das kleine Geschirr neben den Ofen auf einen Stuhl und sich selbst auf die Fußbank davor gesetzt hatte, machte sie jetzt ihren Mund auf und atmete das heiße Zeug langsam ein.	NN
Der große Thienwiebel, der sich unterdeß mit seinem impertinenten kleinen Krebsroten auf die Tischkante plaziert hatte, sah ihr nachdenklich zu.	NN
» Hm!	DS
Weißt du, Amalie? «	DS
» Hm ?? «	DS
» Weißt du?	DS
Wir haben eigentlich eine ganz falsche Methode, das Kind zu nähren, Amalie! «	DS
» Ach was! «	DS
» Ich sage, eine Methode!	DS
Eine	DS
verkehrte	DS
Methode, Amalie! «	DS
» Aber... «	DS
» Verlaß dich drauf!	DS
Eine unnatürliche, Amalie! «	DS
» Ja, du lieber Gott... «	DS
» Eine unnatürliche...	DS
Wir sollten das Kind nicht mit der Flasche tränken! «	DS
» Nich?	DS
Na, womit denn sonst? «	DS
» Du selbst solltest es eben tränken! «	DS
» Ich? «	DS
» Gewiß, Amalie! «	DS
»Ach, lieber Gott!	DS
Ich!	DS
Selbst! «	DS
» Nun!	DS
Warum nicht? «	DS
» Ich ??	DS
Bei meiner schwachen, kranken Brust jetzt? «	DS
» Ach was!	DS
Das bildest du dir ja nur ein, Amalie!	DS
Ich sage dir, du bist völlig gesund.	DS
Du bist völlig gesund, sage ich!	DS
... Übrigens: ein Kind kann ein für allemal nur dann gedeihen, wenn es die Mutter selbst säugt. «	DS
Herr Thienwiebel war jetzt ganz eifrig geworden.	NN
Seine Langeweile von vorhin schien er völlig vergessen zu haben.	RP
Er schien es sogar nicht bemerkt zu haben, daß dem kleinen zappelnden Wurm auf seinen Knien der Schnuller wieder heruntergekullert war.	IS
» Verlaß dich drauf, Amalie!	DS
Ich sage, die natürlichste Methode ist immer die beste!	DS
Denk' doch mal: was sollten denn sonst die Negerweiber anfangen!	DS
Sie haben keine Flaschen!	DS
Sie nähren eben ihre Kinder selbst, siehst du... und, und– nun ja!	DS
Und sie gedeihen dabei!	DS
Gedeihen!	DS
Na? «	DS
» Ja, Niels, aber ich bin doch kein Negerweib! «	DS
Der große Thienwiebel lächelte überlegen.	NN
» Ja nun, du mußt... hehe!	DS
Du mußt mich eben verstehn, Amalie!	DS
He! «	DS
Amalie hatte sich wieder tief über ihren Salbeitopf gebückt.	NN
» Ich wollte dir damit eben nur durch ein... ein... nun!	DS
sagen wir durch ein Beispiel, andeuten, daß das Natürlichste immer das Vernünftigste ist.	DS
Ich sehe eben durchaus nicht ein, warum die Negerweiber etwas vor uns voraushaben sollten! «	DS
» Aber sie sind gesund! «	DS
