text	stwr
Jeder glaubt sie für sich zu haben.	IS
Es giebt so viele Naturwahrheiten, als es Menschen giebt, denn jeder Einzelne steht der Natur besonders gegenüber, und auf jeden Einzelnen macht sie einen besondern Eindruck, der selbst bei diesem Einzelnen, nach seiner Entwicklung und seinen Stimmungen, von einem Tage zum andern dem Wechsel unterworfen ist.	NN
Wie es in dem Goethischen Gedichte heißt:	NN
Du nun selbst!	DS
Was felsenfeste Sich vor dir hervorgethan, Mauern siehst du, siehst Paläste Stets mit andern Augen an.	DS
Dem sozialistischen Arbeiter erscheint die Natur anders als dem Fabrikherrn, den: Trauernden anders als dem Fröhlichen, dem Maler anders als dem Dichter.	NN
Jeder zeichnet sie, wie sie sich in ihm wiederspiegelt, und jedes Bild ist naturwahr, obgleich die Bilder unter sich nicht die mindeste Ähnlichkeit haben.	NN
Das Auge des Lumpensammlers, der zwei Betteljungen auf der Straße liegen sieht, sich den Mund vollkröpfend mit Trauben und Melonenschnitten, bleibt auf ihren Lumpen und ihrem widerwärtigen Schmutze haften; Murillo sah sie mit den Augen des Malers und schuf ein entzückendes Bild.	NN
Könnte der Lumpensammler mit Farbe und Pinsel hantiren, er würde mit Vorliebe das malen, was er begreift: die Lumpen, den Schmutz, die Freßgier, und Hütte in jenen Betteljungen nur den Stoff zu einem abstoßenden und ekelerregenden Gemälde gefunden, denn für das, was Murillo in ihnen sah: die leuchtenden Augen, die Lebensfreude, nicht Freßgier, sondern die volle Behaglichkeit des Genusses hätte ihm der Blick gefehlt, wie umgekehrt Murillo kein Auge hatte für das, was jenem als das einzig Charakteristische erschienen wäre.	RP
Welches der beiden Bilder ist nun das richtige?	NN
Ich gebe zu: keines; die absolute Wahrheit würde in der Verschmelzung liegen.	NN
Anzengruber will diese absolute Wahrheit; er will, wie Herr Dr.	IS
Brahm sagt, nichts von anßen hineintragen, keine Idealisirung, keine geistreiche Tendenz.	IS
Aber in dem Bestreben, das alles gewaltsam abzuwehren, liegt die Gefahr, es auch in den Fällen nicht zu sehen und zu beachten, wo es wirklich vorhanden ist, sondern die andre Seite nur um so stärker hervortreten zu lassen, und statt der konventionellen Lügen des Idealismus erhalten wir die konventionellen Lügen des Naturalismus, statt des Bildes vou Murillo ein Bild des Lumpensammlers.	NN
Was ist vorzuziehen?	NN
Auch Anzengruber kann die Welt nur so zeichnen, wie sie ihm selbst erscheint, und ich habe das Gefühl, als ob sie ihm zuweilen recht verzerrt erschienen sei.	IS
Jeder ist eben den stets	NN
vorhandenen Irrungen seines Auges unterworfen; der beobachtende Astronom unterläßt nicht, für das eigne Auge die konstante Fehlergröße zu ermitteln, und berichtigt darnach seine Beobachtungen.	NN
Wenn wir nur auch für die lebendige Welt um uns unsre Beobachtungsfehler ermitteln und unsre Beobachtungen darnach berichtigen könnten!	NN
Unsern großen Dichtungen ist nicht der Vorwurf zu machen, daß sie nicht naturwahr, also nicht naturalistisch seien.	IS
Der nach durchaus neuem tastende moderne Naturalismus ist dadurch gezwungen, Stoffe und Menschen andern Regionen zu entnehmen, an die bis jetzt keine Künstlerhand gerührt hat, äußerlich und innerlich, seelisch genommen; sein Weg fuhrt ihn demnach nicht auf die Höhen der menschlichen Gesellschaft, sondern in ihre Tiefen, in die ganz versumpften oder in die Versumpfung hinabreichenden Kreise.	NN
