text	stwr
Er wurde aber abgewiesen, da Tezel, der sich offenbar widersprach und auf die stets nötige „ hilfreiche Hand " hinwies, die unentgeltliche Verabfolgung des Ablasses verweigerte.	RP
Hierdurch erhielt des Myconius gläubiges Vertrauen den ersten empfindlichen Stoß.	NN
Weitere Zweifel und die Besorgnis um das Heil seiner Seele veranlaßten ihn, wie vor ihm Luther, ins Kloster zu gehe ».	NN
Das kurz zuvor in Annaberg erbaute stattliche Franziskanerkloster bot die beste Gelegenheit.	NN
Im Juli 1510 überschritt er, eigentlich ohne Wissen seiner Eltern, indem er also Gott mehr gehorchen wollte, als den Menschen, die heilige Schwelle und wurde ein ebenso eifriger Mönch, wie er ein tüchtiger Lateinschüler gewesen war.	RP
Er setzte im Kloster seine Studien fort und forschte nun nicht mehr bloß im Aristoteles, sondern auch im Alexander von Hales, Bonaventura, Augustinus und in andern heiligen Büchern.	NN
Hatte er gleich in der ersten Nacht seines Aufenthalts im Kloster einen ihm bedeutungsvoll scheinenden Traum gehabt, über den er später in dem erwähnten Briefe an Paul Eber ausführlich berichtete, und den er sich anfangs in Hinsicht auf sein klösterliches Leben auslegte, so fühlte er doch bald, daß auch dieses ihm den gehofften Frieden nicht gewähren könnte.	RP
Den Mönchen, bei denen er schon in Ansehen stand, da sie ihn wegen seiner Gelehrsamkeit zum Vorleser erwühlt hatten, mochte er seinen Seelenzustand nicht offenbaren.	RP
Wie ein Faust, des Studirens müde, wählte Mönch Franziskus, wie er sich nannte, andre Beschäftigungen, malte Initialen aus und griff zu Spaten und Beil, um körperliche	RP
Arbeiten zu verrichten.	NN
Im Annaberger Kloster scheint er übrigens nur sein Noviziat durchgemacht zu haben und dann nach Leipzig und weiter versetzt worden zu sein.	NN
Wenigstens finden wir ihn 1516 in Weimar, wo er zum Priester geweiht wurde.	NN
Auch hier muß er bald einen gewissen Ruf erlangt haben; denn die beiden Fürsten des Sachsen-Ernestinischen Hauses, die Herzoge Johann der Beständige und dessen Sohn, Johann Friedrich der Großmütige, wohnten nicht nur seiner ersten Messe bei, sondern trugen auch deren Kosten.	NN
In demselben Jahre wurde er auch Prediger, hielt sich aber alssolcher, wie er erzählt, lieber an die Kirchen- und Heiligengeschichte, als daß er päpstliche Verordnungen auslegte.	IS
Als aber dann Luther auftrat, war Myconius sofort einer seiner entschiedensten Anhänger.	NN
„ An Luther schloß ich mich — bekennt er freudig — gleich im Jahre 1517 mit Leib und Seele zum Bekenntnis der Lehre Christi an. "	DS
Wegen dieser freien Richtung wurde er nun sieben Jahre lang von den Mönchen hart bedrängt, ja mit lebenslänglichem Kerker bedroht, wie man einen Eisenacher Mönch, Johannes Hiller, solcher kirchenfeindlichen Gesinnungen halber in der That bis zu seinem Tode im Kloster gefangen gehalten hatte.	RP
Von diesem evangelischen Märtyrer spricht sogar Melanchthon in seiner Apologie.	RP
Nach demselben Eisenach wurde nun auch Myconius geschickt, damit er den Kerker mit eignen Augen sehen möchte, darauf nach Leipzig und dann in sein Annaberg.	NN
Im herzoglichen Sachsen regierte damals ein erbitterter Feind Luthers, Georg der Bärtige.	NN
Und in Annaberg soll Franziskus wirklich achtzehn Wochen in klösterlichem Gewahrsam gehalten worden sein.	NN
Doch gelang es ihm zu entfliehen.	NN
Ein Bergmeister in der Nachbarstadt Annabergs, in Buchholz, Matthäus Busch, ein treuer Anhänger der Lehre Luthers, half ihm, nach Zwickau zu entkommen, wo das Evangelium schon öffentlich gepredigt werden durfte.	RP
