text	stwr
» Es wird wieder nichts, « murmelte er, » immer dieselbe lastende Schwere! «	DS
Dann ging er, wie es seine Gewohnheit war, den schmalen Kopf leicht vornüber gebeugt, die Schultern etwas in die Höhe gezogen, einen kleinen Steig entlang, der von beiden Seiten mit scharf duftenden Balsaminen und Lattich eingefaßt war.	NN
Der Weg führte vom Hause fort bis an das niedere Staket am Ende des Gartens, von dem man an einem steilen Hang in die grüne Wiesenfläche hinabsah.	NN
In die lehmfarbig gestrichene Hinterthür des Hauses war eine Frau getreten, eine große, knochige Gestalt.	NN
Sie hatte die nicht mehr jungen Augen mit der Hand beschattet.	NN
Die schwere, graue Luft blendete sie.	NN
Sie sah dem Dahinschreitenden mit einem merkwürdigen Blick, halb mitfühlenden Verständnisses, halb anklagenden Vorwurfs nach.	NN
Als der Mann das Staket erreicht hatte, rief sie ihn mit einer Stimme an, deren Weichheit im schroffen Gegensatz zu der harten, eckigen Gestalt stand.	RP
Er wandte sich sogleich zurück.	NN
» Hans, willst Du nicht essen kommen?	DS
Die Suppe steht schon längst auf dem Tisch! «	DS
Sie wartete geduldig, bis er den Weg wieder zurückgelegt hatte.	NN
Jetzt war er an ihrer Seite auf der ausgetretenen Steinstufe, die zur Thüre hinaufführte.	NN
» Verzeih, Friederike– ich war wieder' mal in Gedanken. «	DS
Sie erwiderte nichts, sondern sah ihn nur wieder halb mitleidig wie einen Kranken von der Seite an.	RP
In dem kleinen, niedrigen Zimmer, in dem der Tisch gedeckt stand, war es erstickend schwül.	NN
Um die heiße Außenluft abzusperren, waren die Fenster geschlossen geblieben.	NN
Hans Hagen hatte das Gefühl, als ob er in ein künstlich durchglühtes Grabgewölbe träte.	IS
Er riß mit nervöser Hast beide Fensterflügel auf.	NN
Friederike sprach noch immer kein Wort.	RP
Zu dem Mitleid trat es jetzt wie staunende, kopfschüttelnde Verwunderung.	NN
Sie legte ihm die Suppe auf.	NN
Als er den Teller hastig und gedankenlos ausgelöffelt hatte, brach sie endlich das schwüle Schweigen.	RP
» Ein wahres Glück,Bruder, daß nächste Woche die Ferien anfangen. «	DS
Wahrhaftig ja «– er fuhr mit den Fingern über die feuchte, kräftig gebaute Stirn– » ich gönn 's den Kindern bei dieser Temperatur. «	DS
» Ich dachte nicht an die Kinder. «	DS
Sie stand auf, stieß mit einer ungeduldigen Bewegung den Stuhl hinter sich fort und verließ das Zimmer.	NN
Wenige Minuten später kam sie mit einer dampfenden Schüssel zurück.	NN
Hans saß noch genau ebenso da, über den Tisch ins Leere starrend, wie sie ihn verlassen hatte.	NN
Mit einem hörbaren Ruck setzte sie die Schüssel auf den Tisch.	NN
Dann legte sie dem Bruder Bohnen und ein großes Stück gekochtes Hammelfleisch auf den Teller.	NN
Er fing auch sogleich, ohne aufzublicken, zu essen an.	NN
Daß Friederike die Speisen nicht berührte, bemerkte er nicht einmal.	IS
Nach und nach stieg etwas wie unversöhnlicher Groll in dem Antlitz des alten Mädchens auf, und plötzlich in die dumpfe Stille hinein sagte sie mit einer seltsam veränderten Stimme, aus der alle Weichheit fortgelöscht schien:	NN
» Es muß anders werden, Hans– es muß– «	DS
Er erwiderte nichts und sah sie auch nicht an.	RP
Das machte ihr Mut.	NN
» Die Anna muß wieder fort! «	DS
Gott sei Dank, nun war's heraus, was sie seit Monaten mit sich herumgetragen hatte, und die Welt ging nicht aus den Fugen.	FI
