text	stwr
Es sei nicht gut danach zu forschen, sagte sie, es bedeute nichts Schlimmes, sie kenne das ebenso wie viele ihrer Stammesgenossen, man dürfe nur nicht fragen und sich nicht dagegen wehren, auch habe sie es immer für etwas Gutes und Heiliges gehalten, das sie vermissen würde, wenn es je einmal fehlen sollte.	IS
Als Kyrill die Tür der Wohnung hinter sich und Sara zuschließen wollte, fühlte er einen leichten Druck gegen das Holz und erst mit einer gewissen Anstrengung gelang es ihm, die Tür zuzuwerfen und den Schlüssel umzudrehen.	NN
Gleich darauf aber überzeugte er sich, daß er den Begleiter nicht hatte abschütteln können, denn das Echo ging beharrlich neben seinen Schritten her und ein heftiges Grauen überkam den Rittmeister, als seinen geschärften Sinnen ein Unterschied zwischen den eigenen und den Schritten des Verfolgers auffiel– den Gang Kyrills begleitete ein leises Klingeln der Sporen, dem Echo hingegen fehlte der Sporenklang.	reported;indirect
Die Liebe der beiden in dieser Nacht war ein Alpdruck für Kyrill, für Sara ein schwindelnder Sturz in den Abgrund der Leidenschaft.	NN
Es begann sogleich mit dem ersten Kuß:	NN
Sara fühlte den Boden nicht mehr unter den Füßen und mußte sich an Kyrill klammern, um nicht zu fallen, ihm aber griff eine körperlose Hand ins Haar und zog seinen Kopf langsam und stark mit immer erneutem zähen Druck von Saras Lippen zurück.	NN
Und später wußte Sara nichts mehr als ein Versinken, ein Stürzen, dann ein jähes Aufschrecken, um gleich wieder zu sinken, zu stürzen und aufzuschrecken.	RP
So empfand sie die Qual Kyrills nur undeutlich und entfernt wie in einem Traum und während sich Kyrill vor dem unsichtbaren Gegner immer wieder in den Sturm der Leidenschaft hineinrettete, flogen die Sinne der Zigeunerin über grüngoldne Wiesen hinweg, durch Blumenwälder und zwischen fallenden Sternen hindurch.	NN
Dann legte sich das Dunkel eines wunderbaren Schlafes um Saras Bewußtsein und Kyrill löste sich aus ihren Armen mit dem unbestimmten Entschluß, seinem mitleidlosen Verfolger standzuhalten und den ungleichen Kampf durchzukämpfen.	IS
Er brannte die Kerzen an und setzte sich auf das Sofa hinter dem Schreibtisch, um über die Mittel des Angriffs oder wenigstens der Verteidigung nachzudenken.	RP
Eine leichte Erschütterung zeigte an, daß auch schon der Besucher in der anderen Sofaecke neben ihm saß.	NN
Er bezwang seinen Schauder und begann zu überlegen.	RP
Es war Krankheit, es mußte Krankheit sein– vielleicht ein Fieber– und er legte seine Uhr vor sich hin und versuchte den Puls zu zählen.	FI
Kyrill war ungeübt und verstand es nicht richtig, doch mußte er merken, daß der Puls regelmäßig ging, eher sogar ein wenig matter als gewöhnlich, so daß von Fieber keine Rede sein konnte.	IS
Dann besann er sich darauf, wie sinnlos essei, einem Verfolger davonzulaufen– ihn aufsuchen müsse er, um ihn zu erkennen, zu stellen und anzugreifen.	IS
Er streckte rasch die Hand neben sich aus, fühlte aber nichts als den Stoff der Sofalehne und hörte sich selbst über seinen Fehlgriff lachen– im nächsten Augenblick aber fiel ihm ein, daß er in diesem Zustand der Angst und der Verzweiflung gewiß nicht lachen könne, und es müsse der Andere gewesen sein, der seine grobe körperliche Art des Angreifens verlache.	IS
