text	stwr
» Aber das wird ja gar nicht nötig sein, denn ich liebe dich, Mann «, sie nahm mich beim Kinn, » dummer Mann! «	DS
» Aber du willst nur mein sein unter Bedingungen, während ich dir bedingungslos gehöre– «	DS
» Das ist nicht gut, Severin «, erwiderte sie beinahe erschreckt; » kennen Sie mich denn noch nicht, wollen Sie mich durchaus nicht kennenlernen?	DS
Ich bin gut, wenn man mich ernst und vernünftig behandelt, aber wenn man sich mir zu sehr hingibt, werde ich übermütig– «	DS
» Sei 's denn, sei übermütig, sei despotisch «, rief ich in voller Exaltation, » nur sei mein, sei mein für immer. «	DS
Ich lag zu ihren Füßen und umfaßte ihre Knie.	NN
Das wird nicht gut enden, mein Freund «, sprach sie ernst, ohne sich zu regen.	DS
» Oh!	DS
es soll eben nie ein Ende nehmen «, rief ich erregt, ja heftig, » nur der Tod soll uns trennen.	DS
Wenn du nicht mein sein kannst, ganz mein und für immer, so	DS
will ich dein Sklave sein,	DS
dir dienen, alles von dir dulden, nur stoß mich nicht von dir. «	DS
» Fassen Sie sich doch «, sagte sie, beugte sich zu mir und küßte mich auf die Stirne.	DS
» Ich bin Ihnen ja von Herzen gut, aber das ist nicht der Weg, mich zu erobern, mich festzuhalten. «	DS
» Ich will ja alles, alles tun, was Sie wollen, nur Sie nie verlieren «, rief ich, » nur das nicht, den Gedanken kann ich nicht mehr fassen. «	DS
» Stehen Sie doch auf. «	DS
Ich gehorchte.	NN
» Sie sind wirklich ein seltsamer Mensch «, fuhr Wanda fort, » Sie wollen mich also besitzen um jeden Preis? «	DS
» Ja, um jeden Preis. «	DS
» Aber welchen Wert hätte zum Beispiel mein Besitz für Sie? «	DS
– Sie sann nach, ihr Auge bekam etwas Lauerndes, Unheimliches– » wenn ich Sie nicht mehr lieben, wenn ich einem andern gehören würde? «–	reported;direct
Es überlief mich.	NN
Ich sah sie an, sie stand so fest und selbstbewußt vor mir und ihr Auge zeigte einen kalten Glanz.	NN
» Sehen Sie «, fuhr sie fort, » Sie erschrecken bei dem Gedanken. «	DS
Ein liebenswürdiges Lächeln erhellte plötzlich ihr Antlitz.	NN
» Ja, mich faßt ein Grauen, wenn ich mir lebhaft vorstelle, daß ein Weib, das ich liebe, das meine Liebe erwidert hat, sich ohne Erbarmen für mich einem anderen hingibt; aber habe ich dann noch eine Wahl?	DS
Wenn ich dieses Weib liebe, wahnsinnig liebe, soll ich ihm stolz den Rücken kehren und an meiner prahlerischen Kraft zugrunde gehen, soll ich mir eine Kugel durch den Kopf jagen?	DS
Ich habe zwei Frauenideale.	DS
Kann ich mein edles, sonniges, eine Frau, welche mir treu und gütig mein Schicksal teilt, nicht finden, nun dann nur nichts Halbes oder Laues!	DS
Dann will ich lieber einem Weibe ohne Tugend, ohne Treue, ohne Erbarmen hingegeben sein.	DS
Ein solches Weib in seiner selbstsüchtigen Größe ist auch ein Ideal.	DS
Kann ich nicht das Glück der Liebe voll und ganz genießen, dann will ich ihre Schmerzen, ihre Qualen auskosten bis zur Neige; dann will ich von dem Weibe, das ich liebe, mißhandelt, verraten werden, und je grausamer, um so besser.	DS
Auch das ist ein Genuß! «	DS
» Sind Sie bei Sinnen! « rief Wanda.	DS
» Ich liebe Sie so mit ganzer Seele «, fuhr ich fort, » so mit allen meinen Sinnen, daß Ihre Nähe, Ihre Atmosphäre mir unentbehrlich ist, wenn ich noch weiterleben soll.	DS
Wählen Sie also zwischen meinen Idealen.	DS
Machen Sie aus mir, was Sie wollen, Ihren Gatten oder Ihren Sklaven. «	DS
» Gut denn «, sprach Wanda, die kleinen aber energisch geschwungenen Brauen zusammenziehend, » ich denke mir das sehr amüsant, einen Mann, der mich interessiert, der mich liebt, so ganz in meiner Hand zu haben; es wird mir mindestens nicht an Zeitvertreib fehlen.	DS
