text	stwr
580.	NN
Graf Stadion und das Uebelmännlein.	NN
Mündlich.	NN
Ist einmal ein Graf in Stadion(	NN
ştẽə	NN
) gewesen, der ging in die Fremde mit einer Kutsche und zwei Knechten, um die Welt zu durchreisen und das irdische Paradies zu suchen.	NN
Er war schon im siebenten Jahre fort, hatte Roß und Wagen verkauft, denn es kostete ihn was, das Reisen.	NN
Mit seinen zwei Knechten kam er in ein großes Holz, wo er sich verirrte.	NN
Da kamen sie auf einmal an eine mächtig hohe Mauer und wußten nicht, was dasbedeute.	IS
Befahl daher der Graf einem Knechte hinaufzusteigen und zu schauen, was Landes über der Mauer.	IS
Der aber, wie er droben war, hat nur zum Grafen herabgelächelt und ist auf's jenseitige Land hinuntergesprungen.	NN
Dachte der Graf:	NN
da ist's gewiß was Rares da drüben, hob daher seinem zweiten Knecht das Bein und sprach zu ihm:	DS
» Nickel!	DS
schnapp nicht hinunter, sag', was da drüben ist! «	DS
Doch der hat's gemacht wie der erste Knecht.	NN
Der Graf bemühte sich jezt bis zum Abend, an der Mauer hinanzuklettern; er hatte die Nägel von den Fingern gekrazt, allein all' sein Krabbeln war umsonst.	NN
Da sank er todtesmatt zusammen und wußte nicht wo aus und wo ein.	RP
Auf einmal sieht er hinter den Tannen ein Licht herfürschimmern und unser Graf hatte wieder frohen Mut.	NN
Er ging drauf zu, klopfte und es machte ihm ein altes Waldweiblein auf.	NN
Sagte das Weib: » Lieber Mann, macht, daß ihr fortkommt, mein Mann kommt bald heim und der ist ein Menschenfresser. «	DS
Der Graf bat inständig um Herberge.	RP
Dem Weib ging 's zu Herzen und sie sprach: » Ja, aber wenn ihr dableibt, muß ich euch verbergen; da schlüpft unter das Kautschenhenngatter!	DS
Aber ihr dürft keinen Mucker thun! «	DS
Der Graf verschwor, kein Husterlein zu thun und kroch unter die Kautsche zu den Hennen.	IS
Da kam das Waldmännlein und sprach: » Weib!	DS
ich schmecke Menschenfleisch.	DS
Her mit dem Kerle! «	DS
Sagte das Weib:	NN
» Gewiß, es ist Niemand da! «	DS
Da schnoberte er in der ganzen Stube umher, am Ofen, am Uhrenhäuslein, an der Kautsche( Pritsche).	NN
Da langt er auf einmal in das Hennengatter und der liebe Grafmuß, blaß wie unser Herrgott am Kreuz, hervorwandern.	NN
Sprach der Waldmensch:	NN
» So, so!	DS
seid 's ihr, Herr Graf von Stadion!	DS
Wenn ihr euer verbeintes Nebelglöcklein zu Stadion in den Federsee werfen wollt, so friß ich euch nicht und will euch Morgen früh bis acht Uhr nach Stadion bringen, denn um neun Uhr hat euer Weib mit einem Andern Hochzeit. «	DS
Entgegnete der Graf:	NN
» Ein Mann, ein Wort. «	DS
Der Waldmensch offerirte dem Grafen, daß er eigentlich das Nebelmännlein sei und daß ihn das verbeinte Nebelglöcklein nicht leiden könne, zumal esihn, so oft er dort Nebel machen wolle, an den Kopf schlage.	IS
Der Graf aß noch zu Nacht bei dem Nebelmännlein und des Morgens früh waren sie im Nu auf einer Nebelwolke nach Stadion gefahren.	NN
Der Graf konnte seinem Weib nur durch den Stahlring zeigen, daß er ihr Mannsei.	NN
Er war ganz verhaart und zerlumpt.	NN
Das Glöcklein aber ließ er in den Federsee versenken	NN
1	NN
.	NN
