text	stwr
Zur Königin geboren, eine Frau.	DS
Hier steht Rom uns wieder auf.	DS
Leibhaftig kennen möcht ich diese Frau,...... die Augen möcht ich sehn, Die den Verstand so königlich entsenden, Gestalt und Antlitz, das Gefäß, das ganze.	DS
Das solchen Geist umfaßt.	DS
Die sizilische Gotenniederlassnng am Vorgebirge Lilybäum hatte zu diplomatischen Verhandlungen zwischen Amalasunta und Justinian geführt, auf die im Laufe des Stücks wiederholt Bezug genommen wird, und in denen ans Zutun unsers Überweibs dem byzantinischen Löwen zu der Kuh, deren er sich mit Gewalt bemächtigt hatte, auch deren Kalb zu teil geworden war.	RP
Zum Besitz des von Belisar besiegten Vandalenkönigs gehörte auch das von Goten bewohnte Gebiet um Lilybäum, das Theoderichs Schwester, Amalafrida, ihrem Gatten, dem Vandalenköuig Trasamund, zugebracht hatte, und statt es darauf ankommen zu lassen, ob man imstande sein werde, dieses Gebiet einem Angriff Belisars gegenüber zu behaupten, hatte die Gotenkönigin das Land ohne weiteres preisgegeben.	NN
Sie sagt zu den beiden schweigsamen Gesandten, die den beiden Familienwäschen ohne eine Miene zu verziehn beigewohnt daheim	NN
Da euerm Kaiser das Vandalenreich Zu eigen ward, ist er nach röm'schem Recht Auch Herr von Lilybäum, Nach dem Recht Trat ichs ihm ab.	DS
Beide Gesandte werden in diesem Augenblick in ihrer Art beredt: Höchst weise, sagt Petrus und verbeugt sich.	reported;direct
Höchst gerecht, sagt Anastasius und verbeugt sich ebenfalls.	DS
Theodahad, ein junger, der königlichen Familie der Amalungen angehörender, von dem lieben Herrgott im Zorn der diplomatischen Karriere zugeteilter Mensch, ist eben mit den beiden Schweigsamen aus Byzanz zurückgekommen, wo er vom Kaiser empfangen worden ist und diesem einen Brief Amalasuntas gebracht hat, durch den die obenerwähnten anerkennenden Worte:	NN
Zur Königin geboren, eine Frau usw. veranlaßt worden waren.	DS
Es folgt bis zum Ende des ersten Akts eine Reihe von Szenen und Auftritten, die szenisch zu dem Gelungensten gehören, was Wildenbruch geschrieben hat, und die allein genügen würden, sein merkwürdiges, geradezu divinatorisches Verständnis für szenischen Effekt an den Tag zu legen.	RP
Wie Amalasunta, die einen Cassiodor zur Hand hatte, auf den unglücklichen Gedanken gekommen ist, statt seiner ein Idealschaf wie Theodahad an den durch seine diplomatischen Künste berühmten und berüchtigten Hof von Byzanz zu schicken, wird uns nicht gesagt.	IS
Der gute Theodahad war in Byzanz und hat von da ein mit blinder Bewunderung für den Kaiser und alles byzantinische Wesen erfülltes Herz zurückgebracht.	NN
Er ist von Justinian zum Patrizier ernannt worden, eine für einen Amalungen offenbar mehr als zweifelhafte Standeserhöhung, und erscheint auch in Ravenna im byzantinischen Staatskleide, was ihm von dem Grauschimmel Triguilla die Frage zuzieht:	RP
Bist du die Königin?	DS
Theodahad:	NN
Was soll dieFrage?	DS
Triguilla:	NN
Weil dir ein Weiberrock am Leibe hängt.	DS
Amalasunta, der einer der beiden Schweigsamen auf den etwas barschen Befehl hin:	NN
Das Bild zeig her!	DS
ohne ein Wort zu sagen, aber mit tiefer Verbeugung ein „ kleines, rundes, in goldnem Rahmen gefaßtes Bild " des Kaisers überreicht, examiniert nun ihren Botschafter über seine Eindrücke, speziell über Justinians Erscheinung.	reported;direct
Hier zieht Wildenbruch oder richtiger gesagt Theodahad alle Schleusen seiner poetischen Beredsamkeit auf:	NN
man sucht nach einem Tisch, auf den man steigen kann, um nicht im ersten Anlaufe weggeschwemmt zu werden.	DS
