text	stwr
Kaum saß sie da, als sie heftig zu schluchzen begann.	NN
Was ist dir denn, Kleine? « fragte ich sie.	DS
» Nun? «	DS
Sie aber gab keine Antwort.	RP
Ich wartete geduldig.	NN
Dann fragte ich nochmals, ganz ohne Unruhe im Ton: » Nun–? «	DS
Sie nahm ihr Taschentuch und trocknete ihre Tränen.	NN
» Spielen Sie einen Walzer, irgend etwas Lustiges, dann werde ich's Ihnen erzählen... «	DS
Ich begab mich zum Piano und schlug die Tasten an.	NN
Schon bei den ersten Akkorden hörte ich ihre Stimme neben mir.	RP
» Er liebt mich nicht «, sagte sie tonlos.	DS
Ich hielt im Spiel inne und sah sie mit einem überraschten Blicke an, der eigentlich nicht so ganz aufrichtig war, da ich auf einen Bericht dieser Art vorbereitet war.	NN
» Spielen Sie weiter«, sagte sie traurig.	DS
» Ja, aber einen Walzer kann ich jetzt nicht spielen «, entgegnete ich, um uns beide mit einem Scherze über den peinlichen Moment hinwegzubringen– und intonierte einen Trauermarsch...	DS
Ich wollte, ich hätte ihn damals nicht gespielt– heute quält mich der Gedanke daran inlächerlicher, abergläubischer Weise.	reported;indirect
Die Kleine sprach weiter: » Er muß eine andere haben «, sagte sie, » denn ein übers andere Mal rief er heute aus:	DS
› Du bist doch nicht wie sie– nicht wie sie– ‹	DS
Und dann, als ich ihn ganz ängstlich küßte, sah er mich an– so von oben herab– und sagte: › Geh, siehst du nicht, daß du mich störst? ‹	DS
Ich war erstarrt, er aber schrieb weiter, sein Gesicht war gerötet, und seine Augen glänzten.	DS
Nach einer Weile sah er sich um und sah mich noch immer dastehen.	DS
› Noch immer? ‹ fragte er; da ging ich. «	DS
» Was glaubst du eigentlich? « fragte ich.	DS
Sie zuckte nur die Achseln.	NN
» Ich will es dir sagen «, fuhr ich fort, » wenn du mich auch anfänglich nicht verstehenmagst.	DS
Du hast keine Nebenbuhlerin aus Fleisch und Bein–, jene andere, von der du da sprichst– lebt gar nicht und ist nur eine Einbildung unseres Freundes Ypsilon. «	DS
Sie starrte mich an.	NN
» Ich kenne ihn «, sagte ich, » und weiß, daß er verrückt ist! «	DS
Auf ihrem Antlitz las ich das Erstaunen über die Ruhe, mit welcher ich diese Wahrheit aussprach.	RP
» Es ist nicht das erste Mal, daß er sich in seine eigenen Phantasiegebilde verliebt.	DS
Laß ihn zu Ende kommen mit seinem Gedicht, laß es ihn ins Pult werfen, und der Spuk ist wieder verschwunden. «	DS
» Da muß man ja Angst vor ihm haben! « rief sie aus.	DS
Das eben nicht «, entgegnete ich, » aber schon das eine oder andere Mal habe ich daran gedacht, wie sehr es seiner Liebe zu dir zustatten käme, wenn du ihm erklärtest:	DS
› Mein süßer Ypsilon, ich existiere ja eigentlich nicht, ich habe mich davongestohlen aus einem Märchen, und diese holde Wirklichkeit in deinen Armen ist nur ein Traum... ‹ «	DS
» Wie? « fragte sie.	DS
Sie verstand michkaum.	RP
» Nun, ich will dir nur erklären, daß du keinen vernünftigen Grund hast, eifersüchtig zu sein.	DS
Laß ihn arbeiten, noch zwei, drei Tage, dann wird er selber zu dir kommen und dich bitten, wieder die Alte zu sein.	DS
Verlaß dich auf mich ! «	DS
» Er ist also ein halber Narr! « rief sie aus.	DS
» Ein halber Narr?	DS
Ein halber Dichter, also wohl ein ganzer Narr!	DS
