text	stwr
Der Unglückliche ließ ihn nicht ausreden.	RP
Er faßte seine Hand, preßte sie wie ein Ertrinkender, stöhnte, versuchte es zu reden, vermochte es aber nicht.	RP
Endlich brachte er schluchzend und gebrochen heraus:	NN
» Hört, Kapitän, ich bin geborner Kolumbier, Offizier in der Patriotenarmee, wurde kriegsgefangen in der unglücklichen Schlacht von Cachiri, von da mit meinen Unglücksgefährten nach der Havanna abgeführt.	DS
Meiner Frau und Kindern wurde erlaubt, mir zu folgen, um– eine der ersten Familien Kolumbiens ganz in Gewalt zu haben.	DS
Vier Monate lag ich in einem der entsetzlichsten Kerker, Seekrebse und Ratten und giftiges Ungeziefer aller Art waren meine einzigen Gesellschafter.	DS
Bloß meiner starken Konstitution verdanke ich es, daß ich noch lebe.	DS
Von siebenhundert meiner Unglücksgefährten sind alle bis auf einige wenige Opfer der spanischen Grausamkeit geworden.	DS
Ein vollständiges Gerippe, holte man mich vor vierzehn Tagen aus meinem Kerker hervor, quartierte mich in die Stadt ein, um mich wieder zu einigen Kräften zu bringen und dann– abermals lebendig einzumauern.	DS
Bereits ist der Befehl gegeben, mich in die vorige grausame Haft zurückzubringen.	DS
Daß ich in dieser keine acht Tage mehr aushalten kann, davon bin ich so gewiß, als daß ein Gott im Himmel ist.	DS
Ein Freund, der ungeachtet der großen Gefahr sich unserer Lage erbarmte, hat uns einen Paß und Geld verschafft, mich an Euch angewiesen.	DS
Der Paß gehörte einem am Gelben Fieber verstorbenen Spanier; mit ihm und durch Euch hoffte ich Rettung.	DS
In Euch beruht meine, meiner armen Frau, meiner Kinder einzige Hoffnung, Leben oder Tod!	DS
Gebt Ihr mich auf, so ist mir dieser gewiß, aber ich schwöre es Euch: ehe ich mich zurückbringen und abermals einmauern lasse zu Leiden, deren Gräßlichkeit ich nicht beschreiben kann, bin ich fest entschlossen zu sterben.	DS
Nein, nun und nimmermehr lasse ich mich zurückliefern in die Hand des entsetzlichen Spaniers.	DS
Armes Weib!	DS
Arme Kinder!	DS
Armes Vaterland! «	DS
Der Kapitän, ohne eine Miene zu verziehen, stand, an seinem Kautabak schneidend, fuhr dann mit der Hand über die Stirn und trat rasch auf das Verdeck.	NN
Den Matrosen befahl er, die Koffer und Portemanteaux der Familie auf das Verdeck– aber nicht in das Boot zu bringen; dann prüfte er Himmel und Wetter und wisperte angelegentlich mit dem Leutnant.	reported;indirect
Noch raunte er dem Steward zu, den Soldaten und Bootsleuten ein paar Bouteillen Rum zu reichen, und stieg dann die Kajütentreppe hinab.	IS
Wie er diese betrat, murmelte er, ohne den Patrioten anzusehen, die Worte: » Vertraut auf ihn, der dann hilft, wenn die Not am größtenist! «	DS
Kaum hatte er diese Worte gemurmelt, als der Spanier aus der Kajüte heraussprang, und wie er den Staatsgefangenen erblickte, diesem finster rief, sogleich ins Boot hinabzusteigen.	reported;indirect
Aber der Kapitän trat vor und bat, doch zu erlauben, daß sein unglücklicher Passagier noch ein Glas– einen Valettrunk nähme.	IS
Er sei Soldat und er als Kapitän auch ein halber, und er sei überzeugt, daß der tapfere und großmütige Spanier, und jeder Spanier sei tapfer und großmütig, ihn nicht zwingen werde, einen Unglücklichen ungastlich von seinem Verdecke zu lassen.	indirect freeIndirect
Der junge Offizier war kein harter Mann, er nickte beifällig, trat selbst zur Treppe, und die Hand bietend, geleitete er den Kolumbier diese herab in die Kajüte ein.	NN
