text	stwr
Er war dazu um so mehr gezwungen, als ihm der bisherige Leiter, der sein Schäflein ins trockene gebracht, den Dienst gekündigt hatte.	RP
Aber die behagliche Häuslichkeit, auf die er gerechnet, wollte sich nicht einstellen.	RP
Denn kaum daß die Honigmonde– wenn es wirklich solche waren– ihr Ende gefunden hatten, mußte er erkennen, daß die Menzinger Theres eher an alles andere dachte als an die Pflichten einer sorglichen Ehegattin.	IS
Sie wollte sich beständig unterhalten und zwang ihn, sie an öffentliche Vergnügungsorte zu führen, wobei sie sich an auffallendem Putz nicht genug tunkonnte.	reported;indirect
Und als er endlich bescheidenen Einwand erhob und meinte,	RP
so	IS
könne das Leben nicht weitergehen, da erwiderte sie sehr gereizt, ob er denn glaube, daß sie ihn geheiratet habe, um mit ihm in der » Hütten « zu sitzen.	IS
So nannte sie mit Vorliebe das zwar niedere, aber sehr weitläufige Schirmersche Haus.	RP
Und was ihren Kleideraufwand betraf, so wies sie auf ihre Mitgift hin, die übrigens noch immer unverzinst bei Vater Menzinger steckte.	RP
Und als das Leben in der Tat nicht mehr so weiterging, wurde sie mürrisch, zänkisch und erklärte ihm bei jederGelegenheit, daß er das Geschäft nicht verstehe.	IS
Dieser Vorwurf traf ihn um so schmerzlicher, als er auf Wahrheit beruhte; er selbst sagte es sich ja oft genug im stillen.	RP
Und es wurde von Jahr zu Jahr schlimmer.	NN
Zwischendurch kam freilich etwas, um das sinkende Schiff wieder zu heben.	NN
So zuweilen eine große Bestellung auf Bauholz, da ja die Stadterweiterung mehr und mehr in Zug kam.	NN
Aber im ganzen wollte das nicht viel besagen, und der einst so blühende Handel schleppte sich nur mühselig dahin.	NN
Und das Leben Schirmers wurde danach.	NN
Seine Frau kümmerte sich mit unverhohlener Verachtung immer weniger um ihn.	NN
Sie hatte sich ein paar flotte Freunde ins Haus gezogen, darunter einen reichen, vierschrötigen Weingärtenbesitzer aus Grinzing.	NN
Mit diesen Freunden, die immer mit Wagen angesaust kamen, fuhr sie über Land oder in die Stadt hinein, wo man gemeinschaftlich Theater besuchte oder zu Volkssängern ging, die sich gerade besonderer Beliebtheit erfreuten.	NN
Ihr Mann nahm sich das nicht sonderlich zu Herzen.	NN
Er hatte sie ja nie geliebt und war eigentlich froh, daß er jetzt abends allein sein und, wenn es die Jahreszeit erlaubte, wieder seinem alten Vergnügen, dem Angeln, nachhängenkonnte.	NN
Um diese Zeit traf es sich, daß ein neues Dienstmädchen ins Haus kam.	NN
Sie hieß Rosalie Eder und war die Tochter eines Gemeindedieners.	RP
Schlank und zart gebaut, sah sie mit gesundblassen Wangen, blondem Kraushaar und mit großen Augen, die wie Kornblumen leuchteten, jüngeraus, als sie wirklich war, denn sie mochte schon ziemlich tief in den Zwanzigern stehen.	NN
Sie hatte ein stilles, etwas schwermütiges Gehaben.	NN
Manchmal begann sie ganz leise vor sich hin zu trällern, verstummte aber gleich wieder, gewissermaßen vor sich selbst erschreckend.	NN
Es war kein Wunder, daß sie dem Vereinsamten von Tag zu Tag besser gefiel.	NN
Sie führte ihm ja eigentlich das Hauswesen und kam ihm daher oft genug vor Augen.	NN
Ihr Anblick erfüllte ihn immer mit Freude, aber auch mit Schmerz.	NN
» Wenn das meine Frau wäre! « sagte er zu sich selbst.	DS
