text	stwr
Durch die schmalen, verstaubten Gänge des Schlosses streift manchmal ein dumpfer Fieberhauch, daß die Fledermäuse erschreckt aufflattern.	NN
Sonst stört nichts die tiefe Ruhe.	NN
Die Gemächer aber sind schwarz verstaubt!	NN
Hoch und kahl und frostig und voll erstorbener Gegenstände.	NN
Durch die blinden Fenster kommt bisweilen ein kleiner, winziger Schein, den das Dunkel wieder aufsaugt.	NN
Hier ist die Vergangenheit gestorben.	NN
Hier ist sie eines Tages erstarrt in einer einzigen, verzerrten Rose.	NN
An ihrer Wesenlosigkeit geht die Zeit achtlos vorüber.	NN
Und alles durchdringt das Schweigen der Verlassenheit.	RP
2	NN
Niemand vermag mehr in den Park einzudringen.	NN
Die Äste der Bäume halten sich tausendfach umschlungen, der ganze Park ist nur mehr ein einziges, gigantisches Lebewesen.	NN
Und ewige Nacht lastet unter dem riesigen Blätterdach.	NN
Und tiefes Schweigen!	NN
Und die Luft ist durchtränkt von Vermoderungsdünsten!	NN
Manchmal aber erwacht der Park aus schweren Träumen.	NN
Dann strömt er ein Erinnern aus an kühle Sternennächte, an tief verborgene heimliche Stellen, da er fiebernde Küsse und Umarmungen belauschte, an Sommernächte, voll glühender Pracht und Herrlichkeit, da der Mond wirre Bilder auf den schwarzen Grund zauberte, an Menschen, die zierlich galant, voll rhythmischer Bewegungen unter seinem Blätterdache dahinwandelten, die sich süße, verrückte Worte zuraunten, mit feinem verheißenden Lächeln.	RP
Und dann versinkt der Park wieder in seinen Todesschlaf.	NN
Auf den Wassern wiegen sich die Schatten von Blutbuchen und Tannen und aus der Tiefe des Teiches kommt ein dumpfes, trauriges Murmeln.	RP
Schwäne ziehen durch die glänzenden Fluten, langsam, unbeweglich, starr ihre schlanken Hälse emporrichtend.	NN
Sie ziehen dahin!	NN
Rund um das erstorbene Schloß!	NN
Tagein!	NN
tagaus!	NN
Bleiche Lilien stehn am Rande des Teiches mitten unter grellfarbigen Gräsern.	NN
Und ihre Schatten im Wasser sind bleicher als sie selbst.	NN
Und wenn die einen dahinsterben, kommen andere aus der Tiefe.	NN
Und sie sind wie kleine, tote Frauenhände.	NN
Große Fische umschwimmen neugierig, mit starren, glasigen Augen die bleichen Blumen, und tauchen dann wieder in die Tiefe– lautlos!	NN
Und alles durchdringt das Schweigen der Verlassenheit.	RP
3	NN
Und droben in einem rissigen Turmgemach sitzt der Graf.	NN
Tagein, tagaus.	NN
Er sieht den Wolken nach, die über den Gipfeln der Bäume hinziehen, leuchtend und rein.	NN
Er sieht es gern, wenn die Sonne in den Wolken glüht, am Abend, da sie untersinkt.	NN
Er horcht auf die Geräusche in den Höhen: auf den Schrei eines Vogels, der am Turm vorbeifliegt oder auf das tönende Brausen des Windes, wenn er das Schloß umfegt.	NN
Er sieht wie der Park schläft, dumpf und schwer, und sieht die Schwäne durch die glitzernden Fluten ziehn– die das Schloß umschwimmen.	NN
Tagein!	NN
Tagaus!	NN
Und die Wasser schimmern grünlich-blau.	NN
In den Wassern aber spiegeln sich die Wolken, die über das Schloß hinziehen; und ihre Schatten in den Fluten leuchten strahlend und rein, wie sie selbst.	NN
Die Wasserlilien winken ihm zu, wie kleine, tote Frauenhände, und wiegen sich nach den leisen Tönen des Windes, traurig träumerisch.	NN
Auf alles, was ihn da sterbend umgibt, blickt der arme Graf, wie ein kleines, irres Kind, über dem ein Verhängnis steht, und das nicht mehr Kraft hat, zu leben, das dahinschwindet, gleich einem Vormittagsschatten.	NN
Er horcht nur mehr auf die kleine, traurige Melodie seiner Seele: Vergangenheit!	NN
