text	stwr
Es war immer ihr erster Festtag im Jahre, wenn ihr die Kinder der Schwester aus deren Garten die ersten Schneeglöckchen und Märzblumen brachten; dann wurde ein kleines Porzellankörbchen aus dem Schrank herabgenommen, und die Blumen zierten unter ihrer sorgsamen Pflege wochenlang die kleine Kammer.	NN
Da Marthe seit dem Tode ihrer Eltern wenig Menschen um sich sah und namentlich die langen Winterabende fast immer allein zubrachte, so lieh die regsame und gestaltende Phantasie, welche ihr ganz besonders eigen war, den Dingen um sie her eine Art von Leben und Bewußtsein.	NN
Sie borgte Teilchen ihrer Seele aus an die alten Möbeln ihrer Kammer, und die alten Möbeln erhielten so die Fähigkeit, sich mit ihr zu unterhalten; meistens freilich war diese Unterhaltung eine stumme, aber sie war dafür desto inniger und ohne Mißverständnis.	RP
Ihr Spinnrad, ihr braungeschnitzter Lehnstuhl waren gar sonderbare Dinge, die oft die eigentümlichsten Grillenhatten, vorzüglich war dies aber der Fall mit einer altmodischen Stutzuhr, welche ihr verstorbener Vater vor über funfzig Jahren, auch damals schon als ein uraltes Stück, auf dem Trödelmarkt zu Amsterdam gekauft hatte.	NN
Das Ding sah freilich seltsam genug aus: zwei Meerweiber, aus Blech geschnitten und dann übermalt, lehnten zu jeder Seite ihr langhaariges Antlitz an das vergilbte Zifferblatt; die schuppigen Fischleiber, welche von einstiger Vergoldung zeugten, umschlossen dasselbe nach unten zu; die Weiser schienen dem Schwanze eines Skorpions nachgebildet zu sein.	NN
Vermutlich war das Räderwerk durch langen Gebrauch verschlissen; denn der Perpendikelschlag war hart und ungleich, und die Gewichte schossen zuweilen mehrere Zoll mit einem Mal hinunter.	NN
–	NN
Diese Uhr war die beredteste Gesellschaft ihrer Besitzerin; sie mischte sich aber auch in alle ihre Gedanken.	RP
Wenn Marthe in ein Hinbrüten über ihre Einsamkeit verfallen wollte, dann ging der Perpendikel tick, tack!	RP
tick, tack!	NN
immer härter, immer eindringlicher; er ließ ihr keine Ruh, er schlug immer mitten in ihre Gedanken hinein.	RP
Endlich mußte sie aufsehen;– da schien die Sonne so warm in die Fensterscheiben, die Nelken auf dem Fensterbrett dufteten so süß; draußen schossen die Schwalben singend durch den Himmel.	NN
Sie mußte wieder fröhlich sein, die Welt um sie her war gar zu freundlich.	NN
Die Uhr hatte aber auch wirklich ihren eigenen Kopf; sie war alt geworden und kehrte sich nicht mehr so gar viel an die neue Zeit; daher schlug sie oft sechs, wenn sie zwölf schlagen sollte, und ein andermal, um es wieder gutzumachen, wollte sie nicht aufhören zu schlagen, bis Marthe das Schlaglot von der Kette nahm.	NN
Das wunderlichste war, daß sie zuweilen gar nicht dazu kommen konnte; dann schnurrte und schnurrte es zwischen den Rädern, aber der Hammer wollte nicht ausholen; und das geschah meistens mitten in der Nacht.	NN
Marthe wurde jedesmal wach; und mochte es im klingendsten Winter und in der dunkelsten Nacht sein, sie stand auf und ruhte nicht, bis sie die alte Uhr aus ihren Nöten erlöst hatte.	NN
Dann ging sie wieder zu Bette und dachte sich allerlei, warum die Uhr sie wohl geweckt habe, und fragte sich, ob sie in ihrem Tagewerk auch etwas vergessen, ob sie es auch mit guten Gedanken beschlossen habe.	IS
