text	stwr
Eine Reise, die der Dichter in den Jahren 1864 und 1865 unternahm, hatte ihm mehrere Stoffe aus der römischen Geschichte, oder genauer ans der Geschichte des römischen Verfalls, der sterbenden Republik und der ersten Kaiserzeit vertraut gemacht, Zeiten, von denen der Dichter selbst meint, daß sie „ die Gegensätze Edles und Schlechtes, Tugenden und Laster zu wunderbarer Höhe entwickelt und sie in unendlich anziehenden, rücksichtslos lebendigen Gestalten verkörpert, die gleichsam zu fragen scheinen: dramatische Dichter, wo seid ihr? "	DS
An die Ausführung dieser Tragödienstoffe ging Wilbrandt	NN
gleichwohl erst, nachdem er im Jahre 1871 von München nach Wien übergesiedelt war.	NN
Es würde eine der interessantesten Untersuchungen sein, die unternommen werden könnte, vergleichend zu prüfen, welche historischen Stoffe, namentlich welche Stoffe der römischen Geschichte in dem Odem und dem Lichte verschiedner Zeitstimmungen in den verschiednen Litteraturen bevorzugt worden sind.	NN
Kein Zweifel, daß allein die aus den Büchern des Tacitus stammenden Tragödien höchst charakteristische Unterschiede und Wandlungen verraten würden.	IS
Es ist möglich, daß nur subjektive Grüude Wilbrandt nach 1870 zur Gestaltung der schon fünf Jahre früher entworfnen Tragödien „ Gajus Gracchus " und „ Arria und Messalina " drängten.	NN
Viel wahrscheinlicher bleibt esdoch, daß die schwüle Luft phantastisch schrankenloser und üppiger Genußsucht, die Atmosphäre der Machtgier um der Ausbeutung und des Genusses willen, die nach 1870 hereinbrach, diese Tragödien zeitigen half.	NN
Und vollends außer Zweifel ist es, daß der Dichter ein gewisses Makartsches Kolorit, das namentlich in dem letztgenannten Trauerspielhervortrat, hier zum erstenmal aufwies.	IS
Die vorzüglichere, wenn auch nicht die erfolgreichere dieser Römertragödien war „ Gajus Gracchus. "	NN
Niemand hätte den Stoff fernliegend nennen dürfen.	RP
Im Spiegel römischer Geschichte ließen sich hier Zustände, Leidenschaften, Stimmungen, Handlungen und Konflikte dramatisch verkörpern, die in den letzten Jahrzehnten greifbare, hart andringende, wenn auch noch so unheimliche Wirklichkeit in der Gegenwart, in der deutschen Heimat geworden waren.	NN
Die Volkstribunen wuchsen naturgemäß auch bei uns aus dem Boden des Massenelends empor, die Verfechter ewiger, unveräußerlicher Rechte verwandelten sich auch bei uns in dem Kampfe mit der Übermacht entgegenstehender Überlieferungen und Gewohnheiten zu Demagogen.	NN
Kein Wunder, daß die Phantasie eiues Dichters sich von der größten, menschlich edelsten, gewinnendsten und eben darum tragischsten Erscheinung dieser Art, von Gajus Gracchus, dem Rächer seines Bruders und dem erbarmungslosen Gegner der Optimaten, angezogen und gefesselt fühlte.	NN
Mächtiger und farbenreicher zugleich ließ sich das Stück Leben, das eben drohend heraufzog, nicht spiegeln, und trotz all seiner gelehrten Bildung war Wilbrandt frei genug, das unmittelbar Lebendige und Ergreifende in dem antiken Stoff zu schauen, keine dramatisirte Geschichtsstudie wie Freytags „ Fabler, " sondern ein Drama zu schaffen.	NN
In klar durchsichtigem Bau, in fester Charakteristik und mächtig gesteigerter Leidenschaft, ja selbst mit einem gewissen romanhaft-theatralischen Zusatz ein höchst wirksames Stück, gehört „ Gajus Gracchus " zu den zahlreichen neuern dramatischen Dichtungen, deren Wirkung hinter ihrem Verdienst zurückbleibt.	NN
Möglich, daß selbst diese Erfindung für das Urteil unter die stilgerechten Römertragödien fiel, möglich auch, daß das tragische Pathos der Gracchentragödie zu früh kam, noch hatten wenige den schweren, wuchtigen Ernst der sozialen Frage begriffen.	RP
Am wahrscheinlichsten doch, daß das Trauerspiel in Versen auf den Widerstand	NN
traf, den die moderne Bildung dem Adel der gebundnen Rede überhaupt entgegensetzt.	NN
