text	stwr
Also hier derselbe deutliche Zusammenhang zwischen romantischer Poesie und Fichtescher Philosophie wie bei Schlegel.	NN
Man mochte wirklich damals glauben, daß ein Zustand des ewigen Friedens, eine Art tausendjähriges Reich des Geistes nicht mehr fern	IS
sei.	IS
Arbeitet doch auch Kant darauf hin.	NN
—	NN
Durch das Leben des Dichters Novalis geht ein tiefer Sinn, der überall, und aus den wunderlichsten Äußerungen oft am schönsten hervorleuchtet.	RP
Über seine magische Welt aber fällt von oben her die nüchterne Helle des Kant-Fichteschen Vernunft- und Moralsystems und macht die Gestalten dieser Welt zu blaßgrauen Schemen.	NN
Sonst aber spricht zu uns ein wunderbar tiefes Gefühl; es dringt herauf wie das Rauschen eines unterirdischen Stromes in der Stille der Nacht.	RP
„ Wenn jenes mächtige Gefühl, wofür die Sprache keinen anderen Namen hat als Liebe und Wollust, sich in dem Lauscher ausdehnt wie ein gewaltiger, alles auflösender Dunst, und er bebend in süßer Angst in den Schoß der Natur versinkt, die arme Persönlichkeit in den überschlagenden Wogen sich verzehrt, so vergißt man, sage ich, bei solchen Worten das „ absolute Ich ".	IS
Die Hymnen an die Nacht und die geistlichen Lieder zeigen uns auch, wie tief seine Seele in der Religion wurzelte.	NN
Die Reden Schleiermachers waren von tiefer Wirkung.	NN
Eine Eigentümlichkeit der Fichteschen Philosophie hat alle Romantiker sozusagen fasziniert.	NN
Sie ist aber auch der Grund für ihre ärgsten literarischen und philosophischen Ausschweifungen.	NN
Hölderlin zeigt sich in einem Briefe vom November 1794 von der Persönlichkeit Fichtes besonders deswegen so begeistert, weil sie daran geht, „ in den entlegensten Gebieten des menschlichen Wissens die Prinzipien dieses Wissens... aufzusuchen ".	reported;direct
Das geht schon auf den beschreibenden Charakter dieser Philosophie.	NN
Das „ große Ich " in Jena setzt sich selbst, und wie es über sich reflektiert, so reflektiert es auch über all das, was ein Ich tut und treibt, auch über alle Wissenschaften, einerlei ob es etwas davon versteht oder nicht.	reported;direct
Das ganze Wesen der Philosophie ist ihm nichts anderes als — „ das Begreifen des Unbegreiflichen als solchen "( sic!).	DS
Novalis nennt die Wissenschaftslehre eine „ Beschreibung des unbekannten Ideals der Philosophie ", und so kann sie allerdings aufgefaßt werden.	DS
Was das aber nun soll, die Beschreibung eines Dinges, wovon man nichts weiß, das haben sich unbegreiflicherweise die Besten unter den Romantikern damals gar nicht gefragt.	RP
„ Das Denken des Denkens " mit Absicht und Bewußtsein ist nun das, worauf Fichte immer hinzielt.	DS
In dem magischen Sinne des Novalis sehen wir diesen „ Gedanken " in der wunderlichsten Brechung:	RP
Er meint durch Denken ans Denken das Denken in seine Gewalt zu bekommen und schließlich denken zukönnen,	RP
wie und was er will.	IS
Und was durch solches Denken alles hervorgezaubert werden soll, ist schon gesagt.	IS
Wenn das bei Novalis herauskommt, so kann man auf Friedrich Schlegel gespannt sein, dessen Verhältnis zu Fichte nun mit behandelt werden soll.	NN
— „ Der einzige Anfang und vollständige Grund der Wissenschaftslehre ist eine Handlung der Totalisierung der reflexen Abstraktion, eine mit Beobachtung verbundene Selbstkonstruktion, die innere freie Anschauung der Ichheit, des Sichselbstsetzens, der Identität des Subjekts und Objekts. "	DS
Die Gebärde, mit der das gesagt ist, scheint wissenschaftlich.	RP
Man glaube aber nicht, daß Schlegel sich viel Gedanken gemacht habe über die Schwierigkeit, die in jener Identität liegt und die Novalis wie Hölderlin zum Bewußtsein gekommen ist.	IS
