text	stwr
„ Wägt man die vier Stände nach ihrer specifiquen geistigen Schwere ab, so finden sich im ersten und zweiten Stand 10 geschäftsfähige Mitglieder, also beinahe 50 %; im Stand der Städte 5 von 20, also nur 1/4 oder 25 %; im Stand der Landgemeinden 6 oder beinahe 17 %.	DS
Dieses Mißverhältniß beweiset die Gleichgiltigkeit und den Leichtsinn, mit dem bei den Wahlen, besonders in den Städten, verfahren worden, wo Gleichgiltigkeit oder erbärmliche, selbstsüchtige Motive ihren Einfluß ausübten.	DS
Prüft man den in jedem Stand vorherrschenden politischen Geist, so spricht sich bei dem Adel Anhänglichkeit an das Bestehende, an die Monarchie, Stolz mit etwas Starrheit aus; in dem dritten Stand Neuerungssucht, geleitet durch neidische Eitelkeit; im vierten Stand Unbeholfenheit, Streben, sich eine Erleichterung der öffentlichen Lasten zu verschaffen und sich auf Kosten der Gutsherrn zu bereichern.	DS
Dieses Ziel hat dieser vierte Stand fest im Auge, in andern Dingen wird er von irgendeinem Intriguanten geleitet. " —	DS
Die Theilnahmlosigkeit, die hier Stein dem Bürgerstande vorwirft, entspringt aber aus ganz natürlichen Gründen.	RP
Der wahrhaft intelligente Bürger sieht sich durch die Zunftwahl alles Einflusses beraubt, ja er ist zum Theil ganz und gar ausgeschlossen; der Bürgerstand wird also nach dem Princip der ständischen Gliederung in einem ganz falschen, verzerrten Bilde dargestellt.	NN
Für die geheimen Wünsche der aristokratischen Partei ist das ganz zweckmäßig, denn sie will eigentlich nur eine Adelsvertretung; für das wahre Interesse des Adels dagegen ist es verhängnißvoll, denn es kann einem Stande nichts Schlimmeres widerfahren, als daß er sein reales Verhältniß zu den übrigen Ständen unrichtig auffaßt.	RP
Durch die Einführung einer ständischen Verfassung wird die Nationalkraft des Staats, die auf dem harmonischen Ineinandergreifen der verschiedenen Einzelnkräfte beruht, nicht verstärkt, sondern geschwächt.	NN
In dieser Behandlung der innern Frage concentrirt sich das Hauptinteresse des Buchs; das andere, so interessant es uns auch sein muß, zu erfahren, was Stein über die Emancipation Griechenlands und ähnliche Dinge gedacht	RP
hat, kommt doch erst in zweiter Linie.	RP
Einzelne Scenen aus dem Privatleben des großen Mannes sind köstlich; siezeigen, daß seine Naturkraft, wo es sich um bestimmte Fragen handelte, durchaus nicht geschwächt war.	NN
Dazu rechnen wir namentlich seine Beziehungen zum Oberpräsidenten Vincke, mit dem er nicht abgeneigt war, sich in den letzten Jahren seines Lebens noch einmal zu duelliren.	NN
Ferner die Behandlung des zweideutigen Grafen Reisach und ähnliches.	NN
Den ehrlichen, schlichten Charakter des Mannes athmet die von ihm selbst entworfene Lebensbeschreibung, die der Herausgeber in der Beilage S. 155 mittheilt.	RP
Vortrefflich ist die Darstellung seiner kurzen diplomatischen Laufbahn.	NN
„ Ich bat um meine Zurückberufung, da ich der Diplomatie immer abgeneigt war, wegen der Wandelbarkeit der Politik der Höfe, des Wechsels von Müßiggang und einer schlau berechneten Geschäftsthätigkeit, des Treibens, um Neuigkeiten und Geheimnisse zu erforschen, der Nothwendigkeit, in der großen Welt zu leben, mit ihren Genüssen und Beschränkungen, Kleinlichkeiten und Langweile mich zu befassen und wegen meines Hanges zur Unabhängigkeit und meiner Offenheit und Reizbarkeit. " —	DS
Sehr hart und zum Theil von persönlicher Abneigung eingegeben ist seine Charakteristik Hardenbergs.	NN
„ Herr von Hardenberg hatte die Gutmüthigkeit und Freundlichkeit sanguinischer, genußliebender Menschen, einen Verstand, der leicht faßte, Thätigkeit, ein vortheilhaftes Aeußere.	DS
