text	stwr
In diesem Sinne erstreckt heute das alte Volkslied seine Macht über einen immer größern Kreis.	NN
Aus ihm nennen wir als ein außerordentlich beachtenswertes neues Liedertalent Johannes Techritz, nach ihm Müller-Reuter, Fr. Mayerhoffer.	RP
Ob die Einflüsse, denen die Entwicklung eines Kunstzweiges ausgesetzt ist, ihm zum Segen oder zum Schaden gereichen, hängt von den Grundsätzen ab, die im Betrieb gelten.	NN
Unter den Grundsätzen aber, die für die Liedkomposition	NN
in Frage kommen, sind die am wichtigsten, die die Stellung der Musik zur Dichtung regeln.	NN
Zwei Jahrhunderte lang haben sich die deutschen Liederkomponisten vollständig als die Diener der Dichter betrachtet.	RP
Das Lied war von den Texten in dem Grade abhängig, daß es während der siebzig Jahre, in denen der deutsche Dichterwald entvölkert war, vollständig verstummte.	NN
Die frühern Lieder wollten nichts andres, als guten Gedichten durch Melodien eine Form geben, in der sie sich leichter merkten und verbreiteten.	NN
Erst seit Schuberts Zeiten ist die Musik im deutschen Lied selbstherrlicher geworden und hat damit einer Reihe von Verirrungen Thür und Thor geöffnet, die der Gegenwart zu immer zahlreicher und bedrohlicher werden.	NN
Nach dem Naturgesetz ist bei jeder Art von Vokalkomposition die Dichtung dieHauptsache; daraus erklärt es sich zu allererst, daß sich so viele ganz unmusikalische Menschen an Wagners Musikdramen doch ehrlich erbauen können.	NN
Im neuen Lied hat uns die Romantik das Gewicht dieses Fundamentalsatzes stark verschoben.	NN
Wir werden aber doch im Interesse der fernern Entwicklung des Lieds zu ihm zurückkehren müssen.	NN
Eine gewaltige Dichterzeit würde unsre Musiker vou allein auf den richtigen Standpunkt bringen.	NN
Das ist aber die Gegenwart trotz der allerneusten Anläufe immer noch nicht.	NN
Ihre lyrische Poesie bringt die Stimme der Zeit nicht zu Gehör, und wo sie es versucht, klingt diese Stimme noch roh undungebildet.	RP
Weder die Scheffel, Wolff oder Baumbach, noch die Liliencron und Dehmel sind die Dichter, die die Musik zur Ordnung zu rufen, ihre Kräfte zur vollen Entfaltung zu bringen vermögen.	RP
Aber Männer wie Karl Busse zeigen doch, daß noch ein höherer Genius lebt, und warten wir ab — vielleicht kommt ein neuer Klopstock schneller, als wir es ahnen.	RP
Jedenfalls aber sind unsre Komponisten ihren Vorfahren vor hundertfünfzig und zweihundert Jahren gegenüber in der viel glücklichern Lage, daß sie nicht auf die mitlebenden Dichter angewiesen sind.	NN
Gerade aber darin, wie sie von dem ungeheuern poetischen Vorrat aller Zeiten und aller Länder, der um sie herumgebreitet ist, Gebrauch machen, verraten sie eine große Schwäche.	NN
Zwei Vorwürfe sind es, die gegen die neuen Komponisten erhoben werden müssen:	NN
sie setzen eine große Anzahl von Texten in Musik, die sich dazu überhaupt nicht eignen, und bekunden dadurch eine handwerksmäßige Gleichgiltigkeit gegen Poesie und Vernunft.	NN
Zweitens aber überwiegt in der Wahl brauchbarer Texte das Liebeslied heute in einem geradezu unglaublichen Grade!	NN
Von der Vielseitigkeit, die früher ein Ruhm des deutschen Liedes mit war — keine Spur mehr.	NN
Kann man in dieser durch und durch femininen Gesellschaft wirklich die Nachkommen jener Geschlechter, die im Mittelalter, die zur Reformationszeit gesungen haben, erkennen?	NN
Wenn der studirte Mann vor diesem Liedergarten, in dem nur Armide waltet, flieht und sich in sein Kommersbuch zurückzieht, hat er Recht.	NN
