text	stwr
Auf den metallenen Beschlägen und blanken Dingen lagen langgestreckte weißliche Scheine; mit den Gehenden glitt es auf und nieder, fuhr plötzlich hurtig ringsherum, huschte hin und her.	NN
Das Glas überzog sich mit feinem Dampfe und spiegelte.	NN
Hinter den Scheiben bewegte sich ein gespenstiger Zug körperloser Gestalten.	NN
Mitten in diesen Leibern lebten plötzlich Gegenstände auf.	NN
Die Erschütterung der feuchten Atmosphäre verletzte noch härter denn sonst das ungewohnte Ohr.	NN
Irmelin, sagte ein großer blonder Mann liebevoll zu einem kleinen Mädchen.	DS
Er streichelte ihr Gesicht.	NN
Angesichts der ganzen Straße tat er es.	NN
Irmelin sah flüchtig auf.	NN
Es war keine deutliche Steigerung der stetigen Wärme, in die seine Anwesenheit sie einhüllte.	NN
Solch ein Blick war die Elastizitätsprobe ihres andauernden Aufeinanderwirkens.	NN
Und weg flogen ihre Augen.	NN
Sie sahen durch die Menschenmenge hindurch, über alle Hindernisse hinweg.	NN
Nur das Fixe, Fertige interessierte, es waren keine Augen, die die Bewegung der Augenblicke zu einem angenehmen Eindruck gruppieren konnten.	NN
Sie sahen über das Leben hinweg und suchten nach seinen Erfolgen.	NN
Suchten in den Auslagen, wählten in den Arrangements.	NN
Da entdeckten sie etwas.	NN
Irmelin zog den Blonden mit.	NN
So gingen sie von Auslage zu Auslage.	NN
Je, rief Irmelin gerührt aus.	DS
Gierig stürzten ihre Augen sich in Schönheit, badeten sich in Glanz, Dichtwerk und Buntheit.	NN
Ein Gefälle phantastisch roter Seide, ein zerwühlter Sprudel von Bauschen, Pludern, Falten, ein Schauer vonLichtern, Abglanzen, sprunghaft schillernden Reflexen ergoß sich von der Höhe einer aus Kartonballen aufgeschichteten Wendeltreppe herab ins Parterre der Auslage.	NN
Andere Stoffe waren ausgebreitet wie eine Handvoll Karten, schlugen ein Pfauenrad, wuchsen säulenhaft empor, schwangen in monumentale Schleifen aus.	NN
Sie gaben eine bestechende Fülle von Erfindungsgeist ab, eine verblüffende Neckerei von Farbenspitzfindigkeiten.	NN
Unter dem ganzen Jubel aber verhielt sich etwas exklusiv, in einem Winkel gelagert saß dort eine hohle lockere Stoffpyramide.	NN
Ein Schal mit Fransen, violett, dunkel wie zersetztes Blut, apfelgrüne Herzen mit verbogenen Spitzen und ziegelrote Winkelhacken, beliebig eingewürfelt.	NN
Irmelins Herz schlug schneller.	NN
Ihr Atem holte tiefer aus, sie schluchzte, es war, als löste der Anblick etwas im Zwerchfell.	NN
Irmelin und der Mann, sie gingen beide in das Geschäft.	NN
Als sie zurückkamen, hielt Irmelin ein Paket in den Fäusten, das der Mann ihr abnahm.	NN
Sie traten noch einmal vor die Auslage, Irmelin wollte es so.	NN
Der exotische Schal war weg, Gott sei Dank und natürlich, denn er mußte ja eine Individualität sein, die entblößte Stelle sah bitterlich einsam her.	NN
Aber nun schien alles andere noch einmal so schön und doppelt begehrenswert.	NN
Unaufhörlich rauschte die phantastisch rote Seide und brandete mit ihren schweren Wellen gegen das Fensterglas.	NN
Was es für Dinge auf der Welt gab!	FI
Irmelin mochte sich die Perlen um den Hals legen und die Vasen und Statuetten daheim auf dem Nachtisch oder auch auf der Kommode stehen haben.	NN
In den Läden waren Bilder ausgestellt, nach denen sie eiferte.	NN
Ihr Großer kaufte das eine, es stellte zwei nackte Kinder dar, Bub und Mädel.	NN
Standen die zwei an einer flachen Küste, strampelnackt und possierlich stämmig, Hand in Hand und mit dem Rücken gegen den Beschauer guckten sie in die Sonne, die über einem spielenden Meere aufging.	NN
