text	stwr
» Lassen Sie sie gehen, Liebste, « rief die lebhafte Marchesa;	DS
das Wagnis erfreut die Jugend; wir vertrauen sie Ihnen an, Don Rafaele, Sie stehen uns für sie ein. «	DS
» Mit meinem Leben, « rief er und legte die Hand aufs Herz; dann sprang er jugendlich heiter dem flinken Mädchen nach, die mit kurzem Röckchen, wie es die Mode jetzt erheischt, die zierlichen Füße bis über die Knöchel sichtbar, rasch voraneilte, wie um sich jedem ferneren Einspruch zu entziehen.	reported;direct
» Armer Don Rafaele! « lachte die Marchesa, » die Liebe dringt ihm aus allen Poren; die Jugend und die Natur fordern stürmisch ihr Recht und nun starrt ihm ewig sein Gelübde entgegen.	DS
Schon vor mehreren Jahren, kurz nachdem er hier heraufgekommen war, bat er mich, mir eine Sammlung Gedichte von sich überreichen zu dürfen.	DS
Ich dachte, es würden Gedichte geistlichen Inhalts sein; wer beschreibt mein Erstaunen, als ich sie überschrieben finde: Erotische Gedichte. «	DS
» Ja, ob wir recht tun, ihn der Versuchung auszusetzen– « sagte Marianne, bedenklich den Kopf schüttelnd.	DS
» Ach, es wird ja weiter kein Unheil daraus entstehen, « versetzte die Marchesa sorglos; » der arme Schelm genießt einmal das Glück, mit einem gebildeten jungen Mädchen zu verkehren; wenn es etwas tiefer gehen sollte als nötig ist, so wird sich das im Winter hier oben, in Schnee undEis, wieder abkühlen.	DS
Er hat ein solches Glück noch nie genossen und in sei nem Umgang hier mit den Bäuerinnen ist er untadelhaft. «	DS
Inzwischen wanderten die beiden jungen Leute in heiteren Gesprächen bergauf, bergab, ihrem Ziele zu.	RP
Don Rafaele war strahlend von jugendlicher Lust; sein schönes Angesicht leuchtete in frohem Übermut; alle Spur düsteren Ernstes und unterdrückter Leidenschaftlichkeit war verschwunden und nur der lange, schwarze Rock, der die schlanke Jünglingsgestalt umgab, erinnerte noch an den Priester.	RP
Er scherzte und lachte, malte Theresa mit furchtbaren Farben die Gefahren aus, denen sie entgegenging, fügte aber dann hinzu:	RP
» Doch ich bin Ihr Schutzengel, ich heiße ja Rafael und wer weiß, ob ich im geeigneten Augenblick nicht Flügel entfalte, um Sie hinüberzutragen. «	DS
Nein, nein, ich vertraue auf mich selbst, ich habe keine Furcht, « rief Theresa, » und an die Schutzengel glaube ich nicht. «	DS
» Aber an mich glauben Sie, Theresa, nicht wahr? « sagte er plötzlich mit solcher Innigkeit, indem er vor ihr stehen blieb und sie zum erstenmal bei ihrem Namen nannte, daß es sie im Innersten erbeben machte und noch ehe sie sichbesann, was sie antworten solle, pflückte er eine kleine blaue Blume, die am Wege stand, reichte sie ihr und sagte:	indirect;reported;direct
» Dies ist mein Herz, Theresa, ich gebe es Ihnen. «	DS
Eine unerklärliche Befangenheit hatte sich Theresas bemächtigt und all ihren Übermut verscheucht; sie fand keine Erwiderung, nahm die Blume aus seiner Hand und sagte nur schüchtern: » O, Don Rafaele– «	reported;direct
» Ich danke, Theresa, ich danke, « versetzte er mit Wärme, zog, ehe sie es verhindern konnte, ihre Hand an seine Lippen und drückte einen Kuß darauf.	DS
» Nehmen Sie meinen Arm, « bat er, » denn wir haben ein furchtbar steiles Aufsteigen jetzt vor uns, bis wir oben an den schlimmen Pfad kommen, und stützen Sie sich fest darauf.	DS
Sie sind schon erhitzt, Ihr Herz klopft heftig, ich sehe es, und Sie müssen frei und kräftig sein, um den Pfad zu betreten. «	DS
