text	stwr
Wenn er sich zu einem tollen Schritt hinreißen ließ– war er verloren!	FI
Schon in einigen Tagen kam er zu mir in die Wohnung gestürzt.	NN
» Da hast du den Beweis «, sagte er und hielt mir einen Brief entgegen.	DS
» Schon aus dem insolenten Tone dieses Schreibens wirst du erkennen, wie sehr ich berechtigt war, Verdacht zu schöpfen. «	DS
Ich entfaltete den Brief und las ihn.	NN
Am Eingang entschuldigte sich der Schreiber, daß er zu seinem Bedauern nicht in der Lage sei, Günstiges berichten zu können.	IS
Vor allem hätten sich jene Anhaltspunkte, die er bei den » von Burda « in Sachsen zu finden gehofft, durchaus hinfällig erwiesen.	indirect freeIndirect
Denn diese angebliche » erste Linie « leite ihren Stammbaum nicht allzu weit zurück– und zwar bis zu einem sicheren Daniel Burda, der zu Anfang dieses Jahrhunderts als kurfürstlicher Sattelknecht aufgeführt erscheine.	indirect freeIndirect
Nun müsse dies allerdings eine Hofcharge gewesen sein; allein wie es sich herausgestellt habe, sei besagter Daniel Burda, der Sohn eines einfachen Posthalters auf dem platten Lande, erst infolge jener Eigenschaft in den Adelsstand erhoben worden.	indirect freeIndirect
Und was nun die » zweite Linie « beträfe, so wisse der Herr Oberleutnant am besten selbst, daß bereits das möglichste versucht worden sei, den allein maßgebenden Punkt aufzuhellen.	indirect freeIndirect
Dies würde aber für alle Zeit um so schwieriger bleiben, als in Österreich, vornehmlich aber in Galizien, Böhmen und Mähren, eine ganz unübersehbare Anzahl von Personen existiere, welche den Namen » Burda « führen und dabei in den untergeordnetsten Lebensstellungen sich befänden( Handwerker, Fuhrleute und dergleichen).	indirect freeIndirect
Schreiber könne also nur mit bestem Wissen und Gewissen den Rat erteilen, diese ganz und gar in der Luft schwebende Angelegenheit endgültig fallenzulassen.	indirect freeIndirect
» Dieser Mensch ist offenbar bestochen! « schrie Burda, nachdem ich zu Ende gelesen hatte.	DS
» Aber ich werde das nicht so hinnehmen! «	DS
» Was willst du denn tun? «	DS
» Ich werde dem Kommandierenden eine Herausforderung zugehen lassen! «	DS
» Bist du wahnsinnig? « rief ich aus.	DS
» Oder fühlst du wenigstens nicht, daß dich ein solches Beginnen aller Welt gegenüber in den Verdacht des Wahnsinns bringen müßte?	DS
Und womit könntest du die Herausforderung begründen– angenommen selbst, daß dieser Brief von seiten des Kommandierenden inspiriert worden wäre?	DS
Wird er es zugestehen?	DS
Wird er überhaupt eine Herausforderung annehmen? «	DS
» Er muß!	DS
Er ist Offizier wie ich und du! «	DS
» Allerdings.	DS
Aber es ist dir doch bekannt, daß hohe Vorgesetzte derlei Zumutungen als schwere Subordinationsvergehen behandeln– und bestrafen lassen.	DS
Es könnte dir deine Charge kosten! «	DS
» Oho! « kreischte er.	DS
» Das möcht' ich denn doch sehen!	DS
–	DS
Aber du kannst recht haben «, fuhr er nachdenklich fort.	DS
» Man darf ihm immerhin zumuten, daß er sich hinter seine Stellung verschanzt.	DS
Da muß man ihm denn indirekt zu Leibe gehen und sich an seinen Neffen halten. «	DS
» An seinen Neffen? «	DS
» Nun ja!	DS
Du kennst doch den knabenhaften Ulanenrittmeister mit dem Molkengesicht, dessen Schwadron seit einigen Wochen auf Feuerpikett hier ist? «	DS
» Allerdings– vom Sehen– «	DS
» Dann wirst du auch bemerkt haben, wie arrogant der Bursche ist.	DS
Er dankt kaum, wenn man ihn grüßt. «	DS
Ich glaube, du tust ihm unrecht «, erwiderte ich.	DS
» Ich halte ihn für einen ganz harmlosen Menschen.	DS
Seine Unart scheint mehr einer gewissen Verlegenheit zuentspringen. «	DS
» Ach was! « entgegnete Burda gereizt.	DS
