text	stwr
Der wirkliche Abgang derselben verzögerte sich indeß, da Napoleon eben im Bade Biarriz war, bis gegen die Mitte des October.	NN
Von dem Kirchenstaate hatte sich seit Mitte Juni nicht blos die Romagna, das heißt die vier nordöstlichen Legationen Ferrara.	NN
Bologna, Ravenna und Forli für die nationale Sache erhoben, auch weiter südwärts über Urbino, Perugia, die Mark Ancona breitete die Insurrection sich aus.	NN
Aber im Süden ward von den päpstlichen Truppen die Ordnung noch im Laufe des Juni wieder hergestellt.	NN
In den Norden, wohin Piemont einen Commissar sendete, drangen die Päpstlichen nicht hinauf.	NN
Thatsächlich sonderten sich die Nomagnolen auf diese Weise von dem übrigen Körper des Kirchenstaates ab und forderten Vereinigung mit Piemont.	RP
Der heilige Vater, obwohl er gegen alle diese Dinge protestirte und die Häupter der Bewegung in der Romagna mit dem Kirchenbann belegte, fühlte doch so lebhaft das weltliche Bedürfniß einer Steuererhebung an der Grenze seiner Staaten, daß ihn dieses zu der Inconsequenz verführte, die Unabhängigkeit der Romagna insofern anzuerkennen, als er eine neue Zolllinie längs der Südgrenze der Provinz Forli von Cattolica gegen Mcrcato-Seraceno herstellen ließ.	RP
Pesaro ward die Hauptgrenzstadt des Papstes gegen die Romagna.	NN
Nach dem Frieden von Villafranca ward, wie aus den Herzogtümern, so auch aus der Romagna der sardinische Commissär abberufen.	RP
Die Romagnolen waren also auf sich gestellt und gehorchten für jetzt der in Bologna zusammengetretenen provisorischen Regierung; diese erließ alsbald eine Proclamation, durch welche die Einsetzung des Obersten Cipnani zum Chef der Regierung und die Einberuf-	RP
ung einer constituirenden Versammlung verkündet wurde.	RP
Am 30. August waren die Wahlen beendet, und am 1. September ward die Versammlung von Cipriani eröffnet, der sie aufforderte, den wahren Willen der Nomagnolen unverhohlen und ohne irgend eine Rücksicht auszusprechen.	IS
Am 3. September erklärte die Versammlung die Abschaffung der weltlichen Herrschaft des Papstes für erheblich und beschloß sie darauf am 6. September.	RP
Weitere Beschlüsse in den nachfolgenden Tagen betrafen den Anschluß an Piemont, dann Adressen an Napoleon III.	NN
und Victor Emanuel zu Gunsten der Marken.	NN
Andricus und Venedigs.	NN
Zur Darbringung von Geldopfern behufs des Loskaufes Venetiens von Oestreich erklärten die Nomagnolen sich bereit.	RP
Eine Anleihe von K Millionen für die militärischen Bedürfnisse der Romagna war schon vor dem Zusammentritt der Versammlung ausgebracht worden.	NN
Der Beschluß, die weltliche Herrschaft des Papstes abzuschaffen, ward damit motivirt, daß die beiden Nomagnas in früheren Zeiten unter eignen Verfassungen und Gesetzengestanden.	NN
Theile eines weltlichen Reiches gewesen und erst 1815 gegen ihren Willen unter die weltliche Herrschaft des Papstes gekommen seien.	NN
Die päpstliche Regierung habe weit entfernt, den Nomagnas ihre alten Freiheiten zu erneuern, vielmehr die guten Einrichtungen des Königreiches Italien abgeschafft und das drückende System ihrer Mißverwaltung auch auf diese Provinzen übertragen.	indirect freeIndirect
So sei deren Geschichte ein jammervoller Wechsel von Revolution und Reaction, und Ausnahmsgesetze und Belagerungszustände seien die Regel ihrer Regierung geworden; das allgemeine Wohl habe darunter gelitten, das Volk sei zum Nachtheil der Ruhe und Ordnung in Italien und in ganz Europa dadurch demoralisirt worden, alle Reformversuche seien vergeblich, alle Bitten des Volkes, alle Rathschläge der europäischen Mächte umsonst gewesen, gegebne Versprechungen niemals gehalten worden.	indirect freeIndirect
