text	stwr
Ihr wißt, daß der neue Bundesstaat noch aller Seewehr entbehrt.	DS
Dort wird man unsere Schiffe unbesehen ankaufen, wodurch nicht nur unsere fehlende Löhnung herauskommt, sondern wir auch noch einen Ueberschuß gleichmäßig zur Vertheilung bringen können.	DS
– Einverstanden!	DS
– Und welches Signal verabreden wir, um auf beiden Schiffen gleichzeitig zu handeln?	DS
fragte der Mastwart José.	NN
– Von der Asia wird eine Rakete aufsteigen, erwiderte Martinez.	DS
Dann brecht los!	DS
Wir sind Zehn gegen Einen, und die Officiere des Linienschiffs und der Brigg müssen überwältigt sein, bevor sie zur Besinnung kommen.	DS
– Wann ist jenes Signal zu erwarten?	DS
erkundigten sich einige Bootsleute der Constanzia.	NN
..- In einigen Tagen, sobald wir uns auf der Höhe der Insel Mindanao befinden.	DS
– Die Mexicaner werden uns aber mit Kanonenkugeln empfangen, bemerkte der Mastwart José.	DS
Wenn ich nicht irre, hat die Bundesregierung ein Decret erlassen, alle spanischen Fahrzeuge strengstens zu überwachen und zu beobachten, so daß uns statt des erhofften Geldes vielleicht eine Ladung Eisen und Blei bescheert wird.	DS
Dann und wann unterhielt er sich mit dem Aspiranten.	RP
( S. 410.)	NN
– Darüber beruhige Dich, José!	DS
antwortete Martinez, wir werden uns schon von fern her zu erkennen geben.	DS
– Und auf welche Weise?	DS
– Wir hissen an der Gaffel die Flagge Mexicos. «	DS
Bei diesen Worten entrollte der Lieutenant vor den Augen der Empörer in grün-weiß-rothes Flaggentuch.	RP
Bald unterlag er, schwer verwundet.	NN
( S. 412.)	NN
Tiefe Stille entstand angesichts dieses äußeren Zeichens der Unabhängigkeit Mexicos.	NN
» Nun, sehnt Ihr Euch etwa schon wieder nach den Farben Spaniens?	DS
auf der Lieutenant im Tone des Spottes.	NN
Wohlan, wer diese Sehnsucht hört, der trenne sich von uns und fahre mit gutem Winde unter dem Comando des Kapitäns Don Orteva oder Don Roque's.	DS
Wir, die wir entschlossen sind, den Gehorsam zu kündigen, werden schon unser Ziel erreichen.	DS
– Ja wohl!	DS
Gewiß!	DS
rief die ganze Versammlung.	NN
–Kameraden!	DS
fügte Martinez noch hinzu, unsere Officiere beabsichtigen mit Hilfe der Passatwinde nach den Sunda-Inseln zu steuern; wir werden ihnen aber zeigen, daß man auch ohne sie gegen die Moussons des Stillen Oceans laviren kann! «	DS
Die Theilnehmer dieser geheimen Zusammenkunft gingen aus einander und kamen von verschiedenen Seiten her wieder nach ihren zugehörigen Schiffen.	NN
Am folgenden Tage lichteten die Asia und die Constanzia mit Tagesanbruch die Anker und mit vollen Segeln fuhren die Brigg und das Linienschiff nach Südwesten, in der Richtung nach Neuholland, ab.	NN
Lieutenant Martinez verrichtete wieder seinen Dienst, wurde aber auf Anordnung des Kapitäns Orteva aufmerksam beobachtet.	RP
Inzwischen bedrängten Don Orteva manchmal düstere Vorgefühle.	NN
Er betrübte sich über den drohenden Verfall der spanischen Kriegsmarine, welche die Insubordination ihrem Untergang entgegen führte.	NN
Dazu vermochte sich sein Patriotismus nicht an die Schläge des Unglücks zu gewöhnen, welche sein Vaterland jetzt nach einander trafen und denen der Abfall Mexicos die Krone aufsetzte.	NN
Dann und wann unterhielt er sich mit dem Aspiranten Pablo von diesen ernsten Fragen, vorzüglich aber von der früheren Suprematie der spanischen Flotte in allen Meeren.	RP
» Mein Sohn, begann er eines Tages, aus unseren Seeleuten ist der Geist der Disciplin gewichen.	DS
Vorzüglich auf meinem Schiffe zeigen sich Symptome einer drohenden Empörung, und es kann wohl sein,– ich ahne wenigstens so etwas,– daß ich durch eine elende Verrätherei um's Leben komme!	DS
