text	stwr
Aber dem Ministerium Grenville, das an seinem alten Plan festhielt, nichts zu tun, und dies noch dazu in kostspieliger Weise, war mit Gründen nicht beizukommen.	DS
Dieses bankerotte Ministerium wurde jedoch im März 1807 von Georg dem Dritten entlassen, weil es die Frage der Emanzipation der Katholiken fallen zu lassen sich weigerte, und seine Stelle wurde durch den Herzog von Portland mit Canning als Minister des Auswärtigen eingenommen.	DS
Bald zeigte es sich, daß Pitts Mantel auf würdige Schultern gefallen war, und neue Kraft begann unsre auswärtige Politik zu beseelen.	DS
Doch konnten die übeln Folgen der Verzettelung unsrer Streitkräfte zu fernen Unternehmungen nicht sofort beseitigt werden.	DS
Unser militärischer Sachverständiger Lord Cathcart berechnete, daß nur etwa 12000 Mann für deu Dienst in der Ostsee erübrigt werden könnten, und da es unter unsrer Würde(!) wäre, eine so kleine Schar zu entsenden, so würde es besser sein, diese in der Heimat zurückzubehalten, um	DS
mit ihr irgend einen Teil an französischer Küste zu bedrohen.	DS
Es ist auch nicht zu verwundern, daß eine solche zaghafte Selbstsucht zuletzt den Zaren unserm Gesandten gegenüber zu der Äußerung bewog:	DS
» Handeln Sie, wo Sie wollen, wenn Sie nur überhaupt handeln! «	DS
Schließlich wagte denn auch das neue Ministerium zu handeln; es machte sich anheischig, 20 000 Mann Stralsund zu Hilfe zu schicken, aber das Verhängnis, das sich damals an unsre Sohlen heftete, wollte es, daß dieser Beschluß am 17. Juni gefaßtwurde, also drei Tage, nachdem die Koalition durch den gewaltigen Schlag von Friedland gesprengt worden war. "	DS
So mußte es denn zu der Katastrophe von Tilsit kommen.	NN
Obwohl die Bestimmbarkeit und Wankelmütigkeit des durch ein paar glatte Liebenswürdigkeiten des Siegers von Friedland eingenommnen Alexanders des Ersten zum großen Teil für das traurige Erliegen der Festlandmächte verantwortlich zu machen ist, so muß eine objektive Geschichtschreibung als entlastende Umstände doch anerkennen, daß das bettelarme Rußland in jenem Zeitpunkt wohl noch Krieger, aber keine Kriegsmittel mehr herzugeben vermochte, und daß der Zar einen verhältnismäßig günstigen Frieden erlangte, indem er für seine Abtretungen an das Großherzogtum Warschau sogar noch teilweise durch preußische Gebietsteile Bialystok usw.) entschädigt wurde.	NN
In Tilsit wurde Preußen nahezu vernichtet.	NN
England aber ebenfalls, wie die folgenden Jahre zeigen sollten, auf das schwerste getroffen und an den Rand des wirtschaftlichen Ruins gebracht.	NN
Erst nachdem es für seine Unterlassungssünde schwer gebüßt hatte, sah es ein,	NN
daß es seinen gewaltigen Gegner auf dem Festlande angreifen mußte.	IS
Da es aber die Demütigung der ersten Festlandmächte untätig mit angesehen hatte, sah es sich genötigt, sich fortan auf die nahezu ohnmächtigen Portugiesen und Spanier zu stützen.	NN
Es ging den Briten sehr ähnlich wie jenem römischen König mit den sibyllinischen Büchern: je später sie sich zum Zugreifen entschlossen, desto teurer kam es ihnen zu stehn.	NN
^-	NN
Napoleon hat von den Fähigkeiten der englischen Politiker und Landgenerale- sogar den unzweifelhaft gescheiten und tatkräftigen Wellington nicht ausgenommen- immer eine geringe Meinung gehabt.	RP
Als geborner Cäsar hielt er von der militärischen Tüchtigkeit aristokratisch regierter Staatswesen recht wenig.	RP
Auf Sankt Helena äußerte er zu seinem Leibarzt Antommarchi, England werde einmal ein ehrlich ruhmloses Ende nehmen wie die einst so gefürchtete Republik Venedig.	IS
