text	stwr
Eine schundige Wirtschaft, meiner Seel'! «	DS
Als am Rain das Feuer knisterte, torkte der Knecht hin, häufte Glut und warf ein großes Stück Rohfleisch hinein.	NN
Wie prächtig es gebraten wurde, weiß man nicht; raucheln tates, der Knecht aber nahm das Stück in die Faust und biß drein.	IS
Während des Kauens fluchte und schimpfte er unaufhörlich darüber, daß einer bei diesem » G' fröttbauern « schon einmal gar nichts Ordentliches zu essen bekäme.	IS
» So, da hast auch was! « mit diesem Worte warf er dem Waldbauern die Knochen vor.	reported;direct
Vom Waldhause her schrillte ein Pfiff.	NN
Die Bäuerin rief herab, der Vater sollt' heimkommen, es wär' jemand da, der was Notwendiges zu reden habe mit dem Vorstand.	IS
So war der Bub nun ganz dem schrecklichen Knechtüberantwortet.	NN
Er sollte den Pflug führen und wurde von dem holpernden Ungetüm so mächtig hin und her geschleudert, daß der Fuhrmann auflachte:	NN
» Nichtige Kochschneck, schau, daß du weiter kommst! «	DS
Er packte den Kleinen an den Arm und warf ihn auf die dampfenden Furchen hin.	NN
Vom Hause her wurde das zweitemal gepfiffen.	NN
Der Knecht solle ausspannen und hinauskommen.	indirect freeIndirect
» Eßt ihr eure Talken selber! «	DS
gab der Knecht zur Antwort.	NN
Nein, nicht zur Mahlzeit wäre es.	indirect freeIndirect
Er solle nur hinauskommen.	indirect freeIndirect
Das verblüffte den Knecht ein wenig und er tat, als wolle er das Pferd ausspannen und gegen seinen Großbauernhof treiben.	NN
Nun kamen sie aber schon herab, der Nachbar Grieslacher und sein Bruder, der Jokel, und zwei andere Männer und der Waldbauer.	NN
Dieser Waldbauer war aber jetzt nicht mehr der Dalkerd, auch nicht der Locherl, und schon gar nicht der Dodel, sondern der Gemeindevorstand.	NN
Er war so sanftmütig wie vorher und sagte zum Knecht:	NN
» Stephan, jetzt wirst du müssen Feierabend machen. «	DS
Dann setzte er sich auf den Pfluggründel, die anderen standen ringsherum, der Grieslacher und sein Bruder hatten den Knecht zwischen sich.	NN
Der Waldbauer streifte sich die Erdkrumen von den Schuhen, er war verlegen.	NN
» So heb' an, Vorstand! « drängte der Nachbar.	DS
Der Waldbauer wendete sich gegen den Knecht und sagte: » Du, ich muß dich um was fragen, Stephan.	DS
Gelt, du gibst mir gottsaufrichtig Antwort? «	DS
Dem Knecht wurde jetzt ungleich.	NN
Das war eine höchst befremdliche Feierlichkeit.	FI
Er tat, als wollte er anfangen zu schimpfen, denn seine Schweigsamkeit kam ihm selber verdächtig vor.	RP
» Sag' uns, Stephan:	DS
In der Philipp- und Jakobinacht bist du wohl daheim gewesen in deinem Bett? «	DS
» Warum soll ich nicht daheim gewesen sein? «	DS
» Ich hab' nur gefragt. «	DS
» Wo soll ich denn gewesen sein bei der Nacht, als daheim! «	DS
» Weißt du es gewiß? « fragte der Waldbauer.	DS
» Denkenach.	DS
In der Philipp- und Jakobinacht.	DS
Das ist die Nacht gewesen am vorigen Samstag bis auf den Sonntag. «	DS
» Sakra, was hat 's denn?	DS
Daheim bin ich gewesen und geschlafen hab' ich die ganze Nacht. «	DS
Sie ganze Nacht?	DS
Sag' es noch einmal, aber bedenk's vorher.	DS
Ich laß dir Zeit dazu. «	DS
» Brauch deine Zeit nicht.	DS
Geschlafen hab' ich die ganze Nacht. «	DS
» Sie sagen aber, du wärst in derselbigen Nacht auf der Puchebene beim Maibaumsetzen gesehen worden! «	DS
» Wen geht 's was an! « fuhr der Knecht jetzt derb drein, » das Maibaumsetzen ist nichts Schlechtes. «	DS
