text	stwr
Bei der Vereinbarung, welche im Leben unseres Volkes sieben Millionen mit dreißig Millionen schließen sollen, gewinnen ohne Zweifel beide Theile, da mit vereinten Kräften in Rath und That mehr auszurichten ist, als mit getrennten und im Gegensatz befindlichen.	NN
Wir rechnen, daß die zweite Sitzungsperiode des Zollparlaments viel unbefangener, leidenschaftsloser, auf die praktischen Aufgaben des Zollvereins bedacht verlaufen werde.	IS
Keineswegs soll das wiederversammelte Zollparlament darauf ausgehen, seine Competenz zu erweitern.	NN
Freilich vermögen die Zölle, welche.	NN
aus dem Zusammenhange mit dem Steuerwesen und dem Staatshaushalt der verbündeten Länder gerückt sind, selbst bei größtem Vertrauen in die zusammenwirkenden Regierungen nicht leicht die richtige Würdigung und Veranschlagung zu finden.	NN
Das nationale Feld der politischen Oekonomie kann erst durch das Vollparlament zu einem organischen Ganzen gemacht und zu einem geschlossenen System erhoben werden.	NN
Erst ein Vollparlament kann in Gemeinschaft mit einer Centralbundesbehörde das ganze Wirthschaftsgebiet der Nation übersehen, zweckmäßig eintheilen und gleichmäßig pflegen.	NN
Nach den Erfahrungen der letzten Wochen wissen wir nicht, ob die preußischen Minister nicht vielleicht auch den Süddeutschen eine Klage über die zerrütteten Finanzverhältnisse Preußens zustellen werden und die freundnachbarliche Zumuthung, daß auch sie dazu helfen mögen, den preußischen Staatshaushalt aus seiner neuentdeckten üblen Finanzlage zu befreien.	IS
Wir möchten die Süddeutschen aber im voraus bedeuten, daß wir solche Hülfe von ihnen gar nicht begehren.	IS
Wie ein Hagelwetter über die grünende Flur zogen die Verhandlungen um die Finanzvorlagen über unseren Reichstag.	RP
Die Stimmung, welche durch die Denkschrift des Finanzministers und die Debatten zweier Tage hervorgerufenist.	RP
steht außer allem Verhältniß zu der Bedeutung des Deficits, um dessen Deckung es sich handelt.	NN
Seit dem Frühjahr 1866 hat die preußische Regierung in ihren Vertretern keine so große Niederlage erlitten, als in den wenigen verhängnißvollen Stunden, in denen Graf Bismarck und v. d. Heydt sich vergebens bemühten, gegenüber den Erklärungen der Abgeordneten Laster und v. Bennigsen aus der üblen Lage herauszukommen, in welche sie sich selbst versetzt hatten.	RP
Wie der einzelne Mensch Augenblicke hat,	NN
in denen seine Schwächen und Fehler, sonst klug verhüllt, so zu Tage kommen, daß sie seine Umgebung erschrecken, so hat das preußische Ministerium mit unbegreiflicher Kurzsichtigkeit vor dem Reichstage und der Welt eine Blöße so enthüllt, daß der peinliche Eindruck nur schwer überwunden werden wird.	NN
Schon der Ausspruch des Grafen Bismarck vor Pfingsten, er werde Geld nehmen, wo er es finde, brachte eine störende Dissonanz.	IS
Ihm wenigstens kommt jetzt bei nicht gehörig erwogenen Aeußerungen zu gute, daß die Nation unter dem Eindruck steht, ihm großen Dank schuldig zu sein.	RP
Wie aber war möglich, daß er als Reichskanzler darein willigen konnte, die flüchtige, auf eine Wirkung für Kinder berechnete Klageschrift über die Zer- rüttung der preußischen Finanzen dem deutschen Reichstag zu übergeben?	NN
Vor den Bundesgenossen, die man vor zwei Jahren durch das Schwert und die Gewalt der Thatsachen in den Nordbund zusammengebunden hat, denen man dictatorisch die Matricularbeiträge auflegte — was damals ganz in der Ordnung war — vor diesen jetzt offen auszusprechen, daß Preußen selbst bei dem Stande seiner Besteuerung nicht mehr in der Lage sei,	IS
seinen Bundespflichten nachzukommen!	IS
Was von Braunschweig und Oldenburg gefordert wird, was Mecklenburg leistet, was das Königreich Sachsen mit Leichtigkeit erträgt, dies wird jetzt den Sachsen, Mecklenburgern, Braunschweigern und Oldenburgern als eine für den preußischen Staatshaushalt zur Zeit unerträgliche Last denuncirt.	RP
