text	stwr
So ist es recht!	DS
Sind wir ja alle vom Weibe geboren und ist doch die Seife nicht teuer! «	DS
Mir schien, als ob der Gascogner schwere Besorgnis unter diesem scherzhaften Tone verberge, und ich wollte ihn weiter zur Rede stellen, als der alte Diener einen Boten des Admirals meldete, welcher mich und Gasparde unverzüglich zu sich berief.	reported;indirect
Gasparde warf einen dichten Schleier über und wir eilten.	NN
Unterwegs erzählte sie mir, was sie in meiner Abwesenheit ausgestanden.	RP
» An deiner Seite durch einen Kugelregen zu reiten, wäre mir ein Spiel dagegen! « versicherte sie.	DS
» Der Pöbel in unsrer Straße ist so giftig geworden, daß ich das Haus nicht verlassen konnte, ohne mit Schimpfworten verfolgt zu werden.	DS
Kleidete ich mich nach meinem Stande, so schrie man mir nach › Seht die Übermütige! ‹	DS
Legte ich schlichtes Gewand an, so hieß es › Seht die Heuchlerin! ‹–	DS
Einen Tag, oder eine Woche hielte man das schon aus; aber wenn man kein Ende davon absieht!	DS
–	DS
Unsere Lage hier in Paris erinnert mich an die jenes Italieners, den sein Feind in einen Kerker mit vier kleinen Fenstern werfen ließ.	DS
Als er am nächsten Morgen erwachte, waren deren nur noch drei, am folgenden zwei, am dritten noch eins, kurz, er begriff, daß sein höllischer Feind ihn in eine Maschine gesperrt hatte, die sich allmählich in einen erdrückenden Sarg verwandelte. «	DS
Unter diesen Reden waren wir in die Wohnung des Admirals gelangt, der uns sogleich zu sich beschied.	RP
Er saß aufrecht auf seinem Lager, den verwundeten linken Arm in der Schlinge, blaß und ermattet.	NN
Neben ihm stand ein Geistlicher mit eisgrauem Barte.	NN
Er ließ uns nicht zu Worten kommen.	RP
» Meine Zeit ist gemessen «, sprach er, » hört mich an und gehorcht mir!	DS
Du, Gasparde, bist mir durch meinen teuern Bruder blutverwandt.	DS
Es ist jetzt nicht der Augenblick etwas zu verhüllen, das du weißt und diesem nicht verborgen bleiben darf.	DS
– Deiner Mutter ist durch einen Franzosen Unrecht geschehn; ich will nicht, daß auch du unsres Volkes Sünden mitbüßest.	DS
Wir bezahlen, was unsre Väter verschuldet haben.	DS
Du aber sollst, soviel solches an mir liegt, auf deutscher Erde ein frommes und ruhiges Leben führen. «	DS
Dann sich zu mirwendend, fuhr er fort: » Schadau, Ihr werdet Eure Kriegsschule nicht unter mir durchmachen.	DS
Hier sieht es dunkel aus.	DS
Mein Leben geht zur Neige und mein Tod ist der Bürgerkrieg.	DS
Mischt Euch nicht darein, ich verbiete es Euch.	DS
– Reicht Gasparde die Hand, ich gebe sie Euch zum Weibe.	DS
Führt sie ohne Säumnis in Eure Heimat.	DS
Verlaßt dieses ungesegnete Frankreich, sobald Ihr meinen Tod erfahrt.	DS
Bereitet ihr eine Stätte auf Schweizerboden; dann nehmt Dienste unter dem Prinzen von Orangen und kämpft für die gute Sache! «–	DS
Jetzt winkte er dem Greise und forderte ihn auf, uns zu trauen.	IS
» Macht es kurz «, flüsterte er, » ich bin müde und bedarf Ruhe. «	DS
Wir ließen uns an seinem Lager auf die Kniee nieder und der Geistliche verrichtete sein Amt, unsre Hände zusammenfügend und die liturgischen Worte aus dem Gedächtnisse sprechend.	RP
Dann segnete uns der Admiral mit seiner ebenfalls verstümmelten Rechten.	NN
» Lebt wohl! « schloß er, legte sich nieder und Lehrte sein Antlitz gegen die Wand.	DS
